Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Apr 29,0,0,0,0,0,16,135,342,562,748,880,947,883,715,445,486,153,123,12,0,0,0,0,0
Apr 30,0,0,0,0,0,10,50,114,148,228,263,281,500,857,751,544,362,157,15,0,0,0,0,0
May 1,0,0,0,0,0,29,84,346,219,347,424,371,386,465,575,353,129,69,17,0,0,0,0,0
May 2,0,0,0,0,0,21,52,185,281,327,403,463,482,440,548,406,312,112,27,0,0,0,0,0
May 3,0,0,0,0,0,11,69,180,215,296,350,443,439,445,661,247,218,121,25,0,0,0,0,0
May 4,0,0,0,0,0,12,48,112,171,172,261,277,243,396,487,267,164,65,15,0,0,0,0,0
May 5,0,0,0,0,0,23,83,188,296,375,437,479,506,416,369,289,193,95,25,0,0,0,0,0
May 6,0,0,0,0,0,26,111,198,324,521,942,1003,1007,939,807,618,402,175,32,0,0,0,0,0
May 7,0,0,0,0,0,23,104,168,605,526,578,923,880,872,747,579,380,169,30,0,0,0,0,0
May 8,0,0,0,0,0,45,212,250,260,601,730,815,956,918,735,627,399,190,38,0,0,0,0,0
May 9,0,0,0,0,0,27,150,264,262,439,430,929,676,930,673,463,370,184,34,0,0,0,0,0
May 10,0,0,0,0,0,31,115,297,362,656,656,803,952,855,735,591,371,159,29,0,0,0,0,0
May 11,0,0,0,0,0,24,148,342,549,740,633,894,878,632,453,462,134,35,12,0,0,0,0,0
May 12,0,0,0,0,0,17,100,355,386,311,709,330,293,456,280,224,168,90,22,0,0,0,0,0
May 13,0,0,0,0,0,28,97,200,442,666,538,407,524,778,735,596,383,169,32,0,0,0,0,0
May 14,0,0,0,0,0,36,180,397,612,796,925,987,985,916,782,596,375,160,30,0,0,0,0,0
May 15,0,0,0,0,0,42,216,443,658,833,957,1020,1012,888,779,618,409,187,35,0,0,0,0,0
May 16,0,0,0,0,0,45,219,442,654,830,954,1015,1006,940,807,626,413,191,37,0,0,0,0,0
May 17,0,0,0,0,0,36,174,385,600,780,907,970,965,896,762,577,361,152,31,0,0,0,0,0
May 18,0,0,0,0,0,37,189,408,621,802,887,908,937,859,683,472,335,125,26,0,0,0,0,0
May 19,0,0,0,0,0,32,193,209,528,510,864,932,856,862,637,603,398,197,40,0,0,0,0,0
May 20,0,0,0,0,0,43,219,433,641,818,891,900,798,817,755,559,294,137,22,0,0,0,0,0
May 21,0,0,0,0,0,17,87,375,287,771,325,536,847,477,718,526,345,139,17,0,0,0,0,0
May 22,0,0,0,0,0,42,71,243,462,424,576,327,361,814,639,243,162,91,17,0,0,0,0,0
May 23,0,0,0,0,0,19,51,104,166,214,761,885,249,379,289,247,199,128,30,0,0,0,0,0
May 24,0,0,0,0,0,37,215,417,633,736,867,922,891,874,834,586,415,198,39,0,0,0,0,0
May 25,0,0,0,0,0,53,244,465,676,854,934,1032,966,903,788,654,444,222,48,0,0,0,0,0
May 26,0,0,0,0,0,38,183,398,614,796,924,987,983,913,759,569,363,144,25,0,0,0,0,0
May 27,0,0,0,0,0,16,89,137,240,626,871,774,321,313,289,225,171,116,28,0,0,0,0,0
May 28,0,0,0,0,0,39,195,389,563,695,659,412,357,292,324,221,253,115,24,0,0,0,0,0
May 29,0,0,0,0,0,20,91,203,272,400,398,421,612,547,226,138,123,56,13,0,0,0,0,0
May 30,0,0,0,0,0,35,93,184,311,248,266,457,443,474,366,288,222,114,12,0,0,0,0,0
May 31,0,0,0,0,0,30,88,269,602,315,493,709,518,560,270,183,178,75,21,0,0,0,0,0
Jun 1,0,0,0,0,0,33,202,410,603,718,875,890,882,862,672,581,390,188,33,0,0,0,0,0
Jun 2,0,0,0,0,0,33,225,335,590,755,863,945,829,809,753,593,401,207,39,0,0,0,0,0
Jun 3,0,0,0,0,0,33,225,403,603,705,653,666,888,844,603,570,299,198,40,0,0,0,0,0
Jun 4,0,0,0,0,0,49,225,403,609,743,678,636,882,756,741,593,396,208,34,0,0,0,0,0
Jun 5,0,0,0,0,0,32,225,382,596,749,826,812,865,639,707,576,364,194,44,0,0,0,0,0
Jun 6,0,0,0,0,0,48,225,416,603,749,875,951,942,868,713,576,401,189,44,0,0,0,0,0
Jun 7,0,0,0,0,0,32,232,403,603,749,844,866,883,768,736,481,380,209,38,0,0,0,0,0
Jun 8,0,0,0,0,0,48,232,416,609,736,623,776,775,551,759,549,386,117,45,0,0,0,0,0
Jun 9,0,0,0,0,0,48,116,266,558,692,814,848,948,868,719,465,396,224,45,0,0,0,0,0
Jun 10,0,0,0,0,0,48,232,416,616,743,845,939,907,833,391,571,386,190,46,0,0,0,0,0
Jun 11,0,0,0,0,0,48,224,396,609,749,869,933,746,868,702,106,64,34,33,0,0,0,0,0
Jun 12,0,0,0,0,0,48,170,409,363,692,752,915,167,282,512,269,381,195,49,0,0,0,0,0
Jun 13,0,0,0,0,0,32,93,164,246,308,450,782,847,628,748,577,370,225,50,0,0,0,0,0
Jun 14,0,0,0,0,0,32,116,328,357,353,462,152,149,469,150,392,199,117,30,0,0,0,0,0
Jun 15,0,0,0,0,0,48,116,157,123,201,302,333,322,628,466,381,236,137,37,0,0,0,0,0
Jun 16,0,0,0,0,0,32,101,102,175,384,629,897,925,839,616,583,403,147,51,0,0,0,0,0
Jun 17,0,0,0,0,0,32,225,403,610,768,876,934,943,886,765,605,392,225,51,0,0,0,0,0
Jun 18,0,0,0,0,0,32,225,417,610,749,876,746,943,892,771,617,419,230,54,0,0,0,0,0
Jun 19,0,0,0,0,0,32,225,417,610,453,851,909,925,845,495,533,274,206,48,0,0,0,0,0
Jun 20,0,0,0,0,0,49,225,383,610,743,876,952,931,875,714,566,392,211,38,0,0,0,0,0
Jun 21,0,0,0,0,0,33,217,417,603,731,839,940,853,892,777,617,419,221,48,0,0,0,0,0
Jun 22,0,0,0,0,0,33,218,314,324,636,753,697,639,540,288,118,419,157,52,0,0,0,0,0
Jun 23,0,0,0,0,0,17,86,116,325,384,419,819,513,382,259,303,102,88,35,0,0,0,0,0
Jun 24,0,0,0,0,0,51,226,404,604,750,882,934,925,869,708,382,393,152,35,0,0,0,0,0
Jun 25,0,0,0,0,0,17,179,274,390,466,271,152,191,564,121,101,226,138,31,0,0,0,0,0
Jun 26,0,0,0,0,0,17,62,274,539,643,734,788,782,746,657,533,382,221,56,0,0,0,0,0
Jun 27,0,0,0,0,0,53,148,157,435,517,716,855,770,851,708,601,431,231,45,0,0,0,0,0
Jun 28,0,0,0,0,0,54,188,260,533,523,710,795,800,611,720,606,361,231,56,0,0,0,0,0
Jun 29,0,0,0,0,0,0,196,384,97,120,142,813,687,793,709,556,414,197,52,0,0,0,0,0
Jun 30,0,0,0,0,0,0,212,398,591,706,821,916,824,816,628,494,371,207,45,0,0,0,0,0
Jul 1,0,0,0,0,0,37,179,384,591,767,795,853,906,714,558,619,367,164,44,0,0,0,0,0
Jul 2,0,0,0,0,0,38,190,380,571,740,841,959,826,737,610,476,203,208,44,0,0,0,0,0
Jul 3,0,0,0,0,0,37,187,380,341,383,643,959,980,271,237,312,161,84,31,0,0,0,0,0
Jul 4,0,0,0,0,0,31,121,377,541,739,817,817,780,693,350,160,131,57,29,0,0,0,0,0
Jul 5,0,0,0,0,0,13,166,108,157,623,850,909,871,628,357,197,139,75,24,0,0,0,0,0
Jul 6,0,0,0,0,0,14,115,372,309,494,826,298,482,436,589,364,184,164,34,0,0,0,0,0
Jul 7,0,0,0,0,0,17,91,133,527,372,268,375,819,286,518,193,134,162,54,0,0,0,0,0
Jul 8,0,0,0,0,0,13,44,88,155,235,799,774,774,812,593,650,313,209,64,0,0,0,0,0
Jul 9,0,0,0,0,0,38,185,413,586,760,904,984,815,869,599,572,366,208,59,0,0,0,0,0
Jul 10,0,0,0,0,0,32,169,372,580,755,862,886,897,875,754,586,293,199,50,0,0,0,0,0
Jul 11,0,0,0,0,0,31,175,381,589,761,844,961,967,910,757,604,402,200,52,0,0,0,0,0
Jul 12,0,0,0,0,0,30,160,361,558,710,774,911,927,784,636,605,361,196,48,0,0,0,0,0
Jul 13,0,0,0,0,0,31,184,394,601,564,753,805,708,835,755,578,417,223,52,0,0,0,0,0
Jul 14,0,0,0,0,0,32,193,398,584,721,859,971,948,817,739,424,348,205,43,0,0,0,0,0
Jul 15,0,0,0,0,0,31,152,335,528,683,826,780,856,826,750,541,357,153,52,0,0,0,0,0
Jul 16,0,0,0,0,0,29,178,387,595,771,826,934,827,889,724,577,282,197,39,0,0,0,0,0
Jul 17,0,0,0,0,0,31,169,371,597,595,808,895,810,706,709,424,359,200,47,0,0,0,0,0
Jul 18,0,0,0,0,0,34,135,386,585,700,612,933,627,671,530,385,311,109,46,0,0,0,0,0
Jul 19,0,0,0,0,0,24,140,333,530,589,560,702,961,840,523,503,374,150,42,0,0,0,0,0
Jul 20,0,0,0,0,0,24,145,342,457,676,738,765,905,901,647,511,217,127,44,0,0,0,0,0
Jul 21,0,0,0,0,0,30,191,403,609,740,896,867,866,873,748,604,433,193,55,0,0,0,0,0
Jul 22,0,0,0,0,0,23,136,327,535,717,799,829,913,789,707,491,227,141,57,0,0,0,0,0
Jul 23,0,0,0,0,0,26,134,263,421,365,752,938,833,460,794,463,310,149,30,0,0,0,0,0
Jul 24,0,0,0,0,0,20,157,368,417,723,723,708,735,663,606,461,316,134,34,0,0,0,0,0
Jul 25,0,0,0,0,0,21,127,387,541,685,549,765,729,806,634,261,312,132,43,0,0,0,0,0
Jul 26,0,0,0,0,0,15,55,109,215,224,262,282,803,788,468,231,155,144,35,0,0,0,0,0
Jul 27,0,0,0,0,0,9,107,300,516,680,779,878,993,269,738,477,411,215,44,0,0,0,0,0
Jul 28,0,0,0,0,0,20,145,340,531,709,319,651,795,752,692,184,153,76,32,0,0,0,0,0
Jul 29,0,0,0,0,0,8,57,256,410,406,808,867,470,385,745,463,393,213,48,0,0,0,0,0
Jul 30,0,0,0,0,0,21,172,384,598,726,729,832,514,546,471,594,422,212,42,0,0,0,0,0
Jul 31,0,0,0,0,0,16,89,267,567,749,882,902,962,904,784,612,403,189,35,0,0,0,0,0
Aug 1,0,0,0,0,0,24,126,318,530,716,833,852,851,826,731,560,345,132,37,0,0,0,0,0
Aug 2,0,0,0,0,0,11,88,340,553,737,752,827,719,849,668,585,342,173,29,0,0,0,0,0
Aug 3,0,0,0,0,0,15,161,355,567,674,793,871,732,815,785,476,302,82,17,0,0,0,0,0
