Month,Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/09  21:00:00,71.15774474525726,38.65711002887444,23.076240463960676,9.424394252476453
 07/09  22:00:00,73.5524106929026,53.45109368305611,15.384160309307118,4.71715670057196
 07/09  23:00:00,74.8672177934683,62.45797531497606,7.692080154653559,4.717162324045076
 07/09  24:00:00,79.64452047934084,71.8500414220228,3.076832061861424,4.7176469954729106
 07/10  01:00:00,89.85792285297026,77.35769525702266,3.076832061861424,9.423395533901505
 07/10  02:00:00,91.27083823488911,83.47625672477187,3.076832061861424,4.717749448293831
 07/10  03:00:00,97.41462579703052,89.6203802232233,3.076832061861424,4.7174135118860505
 07/10  04:00:00,94.45361373039759,86.65968496600244,3.076832061861424,4.717096702343624
 07/10  05:00:00,176.7397330478914,164.33072498660505,7.692080154653559,4.71692790651874
 07/10  06:00:00,119.98987333893916,95.18167924020611,15.384160309307118,9.424033789045726
 07/10  07:00:00,100.50247382072315,67.93788513259842,23.076240463960676,9.488348224164051
 07/10  08:00:00,84.48116380336724,44.18906727027866,30.768320618614236,9.523775914257081
 07/10  09:00:00,64.65008548571961,27.2530243292343,23.076240463960676,14.32082069241601
 07/10  10:00:00,64.42447968606946,11.579608920346027,38.46040077326779,14.3844699926729
 07/10  11:00:00,60.45427815799002,2.793280447565973,38.46040077326779,19.200596937340926
 07/10  12:00:00,53.17957618456976,0.37339345285033415,38.46040077326779,14.345781958464668
 07/10  13:00:00,45.17050025687856,0.0,30.768320618614236,14.402179638264329
 07/10  14:00:00,42.247873533499536,0.0,23.076240463960676,19.17163306953886
 07/10  15:00:00,45.13037403539788,0.0,30.768320618614236,14.362053416783645
 07/10  16:00:00,55.69389265606447,0.0,46.15248092792135,9.541411728306057
 07/10  17:00:00,55.62026184501208,0.0,46.15248092792135,9.467780916982093
 07/10  18:00:00,55.82771382751591,0.2314035036092954,46.15248092792135,9.443829396072166
 07/10  19:00:00,37.92353857996053,2.4280057250382177,30.768320618614236,4.727212236302648
 07/10  20:00:00,53.84323357814284,13.631549865973987,30.768320618614236,9.443363093554618
 07/10  21:00:00,51.90998360572641,24.11474139332041,23.076240463960676,4.719001748467048
 07/10  22:00:00,58.787952020097045,38.68625413664793,15.384160309307118,4.717537574304945
 07/10  23:00:00,66.36304304425157,53.95374462303193,7.692080154653559,4.717218266403133
 07/10  24:00:00,78.29354356362968,70.49916154541765,3.076832061861424,4.71754995645924
 07/11  01:00:00,97.13897966751256,84.63802091175336,3.076832061861424,9.424126693930374
 07/11  02:00:00,104.05707877543185,96.2632621120181,3.076832061861424,4.716984601704417
 07/11  03:00:00,112.69213765755713,104.89751864537988,3.076832061861424,4.7177869505493915
 07/11  04:00:00,109.42932950047384,101.63505848497014,3.076832061861424,4.717438953772631
 07/11  05:00:00,166.0696495116161,148.95372954993488,7.692080154653559,9.423839807299238
 07/11  06:00:00,102.57383826434159,82.47209233242366,15.384160309307118,4.71758562239898
 07/11  07:00:00,73.31023430353535,40.74511241475608,23.076240463960676,9.48888142470997
 07/11  08:00:00,57.425689419313485,17.13319099633618,30.768320618614236,9.524177804580336
 07/11  09:00:00,44.77551470212064,7.3777984948433994,23.076240463960676,14.321475743316565
 07/11  10:00:00,54.66361892693763,1.8215713549168677,38.46040077326779,14.381646798932211
 07/11  11:00:00,57.67656349529752,0.01519206862416746,38.46040077326779,19.20097065348388
 07/11  12:00:00,52.8063732938412,0.0,38.46040077326779,14.345972520573397
 07/11  13:00:00,45.17041261501403,0.0,30.768320618614236,14.402091996399795
 07/11  14:00:00,42.247871863657366,0.0,23.076240463960676,19.171631399696683
 07/11  15:00:00,45.13054236068174,0.0,30.768320618614236,14.362221742067504
 07/11  16:00:00,55.69401978959051,0.0,46.15248092792135,9.541538861777795
 07/11  17:00:00,55.62048780573264,0.0,46.15248092792135,9.468006877648326
 07/11  18:00:00,55.5963359755677,0.0,46.15248092792135,9.443855047700659
 07/11  19:00:00,36.16990933464667,0.6742619614613217,30.768320618614236,4.727326754587403
 07/11  20:00:00,46.84891155028468,6.638339355635028,30.768320618614236,9.442251576035419
 07/11  21:00:00,39.45314616062247,11.658958285631469,23.076240463960676,4.717947411014024
 07/11  22:00:00,42.33253717414098,22.230731917933518,15.384160309307118,4.717644946916637
 07/11  23:00:00,44.200039450915305,31.79065015960358,7.692080154653559,4.71730913664731
 07/11  24:00:00,53.58213312182427,45.78766878744869,3.076832061861424,4.717632272487002
 07/12  01:00:00,72.88489803172226,60.383774191725365,3.076832061861424,9.424291777842159
 07/12  02:00:00,78.01277900854411,70.21889589689424,3.076832061861424,4.717051049913382
 07/12  03:00:00,83.55917301144919,75.76561325974211,3.076832061861424,4.716727690160689
 07/12  04:00:00,77.23325403114706,69.43891635611732,3.076832061861424,4.7175056134887825
 07/12  05:00:00,102.00472493176457,84.88923591787653,7.692080154653559,9.423408859288775
 07/12  06:00:00,47.31587151478354,27.214074022312897,15.384160309307118,4.717637183141793
 07/12  07:00:00,43.27839327421732,10.713304345144962,23.076240463960676,9.488848465111682
 07/12  08:00:00,43.71415835688388,3.4217908912696338,30.768320618614236,9.524046846978283
 07/12  09:00:00,37.6251023177197,0.2276573159270002,23.076240463960676,14.321204537819533
 07/12  10:00:00,52.83968860810867,0.0,38.46040077326779,14.379287834840875
 07/12  11:00:00,57.660670588401736,0.0,38.46040077326779,19.20026981518825
 07/12  12:00:00,52.80586599483249,0.0,38.46040077326779,14.345465221564695
 07/12  13:00:00,45.16975428070068,0.0,30.768320618614236,14.401433662086449
 07/12  14:00:00,42.246973304000896,0.0,23.076240463960676,19.170732840040216
 07/12  15:00:00,45.12983066871071,0.0,30.768320618614236,14.361510050096475
 07/12  16:00:00,55.69357785580772,0.0,46.15248092792135,9.541096927832045
 07/12  17:00:00,55.620144342287055,0.0,46.15248092792135,9.467663414202752
 07/12  18:00:00,55.5951256194476,0.0,46.15248092792135,9.442644691471935
 07/12  19:00:00,36.629425228766564,1.1339517201155367,30.768320618614236,4.72715289005309
 07/12  20:00:00,47.99982076284254,7.788308056840997,30.768320618614236,9.443192087387299
 07/12  21:00:00,41.64240425434737,13.848384227255364,23.076240463960676,4.71777956311503
 07/12  22:00:00,44.7508012786612,24.649180746442696,15.384160309307118,4.717460222927684
 07/12  23:00:00,45.1486225000004,32.73941508949742,7.692080154653559,4.717127255860277
 07/12  24:00:00,51.84639164988015,44.05211304553771,3.076832061861424,4.717446542470148
 07/13  01:00:00,71.04722092688756,58.546492873651,3.076832061861424,9.423895991299096
 07/13  02:00:00,81.5428596056001,73.74917317336387,3.076832061861424,4.716854370249879
 07/13  03:00:00,95.97422342187534,88.17974728024959,3.076832061861424,4.717644079769761
 07/13  04:00:00,98.68326502912095,90.88914730092483,3.076832061861424,4.717285666492205
 07/13  05:00:00,134.28582836432776,117.17024468875273,7.692080154653559,9.423503521193059
 07/13  06:00:00,78.90553691914664,58.80398057620884,15.384160309307118,4.717396034016324
 07/13  07:00:00,64.53956457272213,31.975061030525055,23.076240463960676,9.488263078236402
 07/13  08:00:00,53.66260980352048,13.37087736060796,30.768320618614236,9.523411824298282
 07/13  09:00:00,42.56606462696227,5.169762986102149,23.076240463960676,14.320061176899447
 07/13  10:00:00,53.053460067830756,0.21291900786040316,38.46040077326779,14.380140286745469
 07/13  11:00:00,57.658812449428495,0.0,38.46040077326779,19.198411675889115
 07/13  12:00:00,52.80456511168127,0.0,38.46040077326779,14.344164338413476
 07/13  13:00:00,45.1682385093985,0.0,30.768320618614236,14.399917890784263
 07/13  14:00:00,42.24523756392135,0.0,23.076240463960676,19.168997099960666
 07/13  15:00:00,45.1282966913327,0.0,30.768320618614236,14.359976072718466
 07/13  16:00:00,55.69260356213045,0.0,46.15248092792135,9.540122633991825
 07/13  17:00:00,55.61926633054831,0.0,46.15248092792135,9.466785402464005
 07/13  18:00:00,55.59538730880506,0.0,46.15248092792135,9.442906380992333
 07/13  19:00:00,35.49503215162454,0.0,30.768320618614236,4.726711533032029
 07/13  20:00:00,37.67030159522726,2.1748961717715107,30.768320618614236,4.727084804819785
 07/13  21:00:00,37.35219597842336,4.849567464351403,23.076240463960676,9.426388050116714
 07/13  22:00:00,30.337631089486603,10.23643938032115,15.384160309307118,4.717031399842039
 07/13  23:00:00,27.721190131236305,15.312405071688215,7.692080154653559,4.716704904878237
 07/13  24:00:00,29.768721094834508,21.9744031521108,3.076832061861424,4.7174858808296944
 07/14  01:00:00,40.00249000193326,27.50265594470813,3.076832061861424,9.423001995341986
 07/14  02:00:00,42.69653043781825,34.9021731837084,3.076832061861424,4.7175251922266925
 07/14  03:00:00,56.20674898186952,48.41275270398942,3.076832061861424,4.717164215882891
 07/14  04:00:00,69.14511522698989,61.35145310395787,3.076832061861424,4.716830061344397
 07/14  05:00:00,105.1585496929592,92.74969696995919,7.692080154653559,4.7167725681400405
 07/14  06:00:00,73.88310366643802,49.07556241722526,15.384160309307118,9.423380939742701
 07/14  07:00:00,62.56122952652163,29.99779544352569,23.076240463960676,9.487193619198216
 07/14  08:00:00,56.72990031025015,16.439389279026344,30.768320618614236,9.522190412663887
 07/14  09:00:00,48.8257815985857,11.431417213259428,23.076240463960676,14.318123921365588
 07/14  10:00:00,57.74970633363382,4.908161196238921,38.46040077326779,14.381144363937
 07/14  11:00:00,57.95063890694455,0.294320765624066,38.46040077326779,19.195917368273207
 07/14  12:00:00,52.80526274124885,0.0,38.46040077326779,14.344861967981053
 07/14  13:00:00,45.16909965129365,0.0,30.768320618614236,14.400779032679411
 07/14  14:00:00,37.45465503701233,0.0,23.076240463960676,14.378414573051652
 07/14  15:00:00,48.71097583406691,0.0,30.768320618614236,17.94265521545267
 07/14  16:00:00,56.88565509087074,0.0,46.15248092792135,10.733174163003705
 07/14  17:00:00,55.61757167837404,0.0,46.15248092792135,9.465090750506999
 07/14  18:00:00,50.87917031427164,0.0,46.15248092792135,4.726689386328554
 07/14  19:00:00,40.21126122477174,0.0,30.768320618614236,9.442940606157503
 07/14  20:00:00,39.26242155549489,3.7677024524250173,30.768320618614236,4.72639848446107
 07/14  21:00:00,41.455110073248576,8.953829526624794,23.076240463960676,9.42504008271742
 07/14  22:00:00,37.53553050698071,17.433881550781816,15.384160309307118,4.717488646875487
 07/14  23:00:00,38.23897304556753,25.829760121212356,7.692080154653559,4.7171327697016245
 07/14  24:00:00,43.125383268142166,35.331750580023204,3.076832061861424,4.716800626284698
 07/15  01:00:00,52.45637694427491,44.66199470282339,3.076832061861424,4.717550179568361
 07/15  02:00:00,68.6973347174717,56.197383256268346,3.076832061861424,9.423119399537468
 07/15  03:00:00,77.06050431786309,69.2671906151708,3.076832061861424,4.71648164086345
 07/15  04:00:00,84.95347288275752,77.1594061737448,3.076832061861424,4.717234647488061
 07/15  05:00:00,99.54551000214232,87.13654236947148,7.692080154653559,4.716887478234526
 07/15  06:00:00,91.89941200266026,71.79806135779386,15.384160309307118,4.717190335390916
 07/15  07:00:00,117.39889932429978,84.89894293590577,23.076240463960676,9.423715924813536
 07/15  08:00:00,97.70082487609704,62.197305469418815,30.768320618614236,4.735198787993381
 07/15  09:00:00,67.89482030321759,35.32727850417646,23.076240463960676,9.491301334808876
 07/15  10:00:00,76.22157285155397,23.483938912406536,38.46040077326779,14.277233165988283
 07/15  11:00:00,66.7735035045354,18.790970598067297,38.46040077326779,9.522132133037356
 07/15  12:00:00,66.08761345431355,13.351326182942286,38.46040077326779,14.27588649810348
 07/15  13:00:00,48.67497952308967,8.386944444525305,30.768320618614236,9.519714459950126
 07/15  14:00:00,44.886156998516604,7.5359509493898225,23.076240463960676,14.273965585166108
 07/15  15:00:00,48.97044432201049,8.681483137667295,30.768320618614236,9.520640565728963
 07/15  16:00:00,69.18617477161982,13.514449354345828,46.15248092792135,9.51924448908105
 07/15  17:00:00,71.86036173050442,16.220465715752624,46.15248092792135,9.487415087102017
 07/15  18:00:00,81.56612400614468,25.99025533467355,46.15248092792135,9.423387743767023
 07/15  19:00:00,67.33805924506467,31.853118619367258,30.768320618614236,4.716620006969108
 07/15  20:00:00,88.92229758161459,53.43658304802639,30.768320618614236,4.717393915169486
 07/15  21:00:00,92.93565247987208,65.14237758700293,23.076240463960676,4.717034428821571
 07/15  22:00:00,100.78998085936082,80.68912538193108,15.384160309307118,4.7166951683670675
 07/15  23:00:00,109.12026281355864,92.00446411491127,7.692080154653559,9.42371854372224
 07/15  24:00:00,115.79891114331204,108.00530908527925,3.076832061861424,4.716769996410367
 07/16  01:00:00,129.54439281943004,121.75122482530942,3.076832061861424,4.716335932188593
 07/16  02:00:00,146.14648730482756,138.35252988376155,3.076832061861424,4.717125359334976
 07/16  03:00:00,170.51505789844038,158.01588125964926,3.076832061861424,9.422344577288198
 07/16  04:00:00,174.1076404176089,166.31362477449147,3.076832061861424,4.717183581228843
 07/16  05:00:00,190.58485301651916,178.1759414919142,7.692080154653559,4.716831369853648
 07/16  06:00:00,167.99167414792427,147.89102114544409,15.384160309307118,4.716492693080763
 07/16  07:00:00,155.82430019580445,128.0308106839753,23.076240463960676,4.717249047618624
 07/16  08:00:00,132.4163563211272,92.19530172831763,30.768320618614236,9.452733974358294
 07/16  09:00:00,98.13360580707644,65.57254766653914,23.076240463960676,9.484817676359352
 07/16  10:00:00,94.03930869844773,46.06554694035436,38.46040077326779,9.513360984825578
 07/16  11:00:00,88.2154593833065,35.488833178425885,38.46040077326779,14.266225431504186
 07/16  12:00:00,80.13473290063753,32.15951914359172,38.46040077326779,9.514812984049595
 07/16  13:00:00,71.57719007481217,31.295803219672376,30.768320618614236,9.513066236797137
 07/16  14:00:00,68.10095336623243,30.759869078401138,23.076240463960676,14.264843823707663
 07/16  15:00:00,71.6754333085048,31.391684727839323,30.768320618614236,9.515427962268504
 07/16  16:00:00,86.34419374558689,30.678181232414463,46.15248092792135,9.5135315853597
 07/16  17:00:00,90.09641421357294,34.4592256352328,46.15248092792135,9.484707650364479
 07/16  18:00:00,99.51536668721988,43.93996165237412,46.15248092792135,9.422924106761457
 07/16  19:00:00,84.84339324740344,49.35917294902554,30.768320618614236,4.7158996795735515
 07/16  20:00:00,102.0112260890933,66.52577189575742,30.768320618614236,4.717133574835722
 07/16  21:00:00,103.03218340247233,75.23915911628822,23.076240463960676,4.716783822201693
 07/16  22:00:00,107.16700529614788,87.06639887467637,15.384160309307118,4.716446112082916
 07/16  23:00:00,112.27541700170637,95.16015900483166,7.692080154653559,9.423177842275473
 07/16  24:00:00,114.99769196560821,107.20435249314976,3.076832061861424,4.7165074102819995
 07/17  01:00:00,125.7641581800763,117.97010395183432,3.076832061861424,4.7172221659568905
 07/17  02:00:00,137.25736388302397,129.46368253749756,3.076832061861424,4.716849283654133
 07/17  03:00:00,149.8605801186395,142.06724774639144,3.076832061861424,4.716500310011827
 07/17  04:00:00,151.03507452013972,138.53496030649208,3.076832061861424,9.423282151547218
 07/17  05:00:00,239.770886085758,227.36225954889068,7.692080154653559,4.716546382202902
 07/17  06:00:00,159.38614438699105,139.28467533449216,15.384160309307118,4.717308743441654
 07/17  07:00:00,133.10439385747617,100.54203505203004,23.076240463960676,9.48611834110523
 07/17  08:00:00,114.03131605931169,68.98583477854703,30.768320618614236,14.277160661770203
 07/17  09:00:00,70.52639615202786,37.901687140790116,23.076240463960676,9.548468547331398
 07/17  10:00:00,79.23256146022487,21.604614854147005,38.46040077326779,19.16754583264711
 07/17  11:00:00,65.42767108289699,12.565615247045322,38.46040077326779,14.401655062529557
 07/17  12:00:00,61.403535459666976,8.600840839108987,38.46040077326779,14.342293847453144
 07/17  13:00:00,51.1222625662018,5.957043202066577,30.768320618614236,14.39689874552099
 07/17  14:00:00,44.70485003493364,2.4594616741828217,23.076240463960676,19.169147896762986
 07/17  15:00:00,45.89408421875117,0.7682936849064426,30.768320618614236,14.357469915214192
 07/17  16:00:00,60.686977213422395,0.2322163185348716,46.15248092792135,14.30227996708567
 07/17  17:00:00,50.89895527369825,0.007613753820623521,46.15248092792135,4.738860591938127
 07/17  18:00:00,65.62729090812255,10.03173026847219,46.15248092792135,9.443079711729004
 07/17  19:00:00,58.84791129178546,23.352583646860232,30.768320618614236,4.727007026343574
 07/17  20:00:00,84.90346335450637,44.69294440746982,30.768320618614236,9.44219832815073
 07/17  21:00:00,82.23648730404165,54.442640958840386,23.076240463960676,4.717605881555618
 07/17  22:00:00,90.54367302111655,70.44223422924519,15.384160309307118,4.717278482298109
 07/17  23:00:00,95.35939165295382,82.95039986533672,7.692080154653559,4.716911632713691
 07/17  24:00:00,106.43892128190478,98.64488699530338,3.076832061861424,4.717202224577036
 07/18  01:00:00,126.4482558454003,113.94806867915456,3.076832061861424,9.423355104362589
 07/18  02:00:00,135.86244037837716,128.06905406093338,3.076832061861424,4.716554255348796
 07/18  03:00:00,148.84506672919872,141.0509197859614,3.076832061861424,4.717314881810385
 07/18  04:00:00,146.80470437834063,139.01093618233637,3.076832061861424,4.716936134381848
 07/18  05:00:00,212.00385871816465,199.59505495304919,7.692080154653559,4.716723610586832
 07/18  06:00:00,164.66265190577548,139.85497710389674,15.384160309307118,9.423514492788872
 07/18  07:00:00,133.5025592040492,100.93941854387566,23.076240463960676,9.486900196104237
 07/18  08:00:00,92.51046162278011,52.22018350170559,30.768320618614236,9.521957502460298
 07/18  09:00:00,56.548323741596256,19.155110210323713,23.076240463960676,14.316973067203236
 07/18  10:00:00,60.022899455562865,7.183063654801679,38.46040077326779,14.379435027276125
 07/18  11:00:00,59.50069103480081,1.8471054789948156,38.46040077326779,19.193184782440433
 07/18  12:00:00,52.80335908640709,0.0,38.46040077326779,14.342958313139299
 07/18  13:00:00,45.167214810488666,0.0,30.768320618614236,14.398894191874431
 07/18  14:00:00,37.45230307090838,0.0,23.076240463960676,14.3760626069477
 07/18  15:00:00,45.17690440225939,0.050892763570067855,30.768320618614236,14.357691020068676
 07/18  16:00:00,61.85925225545979,1.4022812067451813,46.15248092792135,14.30449012060858
 07/18  17:00:00,58.602778464310184,2.984474085864468,46.15248092792135,9.465823450616698
 07/18  18:00:00,68.51336055028283,17.634764942642622,46.15248092792135,4.7261146798111895
 07/18  19:00:00,77.49013997349017,37.27931938401875,30.768320618614236,9.442499970857188
 07/18  20:00:00,109.30420205707634,73.80875955310296,30.768320618614236,4.72712188550035
 07/18  21:00:00,120.07870931688305,92.28501531606057,23.076240463960676,4.717453537225718
 07/18  22:00:00,142.6725747707203,117.86528674672108,15.384160309307118,9.423127714692102
 07/18  23:00:00,143.50211556563843,131.09357004460543,7.692080154653559,4.716465366613008
 07/18  24:00:00,148.68741153749832,140.89335655263204,3.076832061861424,4.717222922717003
 07/19  01:00:00,158.78968466837415,150.99603199472716,3.076832061861424,4.716820611763854
 07/19  02:00:00,172.95221906173697,165.15893387232092,3.076832061861424,4.716453127630719
 07/19  03:00:00,190.43464885472926,177.9346596269461,3.076832061861424,9.423157165791366
 07/19  04:00:00,183.97612240660166,176.18282459519273,3.076832061861424,4.7164657492867565
 07/19  05:00:00,243.74155187971567,231.3322483243139,7.692080154653559,4.717223400742798
 07/19  06:00:00,185.17810449767157,165.0770982879671,15.384160309307118,4.716845900381053
 07/19  07:00:00,159.55071428905825,126.98705384046899,23.076240463960676,9.487419984574272
 07/19  08:00:00,124.43221319862359,79.38749293581523,30.768320618614236,14.276399644248448
 07/19  09:00:00,79.48898027042517,42.09558119265384,23.076240463960676,14.31715861381066
 07/19  10:00:00,72.20234109087724,19.363621231198877,38.46040077326779,14.37831908646488
 07/19  11:00:00,62.94356551883971,10.086436553547237,38.46040077326779,14.396728192024675
 07/19  12:00:00,58.045166863194645,5.241528038947224,38.46040077326779,14.343238051218613
 07/19  13:00:00,52.01506004559482,2.0545635849087027,30.768320618614236,19.19217584210447
 07/19  14:00:00,37.72403845981796,0.26847321454893525,23.076240463960676,14.379324781300742
 07/19  15:00:00,45.1266044205425,0.0,30.768320618614236,14.358283801928264
 07/19  16:00:00,60.45539721133537,0.0,46.15248092792135,14.302916283142434
 07/19  17:00:00,50.890127177692555,0.0,46.15248092792135,4.7376462497712
 07/19  18:00:00,60.715642077903915,5.12029752501042,46.15248092792135,9.442863624928682
 07/19  19:00:00,46.99278319424875,11.498478243601388,30.768320618614236,4.725984332049425
 07/19  20:00:00,65.61762777864924,25.40644410477436,30.768320618614236,9.4428630554779
 07/19  21:00:00,65.45877210279363,37.66458581633349,23.076240463960676,4.717945822287626
 07/19  22:00:00,83.99313300048217,63.892467565572616,15.384160309307118,4.716505125466657
 07/19  23:00:00,94.54362941547338,82.13428663781829,7.692080154653559,4.717262623262238
 07/19  24:00:00,115.89059769550897,103.39114745256418,3.076832061861424,9.422618181333213
 07/20  01:00:00,130.35886869127796,122.56479304236596,3.076832061861424,4.7172435873221605
 07/20  02:00:00,143.63187399364284,135.83819055096887,3.076832061861424,4.716851380823385
 07/20  03:00:00,153.27446021499767,145.48113916984485,3.076832061861424,4.716488982960098
 07/20  04:00:00,149.81921131345953,142.02513336045536,3.076832061861424,4.71724589130025
 07/20  05:00:00,201.25014199068062,184.13510800511892,7.692080154653559,9.4229538311254
 07/20  06:00:00,143.41463600652776,123.31321978737249,15.384160309307118,4.717255910152329
 07/20  07:00:00,115.31120423103881,82.7476998040334,23.076240463960676,9.487263963044743
 07/20  08:00:00,83.59632563759135,43.30607169117987,30.768320618614236,9.52193332785156
 07/20  09:00:00,54.97794531361954,17.58444729475269,23.076240463960676,14.317257554906178
 07/20  10:00:00,60.50600253425572,7.666195107558365,38.46040077326779,14.379406653646827
 07/20  11:00:00,61.041260963079246,3.388041873548418,38.46040077326779,19.192818316474863
 07/20  12:00:00,53.494566885504334,0.6913049287537434,38.46040077326779,14.342861183488226
 07/20  13:00:00,45.204015758189655,0.03756101581418434,30.768320618614236,14.398134123745104
 07/20  14:00:00,37.45181980094106,0.0,23.076240463960676,14.375579336980387
 07/20  15:00:00,45.125688801641935,0.0,30.768320618614236,14.357368183027697
 07/20  16:00:00,60.45682117070299,0.0,46.15248092792135,14.304340242998896
 07/20  17:00:00,55.61821462926024,0.0,46.15248092792135,9.465733701284567
 07/20  18:00:00,52.8690591372582,1.9904937796647364,46.15248092792135,4.726084429677535
 07/20  19:00:00,45.21527478260198,5.004667778508055,30.768320618614236,9.442286385479687
 07/20  20:00:00,51.23940882160915,15.745352360348013,30.768320618614236,4.725735842603446
 07/20  21:00:00,51.351312434973025,23.55765218464666,23.076240463960676,4.717419786327664
 07/20  22:00:00,58.60478529489942,33.797578273209794,15.384160309307118,9.423046712654092
 07/20  23:00:00,59.727221371795935,47.31873143120145,7.692080154653559,4.716409785794276
 07/20  24:00:00,73.31232273711677,65.51832860320474,3.076832061861424,4.717162071664968
 07/21  01:00:00,86.1629877783692,78.36940271423813,3.076832061861424,4.716753002541213
 07/21  02:00:00,99.39685872459356,91.60364696630107,3.076832061861424,4.7163796968058485
 07/21  03:00:00,115.52418153026944,103.02435968484136,3.076832061861424,9.42298978387084
 07/21  04:00:00,111.61996659427568,103.82676297145993,3.076832061861424,4.716371560883731
 07/21  05:00:00,157.50613323454655,145.09693329159433,7.692080154653559,4.71711978801625
 07/21  06:00:00,104.79381174925093,84.69291536630962,15.384160309307118,4.716736073525574
 07/21  07:00:00,83.16282201469207,50.599518914935416,23.076240463960676,9.487062635958928
 07/21  08:00:00,66.95596936694079,21.912104000101955,30.768320618614236,14.275544748061654
 07/21  09:00:00,43.955707551726924,7.944279703264496,23.076240463960676,12.935187384501749
 07/21  10:00:00,55.56886418488565,1.3442645322985867,38.46040077326779,15.764198879172609
 07/21  11:00:00,52.85894885943199,0.0,38.46040077326779,14.398548086164197
 07/21  12:00:00,52.80246398669099,0.0,38.46040077326779,14.342063213423193
 07/21  13:00:00,49.95878353326981,0.0,30.768320618614236,19.190462914655566
 07/21  14:00:00,37.45406655368053,0.0,23.076240463960676,14.377826089719857
 07/21  15:00:00,45.12514132794581,0.0,30.768320618614236,14.356820709331569
 07/21  16:00:00,60.45410130615298,0.0,46.15248092792135,14.301620378014357
 07/21  17:00:00,50.891333402415725,0.0,46.15248092792135,4.738852474516099
 07/21  18:00:00,55.664915982517975,0.0695918029711052,46.15248092792135,9.442843251528833
 07/21  19:00:00,36.93786855636838,1.4441439840691854,30.768320618614236,4.725403953679527
 07/21  20:00:00,48.18346138417627,7.973104004676634,30.768320618614236,9.44203676093971
 07/21  21:00:00,42.795442580042895,15.001651730058077,23.076240463960676,4.7175503860621655
 07/21  22:00:00,46.883652832314674,26.783102948875854,15.384160309307118,4.716389574142566
 07/21  23:00:00,50.56144298524022,38.152533006745166,7.692080154653559,4.716829823836058
 07/21  24:00:00,59.97694144034638,51.33488007057951,3.076832061861424,5.56522930766645
 07/22  01:00:00,75.50713236636648,63.85607600192599,3.076832061861424,8.574224302611638
 07/22  02:00:00,85.86817769152462,78.07492527377285,3.076832061861424,4.71642035584147
 07/22  03:00:00,97.51711318422068,89.72311193488969,3.076832061861424,4.717169187062196
 07/22  04:00:00,105.36253326069158,97.56892753794645,3.076832061861424,4.716773661236773
 07/22  05:00:00,123.59231852348226,111.18383168618813,7.692080154653559,4.716406682673164
 07/22  06:00:00,112.42632673550088,87.61904419797851,15.384160309307118,9.423122228704086
 07/22  07:00:00,125.35075342786753,97.5581131793119,23.076240463960676,4.716399784855671
 07/22  08:00:00,104.26653020152509,64.04169457611125,30.768320618614236,9.456515006799604
 07/22  09:00:00,64.95698373567258,32.39279794125382,23.076240463960676,9.487945330295142
 07/22  10:00:00,68.35235846593302,20.370924615278355,38.46040077326779,9.52103307727824
 07/22  11:00:00,59.65772959017239,11.67768984943124,38.46040077326779,9.519638967690616
 07/22  12:00:00,57.581002261262825,4.847357870616424,38.46040077326779,14.273243617443788
 07/22  13:00:00,42.37430293148913,2.086719593797176,30.768320618614236,9.519262719055993
 07/22  14:00:00,38.520444462341,1.1710396522222075,23.076240463960676,14.273164346136387
 07/22  15:00:00,40.32191441259285,0.035069987496566694,30.768320618614236,9.518523806479436
 07/22  16:00:00,60.968562196410396,0.5436053286480387,46.15248092792135,14.272475939672626
 07/22  17:00:00,54.16337450491887,0.45595606180962284,46.15248092792135,7.554937515193866
 07/22  18:00:00,54.6253022584485,1.8415501526409492,46.15248092792135,6.631271177739545
 07/22  19:00:00,37.62478893582124,2.140046168681896,30.768320618614236,4.716422148525107
 07/22  20:00:00,45.62840378446206,10.143771603702996,30.768320618614236,4.716311562128529
 07/22  21:00:00,45.283956762468044,17.49093220182431,23.076240463960676,4.716784096688484
 07/22  22:00:00,45.13133474009149,25.030757725125667,15.384160309307118,4.716416705604389
 07/22  23:00:00,48.25968056716228,31.144523598264843,7.692080154653559,9.42307681424387
 07/22  24:00:00,47.532394263733124,39.739154050228436,3.076832061861424,4.71640815167585
 07/23  01:00:00,56.78193523001395,48.98797520671427,3.076832061861424,4.71712796151973
 07/23  02:00:00,67.14223648168984,59.34868095523803,3.076832061861424,4.716723464704448
 07/23  03:00:00,79.6364686256265,71.8432850780691,3.076832061861424,4.716351485467851
 07/23  04:00:00,89.53516579635948,77.03540448522233,3.076832061861424,9.422929249145346
 07/23  05:00:00,91.9041608262093,79.49575070671052,7.692080154653559,4.7163299649375405
 07/23  06:00:00,77.28292519026671,57.18169088521601,15.384160309307118,4.7170739956403835
 07/23  07:00:00,73.68073396806197,45.887814659401535,23.076240463960676,4.7166788445965695
 07/23  08:00:00,71.50131019226279,31.280222546594054,30.768320618614236,9.452767026945875
 07/23  09:00:00,59.20337390232819,26.644152831628396,23.076240463960676,9.482980606739115
 07/23  10:00:00,72.58078059449952,24.607686580562316,38.46040077326779,9.512693240723719
 07/23  11:00:00,71.30375100322966,21.132106198281242,38.46040077326779,11.711244031626302
