Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/08  22:00:00,879.463274222,96.1775156129,454.40431296,0.0,44.4937663224,124.558693486,574.082247245,514.173993453,42.4850247072,17.4232290853
 01/08  23:00:00,853.741578376,96.1775156129,432.052988934,0.0,34.9616554283,124.558693486,578.679198721,532.933524366,28.3233498048,17.4223245504
 01/08  24:00:00,865.021534661,96.1775156129,437.164724801,0.0,34.9616554283,124.558693486,572.143921558,540.560911576,14.1616749024,17.42133508
 01/09  01:00:00,914.731625707,96.1775156129,485.653189572,0.0,46.0930336215,113.312780494,558.877748428,544.49074675,5.66466996096,8.72233171715
 01/09  02:00:00,940.370112596,96.1775156129,510.891696019,0.0,46.0930336215,113.312780494,575.33511295,552.248742129,5.66466996096,17.4217008597
 01/09  03:00:00,948.762196585,96.1775156129,519.34267393,0.0,46.0930336215,113.312780494,580.28741302,557.198882741,5.66466996096,17.4238603178
 01/09  04:00:00,958.914170233,96.1775156129,529.191145755,0.0,46.0930336215,113.312780494,577.159652969,562.77452771,5.66466996096,8.72045529834
 01/09  05:00:00,1046.37212888,96.1775156129,528.566797703,0.0,100.150657288,148.969399434,558.943506588,535.854824921,5.66466996096,17.4240117066
 01/09  06:00:00,1050.89762385,96.1775156129,530.872101369,0.0,100.150657288,149.894399434,1018.94664247,987.361078401,14.1616749024,17.4238891703
 01/09  07:00:00,1281.30328749,96.4354916692,534.608183141,0.0,176.471037341,302.612436532,686.009802935,640.264305838,28.3233498048,17.4221472913
 01/09  08:00:00,1391.52944196,96.7267051605,539.703323456,0.0,243.2593065,310.10971186,642.785744946,573.917678089,42.4850247072,26.3830421494
 01/09  09:00:00,1434.4234705,96.8484794163,546.183106548,0.0,243.2593065,310.10971186,627.855523121,544.678446949,56.6466996096,26.5303765624
 01/09  10:00:00,1467.58153588,96.9405907516,555.504229107,0.0,243.2593065,302.612436532,604.436734576,526.445098857,42.4850247072,35.5066110122
 01/09  11:00:00,1472.47635249,97.0198209569,570.112135687,0.0,243.2593065,310.10971186,610.889895697,495.417216065,70.808374512,44.6643051199
 01/09  12:00:00,1489.78666767,97.162403535,589.032525268,0.0,243.2593065,310.10971186,590.963873414,475.404048492,70.808374512,44.7514504099
 01/09  13:00:00,1442.52899851,97.3943125777,582.332609039,0.0,243.2593065,310.10971186,566.809882082,460.414389095,70.808374512,35.5871184757
 01/09  14:00:00,1463.89862781,97.6899087079,568.588984405,0.0,243.2593065,302.612436532,551.379785271,449.976137623,56.6466996096,44.7569480391
 01/09  15:00:00,1482.14570239,97.9400705248,586.970597879,0.0,243.2593065,302.612436532,528.209609495,449.998938798,42.4850247072,35.7256459904
 01/09  16:00:00,1503.86531159,98.3014317093,609.347206242,0.0,243.2593065,302.612436532,549.532351262,448.319138466,56.6466996096,44.5665131865
 01/09  17:00:00,1510.28683306,98.6833009776,608.909310049,0.0,243.2593065,310.10971186,563.166025351,442.754104783,84.9700494144,35.4418711536
 01/09  18:00:00,1522.04594322,99.0532055723,605.154815446,0.0,243.2593065,310.10971186,543.339183479,440.82898063,84.9700494144,17.5401534345
 01/09  19:00:00,1248.87131442,96.1775156129,601.305867805,0.0,166.938926447,199.110933808,511.229461187,408.786157245,84.9700494144,17.4732545277
 01/09  20:00:00,1238.50441993,96.1775156129,598.322453745,0.0,166.938926447,191.61365848,486.980381171,412.860797132,56.6466996096,17.4728844288
 01/09  21:00:00,1097.86444174,96.1775156129,592.589664222,0.0,100.150657288,124.558693486,531.511111816,457.388436124,56.6466996096,17.4759760828
 01/09  22:00:00,1046.94903116,96.1775156129,580.989514862,0.0,100.150657288,124.558693486,524.227169753,464.314559273,42.4850247072,17.4275857726
 01/09  23:00:00,975.571071213,96.1775156129,568.789014582,0.0,46.0930336215,124.558693486,530.111312068,484.363929746,28.3233498048,17.4240325171
 01/09  24:00:00,970.422557263,96.1775156129,560.287126127,0.0,46.0930336215,124.558693486,511.845113747,488.962907478,14.1616749024,8.72053136643
 01/10  01:00:00,959.470975209,96.1775156129,556.072744384,0.0,46.0930336215,113.312780494,515.802994316,492.713906315,5.66466996096,17.4244180402
 01/10  02:00:00,959.278592504,96.1775156129,551.443222711,0.0,46.0930336215,113.312780494,520.796857797,497.709518251,5.66466996096,17.4226695847
 01/10  03:00:00,955.204919902,96.1775156129,547.29231246,0.0,46.0930336215,113.312780494,525.184576609,502.097284354,5.66466996096,17.4226222943
 01/10  04:00:00,956.140207204,96.1775156129,545.140122352,0.0,46.0930336215,113.312780494,520.21378557,505.829202375,5.66466996096,8.71991323427
 01/10  05:00:00,1049.2558258,96.1775156129,542.142730284,0.0,100.150657288,148.969399434,509.630918136,486.543428477,5.66466996096,17.422819698
 01/10  06:00:00,1052.26373889,96.348223744,537.132156595,0.0,100.150657288,149.894399434,844.220186531,812.633650868,14.1616749024,17.424860761
 01/10  07:00:00,1274.91386162,97.0203346858,531.972556818,0.0,176.471037341,302.612436532,609.187037028,563.442556701,28.3233498048,17.4211305223
 01/10  08:00:00,1378.37178734,97.5032788199,529.015617365,0.0,243.2593065,310.10971186,578.661815074,518.580531204,42.4850247072,17.5962591631
 01/10  09:00:00,1420.07136341,97.9923633237,528.347629646,0.0,243.2593065,310.10971186,587.95830869,495.94384399,56.6466996096,35.3677650912
 01/10  10:00:00,1453.71279667,98.5420170864,531.176847669,0.0,243.2593065,302.612436532,562.284490095,484.294014723,42.4850247072,35.5054506649
 01/10  11:00:00,1467.13566742,99.0485017736,536.365100857,0.0,243.2593065,310.10971186,580.400031593,464.924542569,70.808374512,44.6671145125
 01/10  12:00:00,1470.91250747,99.5364267127,540.193747485,0.0,243.2593065,310.10971186,554.731207752,448.120850374,70.808374512,35.8019828664
 01/10  13:00:00,1439.73292207,100.126739243,542.187319521,0.0,243.2593065,310.10971186,540.517432415,425.215662274,70.808374512,44.4933956286
 01/10  14:00:00,1482.2434832,100.567658478,541.665869542,0.0,243.2593065,302.612436532,511.730753021,410.327534437,56.6466996096,44.7565189746
 01/10  15:00:00,1497.52445566,100.883993844,541.779602313,0.0,243.2593065,302.612436532,474.907632997,396.697170124,42.4850247072,35.7254381659
 01/10  16:00:00,1506.12330797,101.143996947,537.470294658,0.0,243.2593065,302.612436532,490.455744604,389.237734534,56.6466996096,44.5713104607
 01/10  17:00:00,1510.41543002,101.319020793,532.858650335,0.0,243.2593065,310.10971186,517.823942493,399.812749896,84.9700494144,33.0411431828
 01/10  18:00:00,1526.75368575,101.502703234,525.817365996,0.0,243.2593065,310.10971186,518.26053639,413.377251144,84.9700494144,19.9132358314
 01/10  19:00:00,1245.98114876,96.1775156129,517.626488993,0.0,166.938926447,199.110933808,507.449554068,405.004360808,84.9700494144,17.4751438458
 01/10  20:00:00,1222.42994383,96.1775156129,513.638998302,0.0,166.938926447,191.61365848,487.45053326,413.33116801,56.6466996096,17.4726656406
 01/10  21:00:00,1086.92052815,96.1775156129,507.032215641,0.0,100.150657288,124.558693486,531.244429642,457.12195393,56.6466996096,17.4757761029
 01/10  22:00:00,1025.18641335,96.1775156129,476.828404815,0.0,100.150657288,124.558693486,525.32410633,465.41169215,42.4850247072,17.427389473
 01/10  23:00:00,905.245548466,96.1775156129,421.313834206,0.0,46.0930336215,124.558693486,532.898700623,487.151515858,28.3233498048,17.42383496
 01/10  24:00:00,841.639255309,96.1775156129,361.84320886,0.0,46.0930336215,124.558693486,517.883405113,495.001265048,14.1616749024,8.72046516349
 01/11  01:00:00,791.099196926,96.1775156129,328.014106906,0.0,46.0930336215,113.312780494,530.502654685,507.413710261,5.66466996096,17.424274463
 01/11  02:00:00,772.591612142,96.1775156129,312.854255212,0.0,46.0930336215,113.312780494,540.380762236,517.292641627,5.66466996096,17.423450648
 01/11  03:00:00,767.550645726,96.1775156129,309.236794871,0.0,46.0930336215,113.312780494,547.056220852,523.968998176,5.66466996096,17.422552715
 01/11  04:00:00,756.356182109,96.1775156129,300.061147742,0.0,46.0930336215,113.312780494,553.720357189,539.332778652,5.66466996096,8.72290857636
 01/11  05:00:00,851.358128068,96.1775156129,307.618001375,0.0,100.150657288,148.969399434,534.043045857,510.955594094,5.66466996096,17.4227818023
 01/11  06:00:00,915.440192068,96.5965297006,365.989930924,0.0,100.150657288,149.894399434,846.140739012,814.555932695,14.1616749024,17.4231314148
 01/11  07:00:00,1163.96118946,97.448649527,385.699958719,0.0,176.471037341,302.612436532,619.748679712,574.004172682,28.3233498048,17.4211572247
 01/11  08:00:00,1297.6284685,98.986912325,407.309401825,0.0,243.2593065,310.10971186,578.934365611,518.852847499,42.4850247072,17.5964934049
 01/11  09:00:00,1382.66376656,99.8385850244,448.10644571,0.0,243.2593065,310.10971186,572.411446497,480.396203564,56.6466996096,35.3685433236
 01/11  10:00:00,1462.39363417,100.414984147,491.13869393,0.0,243.2593065,302.612436532,538.906468797,460.914898595,42.4850247072,35.5065454949
 01/11  11:00:00,1475.2155166,100.932891626,495.463685871,0.0,243.2593065,310.10971186,555.943231714,440.465897009,70.808374512,44.6689601935
 01/11  12:00:00,1482.43823499,101.40210333,501.027684473,0.0,243.2593065,310.10971186,529.620632878,423.008546098,70.808374512,35.8037122676
 01/11  13:00:00,1443.60013621,101.868947953,505.78344075,0.0,243.2593065,310.10971186,524.684110069,409.380393098,70.808374512,44.4953424592
 01/11  14:00:00,1480.20873176,102.260552606,513.853844324,0.0,243.2593065,302.612436532,496.579038959,395.173304336,56.6466996096,44.7590350136
 01/11  15:00:00,1486.52210369,102.540797796,521.945752658,0.0,243.2593065,302.612436532,452.269899919,374.057344998,42.4850247072,35.727530214
 01/11  16:00:00,1491.43312483,102.707735424,526.370548308,0.0,243.2593065,302.612436532,461.550045267,360.333664925,56.6466996096,44.5696807327
 01/11  17:00:00,1499.01236047,102.74806783,525.658005093,0.0,243.2593065,310.10971186,485.436221304,365.022463117,84.9700494144,35.443708773
 01/11  18:00:00,1507.53295947,102.700883136,518.712921562,0.0,243.2593065,310.10971186,494.860926083,392.350144972,84.9700494144,17.5407316965
 01/11  19:00:00,1182.67986289,96.1775156129,472.687427378,0.0,166.938926447,199.110933808,502.635409486,400.189508289,84.9700494144,17.4758517834
 01/11  20:00:00,1030.28744993,96.1775156129,335.715932991,0.0,166.938926447,191.61365848,494.060464047,419.940342056,56.6466996096,17.473422382
 01/11  21:00:00,837.812555387,96.1775156129,280.895614805,0.0,100.150657288,124.558693486,556.422523098,482.299245585,56.6466996096,17.4765779036
 01/11  22:00:00,766.441527721,96.1775156129,248.620986221,0.0,100.150657288,124.558693486,574.556442228,514.643277147,42.4850247072,17.4281403734
 01/11  23:00:00,689.145461801,96.1775156129,236.24543791,0.0,46.0930336215,124.558693486,581.957957851,536.209965667,28.3233498048,17.4246423794
 01/11  24:00:00,688.034646277,96.1775156129,232.286667166,0.0,46.0930336215,124.558693486,573.275020114,550.392493077,14.1616749024,8.72085213498
 01/12  01:00:00,670.134378235,96.1775156129,226.285852855,0.0,46.0930336215,113.312780494,589.726378629,566.636598805,5.66466996096,17.4251098621
 01/12  02:00:00,669.294891249,96.1775156129,225.469661541,0.0,46.0930336215,113.312780494,597.629761883,574.543830829,5.66466996096,17.421261093
 01/12  03:00:00,669.070535807,96.1775156129,225.302480687,0.0,46.0930336215,113.312780494,604.927232561,581.839142648,5.66466996096,17.4234199518
 01/12  04:00:00,665.883824844,96.1775156129,220.700433195,0.0,46.0930336215,113.312780494,618.046407035,603.661418235,5.66466996096,8.72031883893
 01/12  05:00:00,754.699198787,96.1775156129,222.023781917,0.0,100.150657288,148.969399434,602.71010192,579.621719325,5.66466996096,17.4237126341
 01/12  06:00:00,782.473225263,96.6764863299,247.091729477,0.0,100.150657288,149.894399434,872.218232917,840.63074668,14.1616749024,17.4258113345
 01/12  07:00:00,1002.69531402,97.8190942662,236.235574171,0.0,176.471037341,302.612436532,661.65109144,615.905639586,28.3233498048,17.4221020489
 01/12  08:00:00,1127.97253084,99.7085012423,254.870497594,0.0,243.2593065,310.10971186,596.27488002,536.192137138,42.4850247072,17.5977181749
 01/12  09:00:00,1281.5253585,100.570184933,369.281326375,0.0,243.2593065,310.10971186,566.665619375,474.647564311,56.6466996096,35.3713554536
 01/12  10:00:00,1455.73481228,101.189149781,502.208622635,0.0,243.2593065,302.612436532,527.726427243,449.731929585,42.4850247072,35.5094729513
 01/12  11:00:00,1497.41721597,101.7484705,520.114467023,0.0,243.2593065,310.10971186,542.093982012,426.612449412,70.808374512,44.6731580873
 01/12  12:00:00,1521.16714815,102.249792953,531.953797368,0.0,243.2593065,310.10971186,521.600815269,406.03507325,70.808374512,44.7573675074
 01/12  13:00:00,1489.90914622,102.710707021,539.266739602,0.0,243.2593065,310.10971186,495.722116143,389.322257765,70.808374512,35.5914838663
 01/12  14:00:00,1525.39597666,103.078406054,535.947345819,0.0,243.2593065,302.612436532,475.379607305,373.969001321,56.6466996096,44.7639063738
 01/12  15:00:00,1531.0598308,103.341970634,532.610924324,0.0,243.2593065,302.612436532,431.478897803,353.262414799,42.4850247072,35.731458296
 01/12  16:00:00,1539.85043717,103.565474434,530.833361202,0.0,243.2593065,302.612436532,443.700207842,342.480288591,56.6466996096,44.5732196413
 01/12  17:00:00,1546.05886973,103.589890933,533.057738222,0.0,243.2593065,310.10971186,471.772988603,351.355645291,84.9700494144,35.4472938977
 01/12  18:00:00,1561.7492469,103.523802272,541.697757756,0.0,243.2593065,310.10971186,476.564405554,374.056235397,84.9700494144,17.5381207429
 01/12  19:00:00,1261.12299248,96.1775156129,530.762410336,0.0,166.938926447,199.110933808,487.773356554,385.328384114,84.9700494144,17.4749230252
 01/12  20:00:00,1223.16462654,96.1775156129,509.014082354,0.0,166.938926447,191.61365848,472.175643119,398.053887065,56.6466996096,17.4750564451
 01/12  21:00:00,1023.60084928,96.1775156129,449.961407787,0.0,100.150657288,124.558693486,516.053993728,441.930842145,56.6466996096,17.4764519733
 01/12  22:00:00,973.071716605,96.1775156129,441.336845348,0.0,100.150657288,124.558693486,509.614419916,449.699636957,42.4850247072,17.4297582522
 01/12  23:00:00,918.038876138,96.1775156129,451.237533084,0.0,46.0930336215,124.558693486,515.829185371,470.082545378,28.3233498048,17.4232901879
 01/12  24:00:00,918.133036181,96.1775156129,450.442805586,0.0,46.0930336215,124.558693486,508.630797515,477.046710203,14.1616749024,17.4224124092
 01/13  01:00:00,899.879531933,96.1775156129,447.606795766,0.0,46.0930336215,113.312780494,496.786859601,482.399271084,5.66466996096,8.72291855572
 01/13  02:00:00,895.711630655,96.1775156129,444.964231393,0.0,46.0930336215,113.312780494,509.971174628,486.883586783,5.66466996096,17.4229178842
 01/13  03:00:00,867.915427787,96.1775156129,419.880197333,0.0,46.0930336215,113.312780494,517.29503678,494.2051578,5.66466996096,17.4252090182
 01/13  04:00:00,816.928633436,96.1775156129,376.551470497,0.0,46.0930336215,113.312780494,522.009889262,502.485502293,5.66466996096,13.8597170081
 01/13  05:00:00,881.524365485,96.1775156129,354.6756695,0.0,100.150657288,148.969399434,503.840637819,485.892542506,5.66466996096,12.2834253524
 01/13  06:00:00,925.651623632,96.6997768973,394.983322443,0.0,100.150657288,149.894399434,809.59525009,778.009861469,14.1616749024,17.423713719
 01/13  07:00:00,1191.51370869,98.3118068792,430.171872236,0.0,176.471037341,302.612436532,596.413193281,550.665952262,28.3233498048,17.4238912144
 01/13  08:00:00,1352.2400104,100.045350111,483.751158008,0.0,243.2593065,310.10971186,571.831474096,502.959485776,42.4850247072,26.3869636121
 01/13  09:00:00,1409.93479151,100.698757,507.05601358,0.0,243.2593065,310.10971186,560.695766712,477.51351713,56.6466996096,26.5355499724
 01/13  10:00:00,1460.86073787,101.181560275,525.685674397,0.0,243.2593065,302.612436532,537.392612612,459.393347164,42.4850247072,35.5142407406
 01/13  11:00:00,1488.20724256,101.624178725,547.90920458,0.0,243.2593065,310.10971186,548.304191429,432.825080741,70.808374512,44.6707361763
 01/13  12:00:00,1499.067561,101.963224955,563.465016832,0.0,243.2593065,310.10971186,531.452946194,415.88030551,70.808374512,44.7642661725
 01/13  13:00:00,1460.49436493,102.206379619,567.893580889,0.0,243.2593065,310.10971186,513.439137878,407.034211047,70.808374512,35.5965523188
 01/13  14:00:00,1491.93202722,102.476812176,568.872474302,0.0,243.2593065,302.612436532,499.93282634,398.524051639,56.6466996096,44.7620750916
 01/13  15:00:00,1486.49712276,102.677803691,572.653223452,0.0,243.2593065,302.612436532,482.592380123,395.849689798,42.4850247072,44.2576656186
 01/13  16:00:00,1485.62771083,102.852288489,581.436229574,0.0,243.2593065,302.612436532,486.342770509,393.634774422,56.6466996096,36.0612964776
 01/13  17:00:00,1490.00504383,102.980976838,581.282888552,0.0,243.2593065,310.10971186,516.51670112,396.093742159,84.9700494144,35.4529095467
 01/13  18:00:00,1506.13196789,103.118473637,577.957055226,0.0,243.2593065,310.10971186,500.632980281,398.122143329,84.9700494144,17.5407875372
 01/13  19:00:00,1229.5799868,96.1775156129,572.89581674,0.0,166.938926447,199.110933808,498.66792874,396.21994406,84.9700494144,17.477935265
 01/13  20:00:00,1212.92789973,96.1775156129,569.092777321,0.0,166.938926447,191.61365848,476.214629487,402.090186324,56.6466996096,17.4777435535
