Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 02/26  05:00:00,950.989986397,96.1775156129,542.061615179,0.0,44.4937663224,113.312780494,496.779447762,473.693457058,5.66466996096,17.4213207429
 02/26  06:00:00,941.878206318,96.1775156129,530.637429728,0.0,44.4937663224,113.312780494,509.231710781,477.64659743,14.1616749024,17.4234384487
 02/26  07:00:00,991.512709469,96.1775156129,514.364070536,0.0,54.0258772165,176.889270242,455.636112468,418.592477998,28.3233498048,8.7202846656
 02/26  08:00:00,997.891120878,96.1775156129,537.932715401,0.0,54.0258772165,184.38654557,456.66889643,396.760236068,42.4850247072,17.4236356547
 02/26  09:00:00,1101.35872408,96.1775156129,571.122106725,0.0,65.1572554096,220.04316451,434.898499162,360.748093375,56.6466996096,17.5037061772
 02/26  10:00:00,1107.20963336,96.1775156129,581.739267155,0.0,65.1572554096,212.545889182,411.242718903,342.3894869,42.4850247072,26.3682072958
 02/26  11:00:00,1109.50151734,96.1775156129,575.650900215,0.0,65.1572554096,220.04316451,438.664346936,332.54152471,70.808374512,35.3144477147
 02/26  12:00:00,1110.58774503,96.1775156129,576.100690157,0.0,65.1572554096,220.04316451,421.477556268,324.172449453,70.808374512,26.4967323034
 02/26  13:00:00,1095.87011537,96.1775156129,560.959976096,0.0,65.1572554096,220.04316451,412.114240241,314.812808603,70.808374512,26.493057126
 02/26  14:00:00,1097.91185267,96.1775156129,553.509886505,0.0,65.1572554096,212.545889182,396.946805652,304.983546941,56.6466996096,35.3165591012
 02/26  15:00:00,1100.17656184,96.1775156129,548.266598742,0.0,65.1572554096,212.545889182,361.359032675,292.381199823,42.4850247072,26.4928081448
 02/26  16:00:00,1099.81858734,96.1775156129,544.639936386,0.0,65.1572554096,212.545889182,366.550697841,283.41535121,56.6466996096,26.4886470209
 02/26  17:00:00,1076.89333304,96.1775156129,546.289285321,0.0,65.1572554096,220.04316451,406.181436039,285.892318018,84.9700494144,35.3190686063
 02/26  18:00:00,1029.71758669,96.1775156129,563.314549723,0.0,54.0258772165,184.38654557,423.630519543,312.291158777,84.9700494144,26.3693113512
 02/26  19:00:00,1033.4542147,96.1775156129,595.985947775,0.0,44.4937663224,163.454314868,461.50203207,367.809506166,84.9700494144,8.72247648992
 02/26  20:00:00,1032.51948713,96.1775156129,603.238866767,0.0,44.4937663224,155.95703954,458.183810547,384.115145483,56.6466996096,17.4219654549
 02/26  21:00:00,992.747794142,96.1775156129,595.159671158,0.0,44.4937663224,124.558693486,496.682087215,422.611257973,56.6466996096,17.4241296327
 02/26  22:00:00,986.086337594,96.1775156129,589.379294149,0.0,44.4937663224,124.558693486,483.493289913,432.287666664,42.4850247072,8.7205985412
 02/26  23:00:00,969.125185878,96.1775156129,582.379450469,0.0,34.9616554283,124.558693486,498.122040737,452.374366066,28.3233498048,17.4243248661
 02/26  24:00:00,966.69062167,96.1775156129,577.808479221,0.0,34.9616554283,124.558693486,491.340146765,459.755001144,14.1616749024,17.4234707184
 02/27  01:00:00,963.761808853,96.1775156129,577.522868045,0.0,46.0930336215,113.312780494,487.48816491,464.401154958,5.66466996096,17.4223399916
 02/27  02:00:00,965.569026774,96.1775156129,579.486923311,0.0,46.0930336215,113.312780494,485.827190061,471.442010995,5.66466996096,8.72050910519
 02/27  03:00:00,966.264539078,96.1775156129,580.154808723,0.0,46.0930336215,113.312780494,500.462605066,477.375555635,5.66466996096,17.4223794696
 02/27  04:00:00,965.89613644,96.1775156129,579.846346746,0.0,46.0930336215,113.312780494,506.178235126,483.092083516,5.66466996096,17.4214816485
 02/27  05:00:00,1054.31631489,96.1775156129,578.086552859,0.0,100.150657288,148.969399434,484.384792609,461.299507687,5.66466996096,17.420614961
 02/27  06:00:00,1054.87276156,96.1775156129,576.595322686,0.0,100.150657288,149.894399434,880.242751163,857.359240879,14.1616749024,8.72183538239
 02/27  07:00:00,1273.02710986,96.4275815799,573.647879481,0.0,176.471037341,302.612436532,601.097784688,555.352029942,28.3233498048,17.4224049409
 02/27  08:00:00,1393.14216093,96.7189287385,577.148114649,0.0,243.2593065,310.10971186,555.878256557,487.008685084,42.4850247072,26.3845467659
 02/27  09:00:00,1450.11257466,97.165449783,591.025779631,0.0,243.2593065,310.10971186,524.573171395,441.401010422,56.6466996096,26.5254613637
 02/27  10:00:00,1467.84303025,97.8421477172,573.376652277,0.0,243.2593065,302.612436532,490.094992615,412.093694766,42.4850247072,35.5162731422
 02/27  11:00:00,1456.92086415,98.4212272467,552.904705525,0.0,243.2593065,310.10971186,498.946163082,383.477733065,70.808374512,44.6600555055
 02/27  12:00:00,1454.78403192,98.8967843416,548.999301419,0.0,243.2593065,310.10971186,480.430115957,364.86722523,70.808374512,44.7545162153
 02/27  13:00:00,1405.12418082,99.6536430479,540.380866539,0.0,243.2593065,310.10971186,456.653177192,350.248214839,70.808374512,35.5965878413
 02/27  14:00:00,1431.85181123,100.430512289,532.116188991,0.0,243.2593065,302.612436532,434.834592643,333.437162722,56.6466996096,44.7507303117
 02/27  15:00:00,1429.27623576,101.350542355,528.670014123,0.0,243.2593065,302.612436532,401.601829521,314.45084492,42.4850247072,44.6659598937
 02/27  16:00:00,1430.29334721,102.491275982,528.184258511,0.0,243.2593065,302.612436532,402.203676687,309.909576832,56.6466996096,35.6474002449
 02/27  17:00:00,1439.23757412,103.477024919,529.705951239,0.0,243.2593065,310.10971186,427.993237934,307.571902326,84.9700494144,35.4512861937
 02/27  18:00:00,1455.01552072,103.682314974,543.019313425,0.0,243.2593065,310.10971186,426.816895259,324.308939514,84.9700494144,17.5379063306
 02/27  19:00:00,1226.24279337,96.1775156129,577.182079137,0.0,166.938926447,199.110933808,429.618969975,327.171553169,84.9700494144,17.4773673912
 02/27  20:00:00,1234.37203287,96.1775156129,592.788563694,0.0,166.938926447,191.61365848,424.424369267,341.574595473,56.6466996096,26.2030741847
 02/27  21:00:00,1099.87894559,96.1775156129,592.221336093,0.0,100.150657288,124.558693486,459.822197781,385.703787816,56.6466996096,17.4717103554
 02/27  22:00:00,1063.61276471,96.1775156129,595.791185657,0.0,100.150657288,124.558693486,446.495036607,395.284356109,42.4850247072,8.72565579033
 02/27  23:00:00,999.867933651,96.1775156129,599.961203342,0.0,46.0930336215,124.558693486,461.103511606,415.357729396,28.3233498048,17.4224324055
 02/27  24:00:00,1000.58972171,96.1775156129,599.715180355,0.0,46.0930336215,124.558693486,452.080077973,420.496812342,14.1616749024,17.4215907292
 02/28  01:00:00,989.956711636,96.1775156129,601.578300138,0.0,46.0930336215,113.312780494,447.658408853,424.573235721,5.66466996096,17.420503171
 02/28  02:00:00,992.650197576,96.1775156129,604.476829465,0.0,46.0930336215,113.312780494,443.856059914,429.469673817,5.66466996096,8.72171613587
 02/28  03:00:00,993.759913729,96.1775156129,605.788022125,0.0,46.0930336215,113.312780494,456.693588951,433.608422897,5.66466996096,17.4204960927
 02/28  04:00:00,990.889432855,96.1775156129,603.322745777,0.0,46.0930336215,113.312780494,462.292824347,439.205637633,5.66466996096,17.4225167529
 02/28  05:00:00,1079.20246626,96.1775156129,598.918867077,0.0,100.150657288,148.969399434,438.847504084,424.463013782,5.66466996096,8.71982034153
 02/28  06:00:00,1081.41620868,96.3439466304,599.467928589,0.0,100.150657288,149.894399434,663.929972431,632.344984292,14.1616749024,17.4233132371
 02/28  07:00:00,1307.73116196,97.8267219501,603.924621482,0.0,176.471037341,302.612436532,496.00027881,450.253569222,28.3233498048,17.4233597829
 02/28  08:00:00,1414.18829957,99.0440407078,593.892440369,0.0,243.2593065,310.10971186,476.645343652,407.779183421,42.4850247072,26.3811355236
 02/28  09:00:00,1423.7831488,99.9296781414,558.850246246,0.0,243.2593065,310.10971186,454.448930705,371.274349084,56.6466996096,26.5278820108
 02/28  10:00:00,1444.08434345,100.700106576,543.569061333,0.0,243.2593065,302.612436532,424.945309874,346.949653475,42.4850247072,35.5106316916
 02/28  11:00:00,1448.56396896,101.229203098,539.717903209,0.0,243.2593065,310.10971186,454.4167336,338.952587006,70.808374512,44.6557720816
 02/28  12:00:00,1449.2749161,102.124790226,538.762566071,0.0,243.2593065,310.10971186,446.95018072,331.390046373,70.808374512,44.7517598345
 02/28  13:00:00,1407.615958,103.241708094,538.375244082,0.0,243.2593065,310.10971186,428.341590776,321.942940274,70.808374512,35.5902759899
 02/28  14:00:00,1435.41568809,104.206748626,532.375618331,0.0,243.2593065,302.612436532,411.902511281,310.503820108,56.6466996096,44.7519915626
 02/28  15:00:00,1430.17174924,104.754339024,526.574061944,0.0,243.2593065,302.612436532,389.361953445,309.549088527,42.4850247072,37.3278402112
 02/28  16:00:00,1433.9889801,105.409004987,529.995537839,0.0,243.2593065,302.612436532,412.468822073,312.858762803,56.6466996096,42.9633596607
 02/28  17:00:00,1443.97975631,105.937581733,533.061314292,0.0,243.2593065,310.10971186,436.516646864,316.101713164,84.9700494144,35.4448842851
 02/28  18:00:00,1455.16793384,106.251744786,540.50934314,0.0,243.2593065,310.10971186,424.821956299,322.314265009,84.9700494144,17.5376418752
 02/28  19:00:00,1213.41417923,96.1775156129,563.344791168,0.0,166.938926447,199.110933808,428.466741614,326.022769207,84.9700494144,17.4739229925
 02/28  20:00:00,1225.90882128,96.1775156129,584.169637127,0.0,166.938926447,191.61365848,411.475094834,337.353769234,56.6466996096,17.47462599
 02/28  21:00:00,1087.09186631,96.1775156129,578.461209805,0.0,100.150657288,124.558693486,457.108001612,382.985435151,56.6466996096,17.4758668515
 02/28  22:00:00,1046.74726048,96.1775156129,576.369904235,0.0,100.150657288,124.558693486,452.429642889,392.51536613,42.4850247072,17.4292520523
 02/28  23:00:00,980.013134151,96.1775156129,576.429392398,0.0,46.0930336215,124.558693486,456.74870437,411.002660591,28.3233498048,17.4226939747
 02/28  24:00:00,983.772886825,96.1775156129,579.352543873,0.0,46.0930336215,124.558693486,449.442809905,417.859452014,14.1616749024,17.421682989
 03/01  01:00:00,965.722352893,96.1775156129,573.286857329,0.0,46.0930336215,113.312780494,436.297191795,421.910193337,5.66466996096,8.72232849716
 03/01  02:00:00,968.340744419,96.1775156129,576.07036942,0.0,46.0930336215,113.312780494,450.118912801,427.032751938,5.66466996096,17.4214909024
 03/01  03:00:00,974.212602947,96.1775156129,582.307361996,0.0,46.0930336215,113.312780494,455.324342384,432.236133976,5.66466996096,17.4235384474
 03/01  04:00:00,979.7433648,96.1775156129,588.219430836,0.0,46.0930336215,113.312780494,451.473742624,437.088814217,5.66466996096,8.72025844664
 03/01  05:00:00,1066.75066836,96.1775156129,584.681245719,0.0,100.150657288,148.969399434,442.233186274,419.144940779,5.66466996096,17.4235755343
 03/01  06:00:00,1058.43344397,96.6626617997,574.06224875,0.0,100.150657288,149.894399434,621.630022251,590.044864446,14.1616749024,17.4234829029
 03/01  07:00:00,1277.46409558,98.9604066074,569.38881645,0.0,176.471037341,302.612436532,478.418191091,432.673264133,28.3233498048,17.4215771536
 03/01  08:00:00,1385.12709485,100.53854429,559.327879395,0.0,243.2593065,310.10971186,464.270570564,395.403966008,42.4850247072,26.3815798484
 03/01  09:00:00,1443.29223639,101.16033424,576.865939589,0.0,243.2593065,310.10971186,464.331723748,381.156818191,56.6466996096,26.5282059478
 03/01  10:00:00,1493.14730011,101.617190362,594.407623869,0.0,243.2593065,302.612436532,448.779036209,370.790854337,42.4850247072,35.5031571646
 03/01  11:00:00,1499.44269106,102.087146903,593.020428095,0.0,243.2593065,310.10971186,479.02639938,363.555276486,70.808374512,44.6627483819
 03/01  12:00:00,1497.39824905,102.633793844,589.253732416,0.0,243.2593065,310.10971186,470.884341289,361.573835851,70.808374512,38.5021309262
 03/01  13:00:00,1448.07667527,103.200007084,580.751403543,0.0,243.2593065,310.10971186,469.844854636,357.241622125,70.808374512,41.794857999
 03/01  14:00:00,1486.50416029,103.698956981,585.661106933,0.0,243.2593065,302.612436532,452.338754583,350.941969,56.6466996096,44.7500859735
 03/01  15:00:00,1494.32904372,104.012202792,593.879783392,0.0,243.2593065,302.612436532,430.872773414,352.667733126,42.4850247072,35.7200155808
 03/01  16:00:00,1498.98413018,104.295758217,598.848569636,0.0,243.2593065,302.612436532,456.653601241,355.438770828,56.6466996096,44.568130804
 03/01  17:00:00,1507.18306879,104.508096197,600.620447207,0.0,243.2593065,310.10971186,470.691203253,359.138186615,84.9700494144,26.5829672232
 03/01  18:00:00,1506.23939592,104.648194753,596.115509736,0.0,243.2593065,310.10971186,475.327498698,364.058883737,84.9700494144,26.2985655468
 03/01  19:00:00,1238.17178407,96.1775156129,591.531005707,0.0,166.938926447,199.110933808,470.318612035,367.8748912,84.9700494144,17.4736714199
 03/01  20:00:00,1228.31922596,96.1775156129,588.874875927,0.0,166.938926447,191.61365848,449.456721969,375.339199023,56.6466996096,17.4708233361
 03/01  21:00:00,1092.97113654,96.1775156129,587.63886658,0.0,100.150657288,124.558693486,491.849067855,417.728576457,56.6466996096,17.4737917882
 03/01  22:00:00,1052.83370893,96.1775156129,587.017020032,0.0,100.150657288,124.558693486,485.542045655,425.629136149,42.4850247072,17.427884799
 03/01  23:00:00,985.189973254,96.1775156129,587.051364687,0.0,46.0930336215,124.558693486,491.17557504,445.430394155,28.3233498048,17.4218310799
 03/01  24:00:00,985.424178053,96.1775156129,586.446894648,0.0,46.0930336215,124.558693486,474.225258205,451.344107475,14.1616749024,8.71947582734
 03/02  01:00:00,974.002173113,96.1775156129,587.33927721,0.0,46.0930336215,113.312780494,478.55070737,455.464176959,5.66466996096,17.4218604507
 03/02  02:00:00,979.403443767,96.1775156129,592.163619662,0.0,46.0930336215,113.312780494,481.906444568,458.821115699,5.66466996096,17.420658908
 03/02  03:00:00,985.729642816,96.1775156129,598.113162366,0.0,46.0930336215,113.312780494,485.931843918,462.847530757,5.66466996096,17.4196431997
 03/02  04:00:00,982.387182956,96.1775156129,595.588860119,0.0,46.0930336215,113.312780494,483.618769075,469.232812864,5.66466996096,8.72128625037
 03/02  05:00:00,1061.334387,96.1775156129,585.045626236,0.0,100.150657288,148.969399434,476.937068763,453.852764101,5.66466996096,17.4196347014
 03/02  06:00:00,1054.17689794,96.6499153548,575.919350774,0.0,100.150657288,149.894399434,707.321281891,675.738015231,14.1616749024,17.4215917579
 03/02  07:00:00,1270.86455797,98.7617518653,569.366461342,0.0,176.471037341,302.612436532,527.430472878,490.387765972,28.3233498048,8.71935710114
 03/02  08:00:00,1383.11126616,100.377376176,563.841695118,0.0,243.2593065,310.10971186,518.768900759,449.903055346,42.4850247072,26.3808207054
 03/02  09:00:00,1421.74370774,100.957665849,559.557150745,0.0,243.2593065,310.10971186,523.878754738,431.875254388,56.6466996096,35.3568007406
 03/02  10:00:00,1454.2911693,101.409387045,558.815757849,0.0,243.2593065,302.612436532,497.70554458,419.726798414,42.4850247072,35.4937214595
 03/02  11:00:00,1463.02141279,101.721770487,560.038865617,0.0,243.2593065,310.10971186,514.672018817,408.14267556,70.808374512,35.7209687446
 03/02  12:00:00,1464.55118213,102.017616384,561.06766023,0.0,243.2593065,310.10971186,516.252876134,400.702444882,70.808374512,44.7420567399
 03/02  13:00:00,1424.75650731,102.295376091,562.209351385,0.0,243.2593065,310.10971186,501.62818925,395.216626803,70.808374512,35.6031879349
 03/02  14:00:00,1459.96041943,102.591511412,562.468066494,0.0,243.2593065,302.612436532,485.664240934,384.272503639,56.6466996096,44.7450376855
 03/02  15:00:00,1459.11503925,102.796002714,562.122819545,0.0,243.2593065,302.612436532,467.696293615,380.557254113,42.4850247072,44.6540147954
 03/02  16:00:00,1459.0871083,102.967295517,561.710670434,0.0,243.2593065,302.612436532,472.209437501,379.910644972,56.6466996096,35.6520929186
 03/02  17:00:00,1466.92162968,103.126374244,562.239244247,0.0,243.2593065,310.10971186,502.073578675,381.648699339,84.9700494144,35.4548299223
 03/02  18:00:00,1471.8127635,103.359028726,563.260017932,0.0,243.2593065,310.10971186,496.883925805,385.617977434,84.9700494144,26.295898957
 03/02  19:00:00,1214.88769495,96.1775156129,564.3964519,0.0,166.938926447,199.110933808,490.18721197,387.745057056,84.9700494144,17.4721054993
 03/02  20:00:00,1209.78664272,96.1775156129,564.447562796,0.0,166.938926447,191.61365848,467.806744579,393.687023705,56.6466996096,17.4730212645
 03/02  21:00:00,1078.18784683,96.1775156129,564.72634693,0.0,100.150657288,124.558693486,508.249495621,434.128774165,56.6466996096,17.4740218465
 03/02  22:00:00,1041.84245039,96.1775156129,563.332912175,0.0,100.150657288,124.558693486,500.93618855,441.024608639,42.4850247072,17.4265552038
 03/02  23:00:00,977.514867161,96.1775156129,559.544957443,0.0,46.0930336215,124.558693486,498.82066053,461.775424734,28.3233498048,8.72188599187
 03/02  24:00:00,969.480950975,96.1775156129,552.688607158,0.0,46.0930336215,124.558693486,504.158275413,472.575904666,14.1616749024,17.420695844
 03/03  01:00:00,951.924746215,96.1775156129,545.857734267,0.0,46.0930336215,113.312780494,502.860360777,479.773188999,5.66466996096,17.4225018168
 03/03  02:00:00,948.344870038,96.1775156129,533.151158092,0.0,46.0930336215,113.312780494,499.449217787,485.064842934,5.66466996096,8.71970489224
 03/03  03:00:00,887.325987445,96.1775156129,465.452118398,0.0,46.0930336215,113.312780494,516.8326118,493.745614498,5.66466996096,17.4223273405
 03/03  04:00:00,814.849142315,96.1775156129,387.876027618,0.0,46.0930336215,113.312780494,524.639125418,501.553146221,5.66466996096,17.4213092363
 03/03  05:00:00,871.979466435,96.1775156129,348.350869141,0.0,100.150657288,148.969399434,507.713897263,484.628999115,5.66466996096,17.4202281863
 03/03  06:00:00,886.703823883,96.6891169058,361.044159341,0.0,100.150657288,149.894399434,777.70846406,754.825160886,14.1616749024,8.72162827153
 03/03  07:00:00,1109.19027707,98.438262483,365.00215459,0.0,176.471037341,302.612436532,587.126836223,541.384291022,28.3233498048,17.4191953961
 03/03  08:00:00,1317.42791385,100.373691276,465.712272437,0.0,243.2593065,310.10971186,546.950796575,478.083652177,42.4850247072,26.3821196906
 03/03  09:00:00,1413.62416258,101.10780924,528.468708677,0.0,243.2593065,310.10971186,522.46086997,439.29536424,56.6466996096,26.5188061201
 03/03  10:00:00,1486.78555113,101.671770154,553.650523005,0.0,243.2593065,302.612436532,494.252208791,416.256948338,42.4850247072,35.5102357456
 03/03  11:00:00,1505.53516073,102.114873294,560.812465124,0.0,243.2593065,310.10971186,509.652090349,394.192340038,70.808374512,44.6513757995
 03/03  12:00:00,1506.73513213,102.505182459,554.878974689,0.0,243.2593065,310.10971186,492.444283665,376.892338718,70.808374512,44.743570435
 03/03  13:00:00,1465.24185324,102.93262786,548.160297942,0.0,243.2593065,310.10971186,470.405670914,364.009287778,70.808374512,35.5880086239
 03/03  14:00:00,1501.09758948,103.305267988,544.455793628,0.0,243.2593065,302.612436532,452.260585116,350.866806556,56.6466996096,44.7470789499
 03/03  15:00:00,1496.74582382,103.779922459,541.423494963,0.0,243.2593065,302.612436532,419.983995856,332.844520586,42.4850247072,44.6544505628
 03/03  16:00:00,1505.63683828,104.377017627,540.884772411,0.0,243.2593065,302.612436532,415.644746019,323.361158746,56.6466996096,35.6368876635
 03/03  17:00:00,1515.6162395,104.945748685,541.613521468,0.0,243.2593065,310.10971186,444.93866522,324.527580993,84.9700494144,35.4410348127
 03/03  18:00:00,1529.30384348,105.114034103,547.822407906,0.0,243.2593065,310.10971186,440.369650669,337.863264696,84.9700494144,17.5363365585
 03/03  19:00:00,1276.57793998,96.1775156129,567.666562628,0.0,166.938926447,199.110933808,461.082583642,358.639730155,84.9700494144,17.4728040723
 03/03  20:00:00,1232.41380144,96.1775156129,564.176024925,0.0,166.938926447,191.61365848,448.367172291,374.247129147,56.6466996096,17.473343535
 03/03  21:00:00,1081.59231575,96.1775156129,555.083974804,0.0,100.150657288,124.558693486,495.496737066,421.37556191,56.6466996096,17.4744755458
 03/03  22:00:00,1036.29929888,96.1775156129,546.439681768,0.0,100.150657288,124.558693486,491.082754015,431.169784556,42.4850247072,17.4279447512
 03/03  23:00:00,968.566702026,96.1775156129,539.60931223,0.0,46.0930336215,124.558693486,497.809275998,452.064623267,28.3233498048,17.4213029266
 03/03  24:00:00,945.919780089,96.1775156129,514.227584087,0.0,46.0930336215,124.558693486,491.809336655,460.227441811,14.1616749024,17.420219942
 03/04  01:00:00,895.137093547,96.1775156129,476.219443438,0.0,46.0930336215,113.312780494,481.468773916,467.082598392,5.66466996096,8.72150556346
 03/04  02:00:00,864.782243874,96.1775156129,442.28012375,0.0,46.0930336215,113.312780494,497.407900631,474.323381306,5.66466996096,17.4198493636
 03/04  03:00:00,843.935175041,96.1775156129,419.483648965,0.0,46.0930336215,113.312780494,501.92857271,478.842175806,5.66466996096,17.4217269422
 03/04  04:00:00,817.550513997,96.1775156129,390.353258628,0.0,46.0930336215,113.312780494,500.679592511,486.295563492,5.66466996096,8.71935905807
 03/04  05:00:00,797.047690336,96.1775156129,357.791579412,0.0,55.6251445156,113.312780494,504.219316101,481.133046562,5.66466996096,17.4215995787
 03/04  06:00:00,778.463793908,96.1775156129,340.254518281,0.0,55.6251445156,113.312780494,518.429723264,486.847486518,14.1616749024,17.4205618442
 03/04  07:00:00,831.338599082,96.1775156129,335.130371409,0.0,65.1572554096,176.889270242,471.381727093,425.638907918,28.3233498048,17.4194693704
 03/04  08:00:00,1067.57847507,96.492486102,467.225398834,0.0,109.682768182,220.96816451,720.960109483,669.753878711,42.4850247072,8.72120606542
 03/04  09:00:00,1138.84018812,96.486888795,534.840688525,0.0,109.682768182,220.96816451,614.670838042,531.762494514,56.6466996096,26.2616439188
 03/04  10:00:00,1280.68082835,97.3253775013,559.637388844,0.0,131.945524568,266.955817592,547.852949979,478.978089585,42.4850247072,26.3898356872
 03/04  11:00:00,1306.86695632,97.6219121084,563.911609153,0.0,131.945524568,274.45309292,549.785955187,452.457004572,70.808374512,26.5205761028
 03/04  12:00:00,1312.34780956,97.7886899969,558.446604969,0.0,131.945524568,274.45309292,530.845283772,433.524299438,70.808374512,26.5126098214
 03/04  13:00:00,1283.9084764,97.9650876445,556.118524396,0.0,131.945524568,274.45309292,522.96425075,416.810272731,70.808374512,35.3456035072
 03/04  14:00:00,1264.49568962,98.0831932491,553.090931094,0.0,131.945524568,266.955817592,484.764169298,401.606897443,56.6466996096,26.5105722452
 03/04  15:00:00,1262.29387448,98.097169346,552.920292856,0.0,131.945524568,266.955817592,460.471321878,382.645764402,42.4850247072,35.3405327684
 03/04  16:00:00,1196.52100543,96.1775156129,561.611574226,0.0,109.682768182,212.545889182,374.39891546,291.235830958,56.6466996096,26.5163848922
 03/04  17:00:00,1209.60660986,96.1775156129,565.136978277,0.0,109.682768182,220.04316451,417.905705197,297.598556323,84.9700494144,35.3370994593
 03/04  18:00:00,1173.41519427,96.1775156129,575.523167035,0.0,109.682768182,220.04316451,415.780323007,313.220877804,84.9700494144,17.589395788
 03/04  19:00:00,1141.88173346,96.1775156129,584.403203519,0.0,100.150657288,199.110933808,469.505038476,367.112457323,84.9700494144,17.422531739
 03/04  20:00:00,1111.47102237,96.1775156129,573.195448647,0.0,100.150657288,191.61365848,455.552773694,381.484586904,56.6466996096,17.4214871805
 03/04  21:00:00,987.129074006,96.1775156129,564.818611894,0.0,55.6251445156,124.558693486,502.463632415,428.396562743,56.6466996096,17.4203700621
 03/04  22:00:00,981.06627857,96.1775156129,559.643762742,0.0,55.6251445156,124.558693486,488.335317431,437.128599136,42.4850247072,8.72169358777
 03/04  23:00:00,966.688011875,96.1775156129,556.142787528,0.0,46.0930336215,124.558693486,500.890293988,455.146702779,28.3233498048,17.4202414045
 03/04  24:00:00,973.641487717,96.1775156129,554.112299733,0.0,46.0930336215,124.558693486,492.795275703,461.2114154,14.1616749024,17.4221854006
 03/05  01:00:00,947.795397438,96.1775156129,549.069977471,0.0,34.9616554283,113.312780494,483.564030179,469.179872878,5.66466996096,8.71948733987
 03/05  02:00:00,938.856367293,96.1775156129,538.697215728,0.0,34.9616554283,113.312780494,500.030054647,476.943643656,5.66466996096,17.4217410307
 03/05  03:00:00,911.140891696,96.1775156129,509.390184671,0.0,34.9616554283,113.312780494,506.463373424,483.378083573,5.66466996096,17.4206198898
 03/05  04:00:00,889.341633937,96.1775156129,486.797093245,0.0,34.9616554283,113.312780494,513.88592857,490.801792641,5.66466996096,17.4194659681
 03/05  05:00:00,869.989580811,96.1775156129,456.15480808,0.0,44.4937663224,113.312780494,502.162250665,487.776384567,5.66466996096,8.72119613759
 03/05  06:00:00,853.520025901,96.1775156129,437.790648747,0.0,44.4937663224,113.312780494,527.359520915,495.778548967,14.1616749024,17.4192970457
 03/05  07:00:00,908.047988655,96.1775156129,433.129370174,0.0,54.0258772165,176.889270242,477.818538811,432.074031841,28.3233498048,17.4211571648
 03/05  08:00:00,973.278831702,96.1775156129,513.463106471,0.0,54.0258772165,184.38654557,459.64817636,408.444076232,42.4850247072,8.71907542157
 03/05  09:00:00,1092.01538167,96.1775156129,559.312138572,0.0,65.1572554096,220.04316451,458.813483659,375.927026408,56.6466996096,26.2397576417
 03/05  10:00:00,1109.3534532,96.1775156129,581.521563588,0.0,65.1572554096,212.545889182,417.719523188,357.651943222,42.4850247072,17.5825552583
 03/05  11:00:00,1120.34295128,96.1775156129,577.268000901,0.0,65.1572554096,220.04316451,453.240310382,347.120865123,70.808374512,35.3110707469
 03/05  12:00:00,1128.5335703,96.1775156129,568.296739466,0.0,65.1572554096,220.04316451,435.621216339,338.324905055,70.808374512,26.4879367724
 03/05  13:00:00,1119.58995782,96.1775156129,562.733957828,0.0,65.1572554096,220.04316451,425.418332539,328.127023494,70.808374512,26.482934533
 03/05  14:00:00,1114.29717323,96.1775156129,560.425023536,0.0,65.1572554096,212.545889182,409.19918061,317.241637817,56.6466996096,35.310843184
 03/05  15:00:00,1115.5515076,96.1775156129,558.860424116,0.0,65.1572554096,212.545889182,374.743222385,305.770304116,42.4850247072,26.4878935624
 03/05  16:00:00,1119.71138829,96.1775156129,562.505424486,0.0,65.1572554096,212.545889182,393.354245567,310.22463853,56.6466996096,26.4829074274
 03/05  17:00:00,1094.54587912,96.1775156129,564.16056663,0.0,65.1572554096,220.04316451,433.921043264,313.64019498,84.9700494144,35.3107988691
 03/05  18:00:00,1048.60135057,96.1775156129,575.058180474,0.0,54.0258772165,184.38654557,445.66209997,334.328445926,84.9700494144,26.3636046302
 03/05  19:00:00,1039.11740228,96.1775156129,597.38788831,0.0,44.4937663224,163.454314868,477.645078101,383.953854084,84.9700494144,8.72117460244
 03/05  20:00:00,1022.19979318,96.1775156129,593.591352839,0.0,44.4937663224,155.95703954,473.285826303,399.219864493,56.6466996096,17.4192622006
 03/05  21:00:00,985.646753624,96.1775156129,588.676663651,0.0,44.4937663224,124.558693486,511.967787088,437.899965341,56.6466996096,17.4211221375
 03/05  22:00:00,984.840043207,96.1775156129,587.939630983,0.0,44.4937663224,124.558693486,494.603180871,443.3990965,42.4850247072,8.71905966373
 03/05  23:00:00,979.560068854,96.1775156129,587.550635576,0.0,34.9616554283,124.558693486,505.953261667,460.208967714,28.3233498048,17.4209441486
 03/05  24:00:00,980.117945973,96.1775156129,585.962671893,0.0,34.9616554283,124.558693486,500.250164085,468.668612535,14.1616749024,17.419876647
 03/06  01:00:00,973.679471821,96.1775156129,582.327047788,0.0,46.0930336215,113.312780494,499.554469084,476.471253362,5.66466996096,17.418545761
 03/06  02:00:00,967.914712575,96.1775156129,576.981608899,0.0,46.0930336215,113.312780494,498.402695259,484.01739906,5.66466996096,8.72062623795
