Location,BNMC,,,,
Address,"666 N Oak St, Buffalo NY 14203",,,,
Opt. tilt,32 deg,accurate to 0.25 deg,,,
Opt. azimuth,178.25 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Jun 30, 11:00 am",997.909,950,21.7,16.224,6.2
"Jun 30, 12:00 pm",1018.85,970,22.8,12.7651,6.2
"Jun 30, 01:00 pm",925.768,891,23.3,21.7055,6.7
"Jun 30, 02:00 pm",801.312,786,24.4,34.4393,6.7
"Jun 30, 03:00 pm",643.564,667,24.4,47.989,7.7
"Jun 30, 04:00 pm",424.568,486,23.9,61.7481,6.7
"Jun 30, 05:00 pm",231.807,322,23.3,75.5016,6.2
"Jun 30, 06:00 pm",53.3777,152,22.2,89.1024,6.2
"Jun 30, 07:00 pm",18.1518,29,20,101.493,4.1
"Jun 30, 08:00 pm",0,0,18.3,0,3.6
"Jun 30, 09:00 pm",0,0,17.8,0,3.7
"Jun 30, 10:00 pm",0,0,17.4,0,3.7
"Jun 30, 11:00 pm",0,0,16.9,0,3.8
"Jul 1, 12:00 am",0,0,16.4,0,3.9
"Jul 1, 01:00 am",0,0,15.9,0,4
"Jul 1, 02:00 am",0,0,15.5,0,4
"Jul 1, 03:00 am",0,0,15,0,4.1
"Jul 1, 04:00 am",3.6961,7,14.4,103.716,3.6
"Jul 1, 05:00 am",21.5929,76,15.6,95.73,3.6
"Jul 1, 06:00 am",129.799,238,17.8,82.2787,3.6
"Jul 1, 07:00 am",308.162,366,18.9,68.5773,5.7
"Jul 1, 08:00 am",472.224,495,18.9,54.7942,6.7
"Jul 1, 09:00 am",721.923,709,20,41.0917,6.2
"Jul 1, 10:00 am",762.279,725,21.1,27.8017,8.2
"Jul 1, 11:00 am",445.001,455,21.7,16.1975,6.7
"Jul 1, 12:00 pm",1023.2,966,22.8,12.6482,5.7
"Jul 1, 01:00 pm",741.658,706,23.9,21.5942,6.7
"Jul 1, 02:00 pm",586.556,574,24.4,34.3466,5.2
"Jul 1, 03:00 pm",370.726,385,23.3,47.9099,4.6
"Jul 1, 04:00 pm",392.757,442,23.9,61.6801,5.2
"Jul 1, 05:00 pm",172.502,211,22.8,75.4441,3.6
"Jul 1, 06:00 pm",85.7633,120,22.2,89.0562,4.1
"Jul 1, 07:00 pm",20.4448,27,21.7,101.438,3.1
"Jul 1, 08:00 pm",0,0,20.6,0,3.6
"Jul 1, 09:00 pm",0,0,20,0,4.1
"Jul 1, 10:00 pm",0,0,18.9,0,3.1
"Jul 1, 11:00 pm",0,0,18.3,0,4.1
"Jul 2, 12:00 am",0,0,18.9,0,3.6
"Jul 2, 01:00 am",0,0,20.6,0,4.6
"Jul 2, 02:00 am",0,0,20.6,0,5.7
"Jul 2, 03:00 am",0,0,21.1,0,4.1
"Jul 2, 04:00 am",1.84805,2,21.1,103.717,5.2
"Jul 2, 05:00 am",19.7008,22,20.6,95.7896,3.1
"Jul 2, 06:00 am",57.23,64,19.4,82.3327,2.6
"Jul 2, 07:00 am",103.51,116,20,68.6248,3.1
"Jul 2, 08:00 am",139.88,155,19.4,54.8341,2.6
"Jul 2, 09:00 am",328.822,357,19.4,41.1216,3.6
"Jul 2, 10:00 am",380.48,409,18.3,27.8151,5.2
"Jul 2, 11:00 am",462.717,457,19.4,16.1732,6.7
"Jul 2, 12:00 pm",791.577,750,21.7,12.5638,3.1
"Jul 2, 01:00 pm",884.792,843,25,21.5184,5.2
"Jul 2, 02:00 pm",842.526,831,25,34.2855,7.2
"Jul 2, 03:00 pm",675.968,699,25,47.8589,6.7
"Jul 2, 04:00 pm",465.305,534,25,61.6373,6.2
"Jul 2, 05:00 pm",241.979,347,23.9,75.4091,4.1
"Jul 2, 06:00 pm",46.5788,165,22.8,89.0292,3.1
"Jul 2, 07:00 pm",17.1938,33,20.6,101.401,1.5
"Jul 2, 08:00 pm",0,0,18.9,0,0
"Jul 2, 09:00 pm",0,0,16.7,0,0
"Jul 2, 10:00 pm",0,0,15,0,2.6
"Jul 2, 11:00 pm",0,0,15.6,0,0
"Jul 3, 12:00 am",0,0,13.3,0,2.1
"Jul 3, 01:00 am",0,0,13.9,0,2.6
"Jul 3, 02:00 am",0,0,12.8,0,2.1
"Jul 3, 03:00 am",0,0,11.7,0,2.1
"Jul 3, 04:00 am",1.84805,3,11.7,103.716,2.1
"Jul 3, 05:00 am",24.9638,66,12.2,95.8497,2.1
"Jul 3, 06:00 am",130.445,226,15.6,82.3867,3.1
"Jul 3, 07:00 am",350.435,424,18.9,68.6717,2.6
"Jul 3, 08:00 am",576.564,607,20,54.8728,3.1
"Jul 3, 09:00 am",767.946,761,21.7,41.1495,3.1
"Jul 3, 10:00 am",929.512,893,22.8,27.8253,2.6
"Jul 3, 11:00 am",1019.01,966,23.9,16.1438,3.1
"Jul 3, 12:00 pm",1037.27,983,24.4,12.4734,4.1
"Jul 3, 01:00 pm",919.253,874,25.6,21.4401,2.6
"Jul 3, 02:00 pm",807.546,794,26.7,34.2237,3.1
"Jul 3, 03:00 pm",655.489,676,26.1,47.8083,5.2
"Jul 3, 04:00 pm",439.756,499,25,61.5958,5.2
"Jul 3, 05:00 pm",246.022,344,24.4,75.3758,2.6
"Jul 3, 06:00 pm",46.5796,154,25,89.0046,6.7
"Jul 3, 07:00 pm",18.9372,31,21.1,101.363,4.6
"Jul 3, 08:00 pm",0,0,20,0,3.6
"Jul 3, 09:00 pm",0,0,19.4,0,3.1
"Jul 3, 10:00 pm",0,0,18.9,0,4.1
"Jul 3, 11:00 pm",0,0,18.3,0,4.1
"Jul 4, 12:00 am",0,0,17.2,0,4.6
"Jul 4, 01:00 am",0,0,16.1,0,4.1
"Jul 4, 02:00 am",0,0,16.1,0,3.6
"Jul 4, 03:00 am",0,0,15.6,0,3.6
"Jul 4, 04:00 am",3.6961,5,15.6,103.713,4.1
"Jul 4, 05:00 am",25.0135,65,16.1,95.9103,3.6
"Jul 4, 06:00 am",120,208,17.8,82.4405,3.6
"Jul 4, 07:00 am",328.315,396,21.1,68.7178,6.7
"Jul 4, 08:00 am",570.119,602,21.1,54.9101,4.6
"Jul 4, 09:00 am",765.232,758,22.2,41.1753,4.6
"Jul 4, 10:00 am",748.149,708,23.9,27.8323,5.7
"Jul 4, 11:00 am",934.165,884,24.4,16.1093,7.2
"Jul 4, 12:00 pm",1016.84,961,25,12.377,5.2
"Jul 4, 01:00 pm",928.033,881,27.8,21.3596,4.6
"Jul 4, 02:00 pm",567.078,564,26.7,34.1615,4.6
"Jul 4, 03:00 pm",559.223,572,28.3,47.7583,4.6
"Jul 4, 04:00 pm",271.204,303,27.2,61.5554,4.1
"Jul 4, 05:00 pm",128.659,154,26.1,75.3444,3.6
"Jul 4, 06:00 pm",61.7201,78,25,88.9824,2.1
"Jul 4, 07:00 pm",11.6311,14,24.4,101.323,1.5
"Jul 4, 08:00 pm",0,0,23.3,0,2.6
"Jul 4, 09:00 pm",0,0,22.8,0,2.6
"Jul 4, 10:00 pm",0,0,20.6,0,3.6
"Jul 4, 11:00 pm",0,0,20.6,0,3.1
"Jul 5, 12:00 am",0,0,20.6,0,3.1
"Jul 5, 01:00 am",0,0,18.9,0,4.1
"Jul 5, 02:00 am",0,0,18.9,0,4.1
"Jul 5, 03:00 am",0,0,18.3,0,4.6
"Jul 5, 04:00 am",0,0,19.4,103.708,4.1
"Jul 5, 05:00 am",27.6734,31,18.9,95.9714,4.1
"Jul 5, 06:00 am",87.3275,102,19.4,82.4942,4.1
"Jul 5, 07:00 am",198.164,224,20,68.7631,4.1
"Jul 5, 08:00 am",269.276,292,22.8,54.946,7.2
"Jul 5, 09:00 am",343.94,361,23.3,41.1989,8.8
"Jul 5, 10:00 am",275.327,298,22.8,27.8362,7.2
"Jul 5, 11:00 am",355.128,380,22.8,16.0697,6.2
"Jul 5, 12:00 pm",187.594,204,22.2,12.2747,8.2
"Jul 5, 01:00 pm",216.598,236,22.2,21.2769,8.2
"Jul 5, 02:00 pm",639.357,636,22.8,34.099,6.2
"Jul 5, 03:00 pm",560.501,575,23.9,47.709,9.3
"Jul 5, 04:00 pm",404.321,452,23.3,61.5165,10.3
"Jul 5, 05:00 pm",89.3457,103,21.7,75.315,5.7
"Jul 5, 06:00 pm",59.3256,73,21.7,88.9627,4.6
"Jul 5, 07:00 pm",15.2325,17,22.2,101.283,6.7
"Jul 5, 08:00 pm",0,0,20.6,0,6.2
"Jul 5, 09:00 pm",0,0,18.9,0,5.2
"Jul 5, 10:00 pm",0,0,18.3,0,7.7
"Jul 5, 11:00 pm",0,0,17.2,0,9.8
"Jul 6, 12:00 am",0,0,16.7,0,6.7
"Jul 6, 01:00 am",0,0,15.6,0,9.8
"Jul 6, 02:00 am",0,0,13.3,0,3.6
"Jul 6, 03:00 am",0,0,12.2,0,3.6
"Jul 6, 04:00 am",2.77207,3,11.7,103.7,4.6
"Jul 6, 05:00 am",29.3222,58,12.8,96.0327,4.1
"Jul 6, 06:00 am",125.916,211,14.4,82.5477,4.1
"Jul 6, 07:00 am",334.547,399,15.6,68.8076,4.6
"Jul 6, 08:00 am",562.042,588,17.8,54.9805,4.6
"Jul 6, 09:00 am",730.001,717,18.3,41.2205,4.1
"Jul 6, 10:00 am",917.769,873,19.4,27.8369,5.7
"Jul 6, 11:00 am",1007.72,945,20,16.0251,5.7
"Jul 6, 12:00 pm",1027.85,964,20.6,12.1664,5.2
"Jul 6, 01:00 pm",973.579,925,22.2,21.1921,5.2
"Jul 6, 02:00 pm",857.629,837,21.7,34.0363,6.2
"Jul 6, 03:00 pm",678.084,697,22.2,47.6604,6.2
"Jul 6, 04:00 pm",463.073,524,22.2,61.4789,7.7
"Jul 6, 05:00 pm",240.445,335,23.3,75.2875,6.7
"Jul 6, 06:00 pm",54.745,151,21.1,88.9456,6.7
"Jul 6, 07:00 pm",19.6669,30,18.9,101.242,3.1
"Jul 6, 08:00 pm",0,0,18.9,0,3.1
"Jul 6, 09:00 pm",0,0,16.7,0,2.1
"Jul 6, 10:00 pm",0,0,15,0,1.5
"Jul 6, 11:00 pm",0,0,14.4,0,2.6
"Jul 7, 12:00 am",0,0,13.9,0,3.1
"Jul 7, 01:00 am",0,0,13.3,0,3.6
"Jul 7, 02:00 am",0,0,12.8,0,3.1
"Jul 7, 03:00 am",0,0,12.2,0,1.5
"Jul 7, 04:00 am",0.924024,1,12.2,103.69,3.1
"Jul 7, 05:00 am",28.3999,48,12.8,96.0943,3.6
"Jul 7, 06:00 am",123.684,202,15,82.6008,3.1
"Jul 7, 07:00 am",324.868,385,16.7,68.8513,3.6
"Jul 7, 08:00 am",356.531,375,19.4,55.0135,4.6
"Jul 7, 09:00 am",673.561,663,19.4,41.2398,4.6
"Jul 7, 10:00 am",567.159,566,21.7,27.8345,3.6
"Jul 7, 11:00 am",918.96,856,22.2,15.9755,5.7
"Jul 7, 12:00 pm",918.524,856,23.3,12.0523,5.7
"Jul 7, 01:00 pm",573.121,556,23.3,21.1055,5.7
"Jul 7, 02:00 pm",718.985,705,23.9,33.9735,5.7
"Jul 7, 03:00 pm",508.432,527,22.2,47.6127,5.2
"Jul 7, 04:00 pm",151.256,168,21.7,61.4429,4.6
"Jul 7, 05:00 pm",191.304,232,21.7,75.2622,4.1
"Jul 7, 06:00 pm",55.9242,134,21.1,88.9312,4.6
"Jul 7, 07:00 pm",16.5479,21,20,101.2,3.6
"Jul 7, 08:00 pm",0,0,19.4,0,3.6
"Jul 7, 09:00 pm",0,0,18.9,0,3.6
"Jul 7, 10:00 pm",0,0,20,0,5.2
"Jul 7, 11:00 pm",0,0,19.4,0,4.6
"Jul 8, 12:00 am",0,0,19.4,0,3.6
"Jul 8, 01:00 am",0,0,21.1,0,6.2
"Jul 8, 02:00 am",0,0,19.4,0,8.2
"Jul 8, 03:00 am",0,0,17.8,0,8.8
"Jul 8, 04:00 am",0,0,18.3,103.678,5.2
"Jul 8, 05:00 am",27.5697,31,18.3,96.1561,0
"Jul 8, 06:00 am",85.3263,102,19.4,82.6535,2.6
"Jul 8, 07:00 am",151.6,171,21.1,68.8939,5.2
"Jul 8, 08:00 am",241.452,266,21.7,55.0449,8.2
"Jul 8, 09:00 am",578.879,563,22.2,41.257,8.2
"Jul 8, 10:00 am",270.792,293,22.2,27.8289,5.2
"Jul 8, 11:00 am",190.211,206,21.1,15.9211,5.7
"Jul 8, 12:00 pm",800.858,750,22.2,11.9324,6.2
"Jul 8, 01:00 pm",793.359,746,25.6,21.0171,6.2
"Jul 8, 02:00 pm",787.942,772,26.1,33.9107,6.7
"Jul 8, 03:00 pm",650.848,671,26.1,47.566,7.2
"Jul 8, 04:00 pm",467.386,532,25,61.4086,7.2
"Jul 8, 05:00 pm",247.016,355,25,75.239,6.2
"Jul 8, 06:00 pm",41.4606,172,23.3,88.9194,5.2
"Jul 8, 07:00 pm",14.1015,37,21.7,101.157,2.6
"Jul 8, 08:00 pm",0,0,20.6,0,3.1
"Jul 8, 09:00 pm",0,0,20,0,4.1
"Jul 8, 10:00 pm",0,0,18.3,0,3.6
"Jul 8, 11:00 pm",0,0,18.3,0,3.1
"Jul 9, 12:00 am",0,0,17.8,0,3.1
"Jul 9, 01:00 am",0,0,17.8,0,2.1
"Jul 9, 02:00 am",0,0,15,0,3.1
"Jul 9, 03:00 am",0,0,15.6,0,2.1
"Jul 9, 04:00 am",0,1,15.6,103.663,0
"Jul 9, 05:00 am",39.9942,52,16.1,96.218,0
"Jul 9, 06:00 am",113.702,157,18.3,82.7058,0
"Jul 9, 07:00 am",308.282,363,20.6,68.9356,0
"Jul 9, 08:00 am",514.118,535,21.1,55.0748,3.1
"Jul 9, 09:00 am",447.12,456,22.2,41.2719,4.1
"Jul 9, 10:00 am",498.482,484,22.8,27.8202,4.1
"Jul 9, 11:00 am",648.332,620,23.3,15.8618,7.2
"Jul 9, 12:00 pm",821.599,767,23.3,11.8067,4.1
"Jul 9, 01:00 pm",744.516,707,25,20.9272,3.1
"Jul 9, 02:00 pm",529.407,525,24.4,33.8482,4.1
"Jul 9, 03:00 pm",282.097,308,22.8,47.5204,4.1
"Jul 9, 04:00 pm",201.148,224,22.2,61.3759,3.6
"Jul 9, 05:00 pm",125.367,142,21.7,75.2181,3.6
"Jul 9, 06:00 pm",75.4631,117,22.2,88.9104,0
"Jul 9, 07:00 pm",19.6669,31,21.1,101.113,1.5
"Jul 9, 08:00 pm",0,0,18.9,0,2.1
"Jul 9, 09:00 pm",0,0,17.2,0,2.6
"Jul 9, 10:00 pm",0,0,16.1,0,0
"Jul 9, 11:00 pm",0,0,16.1,0,2.6
"Jul 10, 12:00 am",0,0,15.6,0,2.6
"Jul 10, 01:00 am",0,0,14.4,0,2.6
"Jul 10, 02:00 am",0,0,13.3,0,0
"Jul 10, 03:00 am",0,0,13.9,0,2.1
"Jul 10, 04:00 am",1.84805,2,13.3,103.646,2.1
"Jul 10, 05:00 am",23.6303,60,14.4,96.2798,2.6
"Jul 10, 06:00 am",121.088,219,16.7,82.7575,1.5
"Jul 10, 07:00 am",354.193,424,20,68.9762,1.5
"Jul 10, 08:00 am",495.714,513,21.7,55.1031,0
"Jul 10, 09:00 am",660.77,649,23.9,41.2846,2.1
"Jul 10, 10:00 am",806.365,759,26.1,27.8085,2.6
"Jul 10, 11:00 am",952.928,897,25.6,15.7977,3.1
"Jul 10, 12:00 pm",970.684,914,26.1,11.6754,3.1
"Jul 10, 01:00 pm",854.481,803,26.7,20.8358,4.1
"Jul 10, 02:00 pm",745.533,722,26.1,33.7859,4.6
"Jul 10, 03:00 pm",572.086,583,26.1,47.4759,4.1
"Jul 10, 04:00 pm",435.184,491,26.7,61.345,3.1
"Jul 10, 05:00 pm",243.991,345,27.2,75.1995,4.1
"Jul 10, 06:00 pm",45.5542,160,25.6,88.9042,4.6
"Jul 10, 07:00 pm",18.8914,29,22.8,101.068,4.6
"Jul 10, 08:00 pm",0,0,21.7,0,3.6
"Jul 10, 09:00 pm",0,0,21.1,0,5.2
"Jul 10, 10:00 pm",0,0,20.6,0,4.1
"Jul 10, 11:00 pm",0,0,19.4,0,4.6
"Jul 11, 12:00 am",0,0,18.9,0,4.1
"Jul 11, 01:00 am",0,0,18.9,0,4.6
"Jul 11, 02:00 am",0,0,18.9,0,4.6
"Jul 11, 03:00 am",0,0,20,0,6.2
"Jul 11, 04:00 am",0.924024,2,20,103.626,5.7
"Jul 11, 05:00 am",33.6841,47,21.1,96.3416,6.7
"Jul 11, 06:00 am",72.4754,86,21.1,82.8086,7.2
"Jul 11, 07:00 am",70.551,78,21.7,69.0156,6.2
"Jul 11, 08:00 am",300.785,318,22.8,55.1298,7.7
"Jul 11, 09:00 am",616.246,603,23.9,41.2951,8.8
"Jul 11, 10:00 am",865.112,815,25,27.7936,7.7
"Jul 11, 11:00 am",995.704,928,25.6,15.729,9.3
"Jul 11, 12:00 pm",895.34,832,27.2,11.5384,9.8
"Jul 11, 01:00 pm",916.699,860,27.2,20.7431,8.8
"Jul 11, 02:00 pm",527.547,521,26.7,33.7241,8.2
"Jul 11, 03:00 pm",570.908,582,25,47.4328,8.2
"Jul 11, 04:00 pm",409.39,455,25.6,61.3161,6.2
"Jul 11, 05:00 pm",242.663,332,28.3,75.1833,6.2
"Jul 11, 06:00 pm",53.1667,146,27.2,88.9008,8.8
"Jul 11, 07:00 pm",18.8803,28,23.3,101.023,8.2
"Jul 11, 08:00 pm",0,0,21.1,0,5.2
"Jul 11, 09:00 pm",0,0,20,0,3.6
"Jul 11, 10:00 pm",0,0,18.3,0,4.1
"Jul 11, 11:00 pm",0,0,17.8,0,4.6
"Jul 12, 12:00 am",0,0,16.7,0,4.1
"Jul 12, 01:00 am",0,0,15.6,0,4.1
"Jul 12, 02:00 am",0,0,13.9,0,3.1
"Jul 12, 03:00 am",0,0,13.3,0,1.5
"Jul 12, 04:00 am",0.924024,1,12.2,103.604,0
"Jul 12, 05:00 am",28.3655,50,13.9,96.4031,1.5
"Jul 12, 06:00 am",120.287,198,16.7,82.8591,0
"Jul 12, 07:00 am",328.868,389,18.3,69.0539,2.6
"Jul 12, 08:00 am",533.03,552,19.4,55.1547,2.6
"Jul 12, 09:00 am",721.226,700,20.6,41.3034,4.1
"Jul 12, 10:00 am",714.045,679,22.2,27.7758,4.1
"Jul 12, 11:00 am",778.407,732,22.8,15.6555,3.6
"Jul 12, 12:00 pm",762.895,712,22.8,11.396,4.1
"Jul 12, 01:00 pm",576.984,573,22.2,20.6494,5.2
"Jul 12, 02:00 pm",732.118,716,22.2,33.6629,7.2
"Jul 12, 03:00 pm",498.127,513,21.7,47.391,5.2
"Jul 12, 04:00 pm",273.42,301,21.1,61.289,4.1
"Jul 12, 05:00 pm",175.26,206,21.1,75.1695,3.6
"Jul 12, 06:00 pm",85.5637,125,21.1,88.9003,3.1
"Jul 12, 07:00 pm",15.7544,23,19.4,100.976,2.6
"Jul 12, 08:00 pm",0,0,17.2,0,3.1
"Jul 12, 09:00 pm",0,0,16.7,0,2.1
"Jul 12, 10:00 pm",0,0,16.7,0,2.6
"Jul 12, 11:00 pm",0,0,15.6,0,1.5
"Jul 13, 12:00 am",0,0,12.8,0,0
"Jul 13, 01:00 am",0,0,15,0,0
"Jul 13, 02:00 am",0,0,13.3,0,2.1
"Jul 13, 03:00 am",0,0,11.7,0,1.5
"Jul 13, 04:00 am",0.924024,3,11.7,103.579,2.1
"Jul 13, 05:00 am",18.6458,61,12.8,96.4644,2.1
"Jul 13, 06:00 am",119.582,222,14.4,82.9089,1.5
"Jul 13, 07:00 am",341.769,410,17.8,69.091,2.6
"Jul 13, 08:00 am",574.224,600,20,55.178,1.5
"Jul 13, 09:00 am",735.831,716,21.1,41.3094,2.1
"Jul 13, 10:00 am",629.362,594,22.2,27.7549,2.1
"Jul 13, 11:00 am",888.93,822,23.9,15.5776,2.1
"Jul 13, 12:00 pm",982.54,919,25,11.2481,3.1
"Jul 13, 01:00 pm",984.835,931,25,20.5547,5.7
"Jul 13, 02:00 pm",820.209,797,25.6,33.6025,4.1
"Jul 13, 03:00 pm",686.606,702,25.6,47.3508,2.6
"Jul 13, 04:00 pm",442.054,495,26.1,61.2641,3.6
"Jul 13, 05:00 pm",229.632,324,25.6,75.1582,4.1
"Jul 13, 06:00 pm",57.2788,122,23.9,88.9028,4.1
"Jul 13, 07:00 pm",18.8227,25,21.7,100.929,2.6
"Jul 13, 08:00 pm",0,0,21.1,0,2.6
"Jul 13, 09:00 pm",0,0,19.4,0,0
"Jul 13, 10:00 pm",0,0,19.4,0,2.6
"Jul 13, 11:00 pm",0,0,17.2,0,4.1
"Jul 14, 12:00 am",0,0,16.7,0,3.6
"Jul 14, 01:00 am",0,0,16.7,0,3.1
"Jul 14, 02:00 am",0,0,15.6,0,2.6
"Jul 14, 03:00 am",0,0,15.6,0,2.6
"Jul 14, 04:00 am",0.924024,1,15,103.552,3.6
"Jul 14, 05:00 am",22.4344,45,15.6,96.5254,2.6
"Jul 14, 06:00 am",118.672,188,17.8,82.9578,4.6
"Jul 14, 07:00 am",327.273,389,20.6,69.1269,4.6
"Jul 14, 08:00 am",547.37,566,23.3,55.1996,4.1
"Jul 14, 09:00 am",747.33,726,23.9,41.3131,5.2
"Jul 14, 10:00 am",836.074,783,26.1,27.7311,5.2
"Jul 14, 11:00 am",990.682,918,26.1,15.4952,5.2
"Jul 14, 12:00 pm",1006.79,943,27.2,11.0948,5.2
"Jul 14, 01:00 pm",957.896,899,28.3,20.4594,5.2
"Jul 14, 02:00 pm",781.827,751,28.9,33.5428,5.2
"Jul 14, 03:00 pm",484.976,498,28.3,47.3121,3.6
"Jul 14, 04:00 pm",372.546,411,27.8,61.2413,4.1
"Jul 14, 05:00 pm",225.217,295,27.8,75.1495,5.2
"Jul 14, 06:00 pm",64.1335,121,26.1,88.9083,5.2
"Jul 14, 07:00 pm",16.5336,24,24.4,100.882,3.6
"Jul 14, 08:00 pm",0,0,23.3,0,3.1
"Jul 14, 09:00 pm",0,0,22.8,0,3.1
"Jul 14, 10:00 pm",0,0,22.8,0,4.6
"Jul 14, 11:00 pm",0,0,21.1,0,3.6
"Jul 15, 12:00 am",0,0,21.1,0,4.1
"Jul 15, 01:00 am",0,0,21.1,0,5.2
"Jul 15, 02:00 am",0,0,22.8,0,4.6
"Jul 15, 03:00 am",0,0,23.3,0,4.6
"Jul 15, 04:00 am",1.84805,2,23.3,103.522,5.7
"Jul 15, 05:00 am",24.8903,29,23.9,96.586,6.2
"Jul 15, 06:00 am",76.6357,91,22.8,83.006,6.7
"Jul 15, 07:00 am",144.744,161,24.4,69.1614,5.2
"Jul 15, 08:00 am",226.712,250,25.6,55.2194,5.2
"Jul 15, 09:00 am",151.595,167,25.6,41.3147,6.2
"Jul 15, 10:00 am",245.325,266,22.2,27.7044,4.1
"Jul 15, 11:00 am",230.566,249,22.2,15.4084,6.2
"Jul 15, 12:00 pm",925.842,855,26.7,10.9362,8.2
"Jul 15, 01:00 pm",881.548,831,30.6,20.3635,10.3
"Jul 15, 02:00 pm",673.914,646,31.1,33.4842,12.4
"Jul 15, 03:00 pm",447.626,451,28.3,47.2752,10.8
"Jul 15, 04:00 pm",193.274,212,24.4,61.2207,7.7
"Jul 15, 05:00 pm",66.4275,74,25,75.1435,7.2
"Jul 15, 06:00 pm",66.9069,96,25.6,88.9168,4.1
"Jul 15, 07:00 pm",20.0384,24,25,100.833,4.1
"Jul 15, 08:00 pm",0,0,25.6,0,4.6
"Jul 15, 09:00 pm",0,0,25,0,5.2
"Jul 15, 10:00 pm",0,0,24.4,0,5.2
"Jul 15, 11:00 pm",0,0,24.4,0,3.6
"Jul 16, 12:00 am",0,0,24.4,0,3.1
"Jul 16, 01:00 am",0,0,23.9,0,4.1
"Jul 16, 02:00 am",0,0,23.3,0,3.6
"Jul 16, 03:00 am",0,0,22.8,0,4.1
"Jul 16, 04:00 am",0,0,22.2,103.489,4.1
"Jul 16, 05:00 am",33.8683,41,22.2,96.646,4.1
"Jul 16, 06:00 am",80.8428,100,23.3,83.0532,5.2
"Jul 16, 07:00 am",202.395,228,24.4,69.1946,3.6
"Jul 16, 08:00 am",512.836,527,26.1,55.2375,4.1
"Jul 16, 09:00 am",706.558,684,28.9,41.314,5.7
"Jul 16, 10:00 am",828.562,778,28.3,27.6748,7.2
"Jul 16, 11:00 am",912.784,850,27.8,15.3174,9.3
"Jul 16, 12:00 pm",537.544,525,27.2,10.7725,5.2
"Jul 16, 01:00 pm",630.609,622,28.3,20.2673,6.7
"Jul 16, 02:00 pm",250.656,271,29.4,33.4268,4.6
"Jul 16, 03:00 pm",565.578,573,30.6,47.2402,4.6
"Jul 16, 04:00 pm",433.147,477,27.2,61.2023,6.7
"Jul 16, 05:00 pm",218.914,289,26.7,75.1401,6.2
"Jul 16, 06:00 pm",64.3121,129,24.4,88.9284,6.2
"Jul 16, 07:00 pm",14.5473,17,23.9,100.785,4.6
"Jul 16, 08:00 pm",0,0,23.3,0,4.6
"Jul 16, 09:00 pm",0,0,22.8,0,3.6
"Jul 16, 10:00 pm",0,0,22.8,0,3.6
"Jul 16, 11:00 pm",0,0,23.3,0,7.2
"Jul 17, 12:00 am",0,0,23.3,0,4.6
"Jul 17, 01:00 am",0,0,23.9,0,3.1
"Jul 17, 02:00 am",0,0,24.4,0,7.7
"Jul 17, 03:00 am",0,0,23.3,0,4.6
"Jul 17, 04:00 am",0,0,22.8,103.453,4.6
"Jul 17, 05:00 am",19.8739,23,22.8,96.7055,3.6
"Jul 17, 06:00 am",123.956,203,23.3,83.0995,5.7
"Jul 17, 07:00 am",331.053,388,23.9,69.2264,5.7
"Jul 17, 08:00 am",490.365,505,25,55.2538,6.2
"Jul 17, 09:00 am",480.828,466,25.6,41.3111,7.2
"Jul 17, 10:00 am",746.842,703,26.1,27.6425,7.2
"Jul 17, 11:00 am",914.028,845,27.2,15.2222,6.7
"Jul 17, 12:00 pm",957.502,885,27.8,10.6036,8.8
"Jul 17, 01:00 pm",858.627,803,27.8,20.1709,9.3
"Jul 17, 02:00 pm",510.041,488,25,33.3706,4.6
"Jul 17, 03:00 pm",124.025,136,22.8,47.207,5.2
"Jul 17, 04:00 pm",310.095,341,20.6,61.1864,2.6
"Jul 17, 05:00 pm",189.711,228,23.9,75.1395,2.1
"Jul 17, 06:00 pm",63.661,110,23.9,88.943,3.1
"Jul 17, 07:00 pm",16.5315,25,22.8,100.735,2.1
"Jul 17, 08:00 pm",0,0,22.2,0,2.6
"Jul 17, 09:00 pm",0,0,22.2,0,2.6
"Jul 17, 10:00 pm",0,0,21.1,0,2.6
"Jul 17, 11:00 pm",0,0,18.9,0,2.6
"Jul 18, 12:00 am",0,0,18.9,0,2.1
"Jul 18, 01:00 am",0,0,18.3,0,0
"Jul 18, 02:00 am",0,0,17.8,0,0
"Jul 18, 03:00 am",0,0,17.8,0,0
"Jul 18, 04:00 am",0,1,17.2,103.415,0
"Jul 18, 05:00 am",19.4368,43,17.8,96.7643,0
"Jul 18, 06:00 am",112.115,197,20,83.1448,2.1
"Jul 18, 07:00 am",275.098,315,21.1,69.2569,0
"Jul 18, 08:00 am",519.11,530,22.8,55.2683,1.5
"Jul 18, 09:00 am",720.046,694,23.3,41.3061,2.1
"Jul 18, 10:00 am",841.296,784,25,27.6073,3.6
"Jul 18, 11:00 am",878.247,807,25,15.123,2.1
"Jul 18, 12:00 pm",962.638,884,26.1,10.4298,1.5
"Jul 18, 01:00 pm",897.575,839,27.2,20.0747,3.1
"Jul 18, 02:00 pm",723.112,688,27.2,33.3159,3.1
"Jul 18, 03:00 pm",651.214,653,29.4,47.176,4.1
"Jul 18, 04:00 pm",438.747,486,28.3,61.1729,4.6
