Location,BNMC,,,,
Address,"666 N Oak St, Buffalo NY 14203",,,,
Opt. tilt,32 deg,accurate to 0.25 deg,,,
Opt. azimuth,178.25 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Jul 18, 05:00 pm",223.022,307,26.7,75.1417,3.6
"Jul 18, 06:00 pm",47.5247,139,25.6,88.9609,3.6
"Jul 18, 07:00 pm",20.2228,27,23.9,100.685,3.1
"Jul 18, 08:00 pm",0,0,23.3,0,2.6
"Jul 18, 09:00 pm",0,0,22.8,0,2.6
"Jul 18, 10:00 pm",0,0,22.2,0,3.1
"Jul 18, 11:00 pm",0,0,21.7,0,1.5
"Jul 19, 12:00 am",0,0,21.1,0,4.1
"Jul 19, 01:00 am",0,0,21.1,0,3.1
"Jul 19, 02:00 am",0,0,21.7,0,3.1
"Jul 19, 03:00 am",0,0,21.7,0,2.6
"Jul 19, 04:00 am",0,0,22.2,103.373,3.6
"Jul 19, 05:00 am",23.11,26,22.2,96.8223,3.1
"Jul 19, 06:00 am",54.3647,61,22.2,83.189,3.6
"Jul 19, 07:00 am",80.5738,90,22.2,69.2859,5.2
"Jul 19, 08:00 am",207.777,218,23.9,55.281,4.6
"Jul 19, 09:00 am",651.231,631,25.6,41.2988,6.2
"Jul 19, 10:00 am",852.644,792,26.7,27.5696,7.2
"Jul 19, 11:00 am",882.685,813,28.9,15.0198,7.7
"Jul 19, 12:00 pm",989.009,919,30,10.2512,8.8
"Jul 19, 01:00 pm",817.859,766,30.6,19.9787,11.3
"Jul 19, 02:00 pm",787.723,752,31.1,33.2628,9.3
"Jul 19, 03:00 pm",537.751,541,30,47.147,6.2
"Jul 19, 04:00 pm",293.824,325,28.3,61.162,7.2
"Jul 19, 05:00 pm",106.648,129,28.3,75.1468,7.2
"Jul 19, 06:00 pm",61.6352,109,27.8,88.9819,7.2
"Jul 19, 07:00 pm",20.664,25,27.2,100.634,5.2
"Jul 19, 08:00 pm",0,0,26.7,0,5.2
"Jul 19, 09:00 pm",0,0,26.7,0,5.7
"Jul 19, 10:00 pm",0,0,26.7,0,4.6
"Jul 19, 11:00 pm",0,0,26.1,0,4.6
"Jul 20, 12:00 am",0,0,25,0,3.6
"Jul 20, 01:00 am",0,0,25,0,4.1
"Jul 20, 02:00 am",0,0,25.6,0,5.2
"Jul 20, 03:00 am",0,0,25,0,4.1
"Jul 20, 04:00 am",0.924024,1,23.9,103.329,4.1
"Jul 20, 05:00 am",20.1795,36,23.9,96.8796,4.6
"Jul 20, 06:00 am",108.208,141,25,83.2321,3.6
"Jul 20, 07:00 am",147.39,164,26.1,69.3134,4.6
"Jul 20, 08:00 am",409.198,430,27.2,55.2919,6.2
"Jul 20, 09:00 am",525.812,530,28.9,41.2894,7.2
"Jul 20, 10:00 am",748.205,718,29.4,27.5292,7.2
"Jul 20, 11:00 am",704.579,650,28.9,14.9129,8.2
"Jul 20, 12:00 pm",836.12,773,30,10.0678,7.2
"Jul 20, 01:00 pm",752.34,703,30,19.8833,6.7
"Jul 20, 02:00 pm",247.107,258,28.9,33.2114,6.2
"Jul 20, 03:00 pm",311.349,330,29.4,47.1203,8.8
"Jul 20, 04:00 pm",235.109,259,29.4,61.1536,4.6
"Jul 20, 05:00 pm",104.354,118,29.4,75.1548,4.1
"Jul 20, 06:00 pm",57.4531,72,28.9,89.0061,4.1
"Jul 20, 07:00 pm",1.81459,2,26.7,100.583,2.6
"Jul 20, 08:00 pm",0,0,25.6,0,4.6
"Jul 20, 09:00 pm",0,0,25,0,5.2
"Jul 20, 10:00 pm",0,0,25.6,0,4.1
"Jul 20, 11:00 pm",0,0,26.7,0,6.2
"Jul 21, 12:00 am",0,0,28.3,0,7.2
"Jul 21, 01:00 am",0,0,28.9,0,8.8
"Jul 21, 02:00 am",0,0,28.9,0,9.3
"Jul 21, 03:00 am",0,0,26.7,0,8.8
"Jul 21, 04:00 am",0,0,25.6,0,5.7
"Jul 21, 05:00 am",11.6225,13,25.6,96.8726,5.2
"Jul 21, 06:00 am",30.7054,34,26.1,83.2741,5.2
"Jul 21, 07:00 am",155.66,174,26.7,69.3394,5.7
"Jul 21, 08:00 am",521.36,530,27.2,55.3011,5.7
"Jul 21, 09:00 am",686.595,658,28.3,41.2779,7.7
"Jul 21, 10:00 am",891.419,827,29.4,27.4863,6.7
"Jul 21, 11:00 am",914.602,838,30,14.8024,6.2
"Jul 21, 12:00 pm",825.743,763,30.6,9.87989,6.2
"Jul 21, 01:00 pm",804.472,754,31.7,19.7886,5.2
"Jul 21, 02:00 pm",294.516,318,30.6,33.1618,3.6
"Jul 21, 03:00 pm",260.927,285,29.4,47.0959,4.6
"Jul 21, 04:00 pm",359.345,392,28.9,61.1479,6.7
"Jul 21, 05:00 pm",79.6425,89,28.9,75.1657,7.2
"Jul 21, 06:00 pm",51.8898,59,27.2,89.0336,6.7
"Jul 21, 07:00 pm",9.83554,11,23.3,100.532,6.2
"Jul 21, 08:00 pm",0,0,22.8,0,7.2
"Jul 21, 09:00 pm",0,0,22.2,0,3.6
"Jul 21, 10:00 pm",0,0,22.8,0,5.2
"Jul 21, 11:00 pm",0,0,22.8,0,7.2
"Jul 22, 12:00 am",0,0,22.2,0,4.1
"Jul 22, 01:00 am",0,0,22.8,0,5.7
"Jul 22, 02:00 am",0,0,22.2,0,7.2
"Jul 22, 03:00 am",0,0,21.7,0,5.2
"Jul 22, 04:00 am",0,0,21.1,0,3.6
"Jul 22, 05:00 am",8.93468,10,21.1,96.8234,3.1
"Jul 22, 06:00 am",39.0492,44,21.1,83.3149,3.1
"Jul 22, 07:00 am",95.5711,107,21.1,69.364,3.1
"Jul 22, 08:00 am",151.17,167,20.6,55.3084,3.1
"Jul 22, 09:00 am",165.251,181,21.1,41.2644,3.6
"Jul 22, 10:00 am",213.994,233,21.7,27.4409,5.2
"Jul 22, 11:00 am",257.194,278,21.1,14.6883,4.1
"Jul 22, 12:00 pm",241.162,261,20.6,9.6875,5.2
"Jul 22, 01:00 pm",249.176,270,21.1,19.6949,4.1
"Jul 22, 02:00 pm",223.691,244,20.6,33.1143,4.1
"Jul 22, 03:00 pm",296.416,323,21.7,47.074,5.2
"Jul 22, 04:00 pm",240.42,267,21.7,61.145,4.6
"Jul 22, 05:00 pm",159.331,182,21.7,75.1797,7.7
"Jul 22, 06:00 pm",65.4203,77,21.7,89.0643,6.2
"Jul 22, 07:00 pm",16.9006,19,20.6,100.48,5.7
"Jul 22, 08:00 pm",0,0,20.6,0,6.2
"Jul 22, 09:00 pm",0,0,21.1,0,5.2
"Jul 22, 10:00 pm",0,0,20.6,0,2.6
"Jul 22, 11:00 pm",0,0,20,0,3.1
"Jul 23, 12:00 am",0,0,20,0,5.7
"Jul 23, 01:00 am",0,0,20.6,0,4.6
"Jul 23, 02:00 am",0,0,20,0,0
"Jul 23, 03:00 am",0,0,19.4,0,2.6
"Jul 23, 04:00 am",0,0,18.9,0,3.1
"Jul 23, 05:00 am",23.5581,28,17.8,96.7717,4.1
"Jul 23, 06:00 am",90.3266,109,18.9,83.3544,5.2
"Jul 23, 07:00 am",130.276,145,19.4,69.387,5.2
"Jul 23, 08:00 am",346.278,362,20.6,55.3139,4.1
"Jul 23, 09:00 am",405.946,399,20.6,41.2487,5.2
"Jul 23, 10:00 am",563.89,540,22.2,27.3932,4.1
"Jul 23, 11:00 am",842.426,768,22.8,14.571,5.2
"Jul 23, 12:00 pm",818.546,758,23.3,9.49082,4.1
"Jul 23, 01:00 pm",542.596,532,22.2,19.6025,8.8
"Jul 23, 02:00 pm",696.171,665,23.9,33.069,8.2
"Jul 23, 03:00 pm",486.175,492,22.8,47.0547,7.7
"Jul 23, 04:00 pm",292.217,321,21.7,61.1449,7.2
"Jul 23, 05:00 pm",179.802,219,22.8,75.1967,5.2
"Jul 23, 06:00 pm",53.2374,99,22.2,89.0983,4.6
"Jul 23, 07:00 pm",9.83738,11,21.1,100.427,3.6
"Jul 23, 08:00 pm",0,0,20.6,0,2.6
"Jul 23, 09:00 pm",0,0,20,0,2.6
"Jul 23, 10:00 pm",0,0,19.4,0,3.1
"Jul 23, 11:00 pm",0,0,18.3,0,3.6
"Jul 24, 12:00 am",0,0,17.8,0,2.1
"Jul 24, 01:00 am",0,0,17.2,0,2.1
"Jul 24, 02:00 am",0,0,17.2,0,0
"Jul 24, 03:00 am",0,0,16.1,0,0
"Jul 24, 04:00 am",0,0,16.1,0,0
"Jul 24, 05:00 am",24.2711,30,16.1,96.7174,2.1
"Jul 24, 06:00 am",103.769,149,17.8,83.3927,2.6
"Jul 24, 07:00 am",288.558,327,19.4,69.4084,2.1
"Jul 24, 08:00 am",508.76,516,21.7,55.3177,3.6
"Jul 24, 09:00 am",700.315,667,23.9,41.2311,4.6
"Jul 24, 10:00 am",833.025,771,25.6,27.3432,2.1
"Jul 24, 11:00 am",891.94,816,26.1,14.4504,3.1
"Jul 24, 12:00 pm",857.61,790,25.6,9.29004,1.5
"Jul 24, 01:00 pm",839.308,785,26.1,19.5115,5.2
"Jul 24, 02:00 pm",447.993,447,25.6,33.026,6.2
"Jul 24, 03:00 pm",585.346,586,26.7,47.0379,5.7
"Jul 24, 04:00 pm",330.319,360,26.1,61.1476,5.7
"Jul 24, 05:00 pm",210.227,261,25,75.2167,5.7
"Jul 24, 06:00 pm",64.7996,102,24.4,89.1356,4.1
"Jul 24, 07:00 pm",15.2449,17,22.2,100.375,3.6
"Jul 24, 08:00 pm",0,0,21.1,0,3.6
"Jul 24, 09:00 pm",0,0,20.6,0,3.6
"Jul 24, 10:00 pm",0,0,18.9,0,2.1
"Jul 24, 11:00 pm",0,0,18.3,0,3.6
"Jul 25, 12:00 am",0,0,17.2,0,4.1
"Jul 25, 01:00 am",0,0,16.1,0,3.1
"Jul 25, 02:00 am",0,0,15.6,0,3.1
"Jul 25, 03:00 am",0,0,15,0,2.6
"Jul 25, 04:00 am",0,0,15,0,2.6
"Jul 25, 05:00 am",18.1811,28,16.1,96.6605,3.1
"Jul 25, 06:00 am",69.1154,86,16.7,83.4296,3.1
"Jul 25, 07:00 am",232.397,260,20.6,69.4283,4.1
"Jul 25, 08:00 am",234.175,250,22.2,55.3196,4.1
"Jul 25, 09:00 am",724.789,692,23.9,41.2115,5.2
"Jul 25, 10:00 am",897.374,833,25,27.291,6.7
"Jul 25, 11:00 am",997.886,915,26.7,14.3269,6.7
"Jul 25, 12:00 pm",1020.06,937,26.7,9.08534,5.7
"Jul 25, 01:00 pm",976.23,899,27.2,19.4223,7.7
"Jul 25, 02:00 pm",805.9,760,27.8,32.9855,8.2
"Jul 25, 03:00 pm",645.975,639,27.8,47.0239,7.7
"Jul 25, 04:00 pm",422.625,458,26.7,61.1532,7.7
"Jul 25, 05:00 pm",232.186,313,26.7,75.2399,7.2
"Jul 25, 06:00 pm",42.5205,133,25.6,89.1762,6.2
"Jul 25, 07:00 pm",14.1501,24,23.3,100.321,5.2
"Jul 25, 08:00 pm",0,0,22.2,0,4.6
"Jul 25, 09:00 pm",0,0,22.8,0,3.6
"Jul 25, 10:00 pm",0,0,21.7,0,4.1
"Jul 25, 11:00 pm",0,0,21.7,0,4.1
"Jul 26, 12:00 am",0,0,21.7,0,3.6
"Jul 26, 01:00 am",0,0,21.7,0,3.6
"Jul 26, 02:00 am",0,0,20.6,0,3.1
"Jul 26, 03:00 am",0,0,20.6,0,4.1
"Jul 26, 04:00 am",0,0,20,0,3.6
"Jul 26, 05:00 am",20.4057,24,20.6,96.6011,3.1
"Jul 26, 06:00 am",104.338,149,20.6,83.4653,3.1
"Jul 26, 07:00 am",96.306,107,22.2,69.4467,3.1
"Jul 26, 08:00 am",214.95,236,23.3,55.3199,4.1
"Jul 26, 09:00 am",455.808,459,25,41.19,6.2
"Jul 26, 10:00 am",787.87,736,26.1,27.2368,7.2
"Jul 26, 11:00 am",550.253,517,26.7,14.2005,5.7
"Jul 26, 12:00 pm",472.703,460,26.1,8.87692,6.2
"Jul 26, 01:00 pm",665.694,615,26.7,19.3351,6.2
"Jul 26, 02:00 pm",788.827,741,27.2,32.9476,6.2
"Jul 26, 03:00 pm",547.207,542,26.1,47.0127,5.2
"Jul 26, 04:00 pm",231.558,254,24.4,61.1619,6.2
"Jul 26, 05:00 pm",131.605,150,23.3,75.2663,3.6
"Jul 26, 06:00 pm",37.0348,46,22.2,89.2201,3.1
"Jul 26, 07:00 pm",10.739,12,21.7,100.268,3.1
"Jul 26, 08:00 pm",0,0,21.1,0,4.1
"Jul 26, 09:00 pm",0,0,21.1,0,4.1
"Jul 26, 10:00 pm",0,0,20.6,0,3.1
"Jul 26, 11:00 pm",0,0,20.6,0,3.6
"Jul 27, 12:00 am",0,0,19.4,0,2.6
"Jul 27, 01:00 am",0,0,20.6,0,2.6
"Jul 27, 02:00 am",0,0,20.6,0,3.6
"Jul 27, 03:00 am",0,0,20,0,2.6
"Jul 27, 04:00 am",0,0,20,0,3.6
"Jul 27, 05:00 am",27.6779,34,20.6,96.5391,3.6
"Jul 27, 06:00 am",90.5607,115,21.1,83.4995,2.6
"Jul 27, 07:00 am",178.087,200,22.2,69.4634,3.1
"Jul 27, 08:00 am",341.487,341,23.9,55.3183,3.1
"Jul 27, 09:00 am",450.459,440,25,41.1666,3.6
"Jul 27, 10:00 am",585.869,556,27.8,27.1805,3.1
"Jul 27, 11:00 am",794.575,727,28.9,14.0716,4.1
"Jul 27, 12:00 pm",698.784,658,29.4,8.66501,2.6
"Jul 27, 01:00 pm",699.125,663,29.4,19.2501,2.6
"Jul 27, 02:00 pm",561.409,558,29.4,32.9124,3.6
"Jul 27, 03:00 pm",402.389,412,29.4,47.0045,2.6
"Jul 27, 04:00 pm",216.84,240,28.9,61.1736,2.6
"Jul 27, 05:00 pm",69.9855,78,26.1,75.2958,7.7
"Jul 27, 06:00 pm",49.129,56,23.9,89.2674,1.5
"Jul 27, 07:00 pm",6.24962,7,22.2,100.214,6.7
"Jul 27, 08:00 pm",0,0,20,0,3.1
"Jul 27, 09:00 pm",0,0,19.4,0,4.1
"Jul 27, 10:00 pm",0,0,19.4,0,5.2
"Jul 27, 11:00 pm",0,0,19.4,0,5.7
"Jul 28, 12:00 am",0,0,19.4,0,5.2
"Jul 28, 01:00 am",0,0,19.4,0,5.2
"Jul 28, 02:00 am",0,0,19.4,0,5.2
"Jul 28, 03:00 am",0,0,19.4,0,3.6
"Jul 28, 04:00 am",0,0,20,0,3.1
"Jul 28, 05:00 am",24.3466,28,20.6,96.4746,3.1
"Jul 28, 06:00 am",56.2536,63,21.7,83.5323,3.6
"Jul 28, 07:00 am",85.9324,95,21.7,69.4786,4.6
"Jul 28, 08:00 am",217.01,237,21.1,55.3151,4.6
"Jul 28, 09:00 am",162.942,179,21.7,41.1414,3.6
"Jul 28, 10:00 am",216.136,235,21.7,27.1224,4.6
"Jul 28, 11:00 am",226.076,246,21.7,13.9402,2.6
"Jul 28, 12:00 pm",436.139,462,22.2,8.44985,5.2
"Jul 28, 01:00 pm",233.358,253,22.8,19.1675,4.1
"Jul 28, 02:00 pm",217.49,237,22.8,32.8801,4.1
"Jul 28, 03:00 pm",165.206,182,23.3,46.9992,6.2
"Jul 28, 04:00 pm",136.682,152,22.8,61.1883,5.7
"Jul 28, 05:00 pm",128.169,145,22.2,75.3285,4.6
"Jul 28, 06:00 pm",30.1459,35,22.2,89.3179,5.7
"Jul 28, 07:00 pm",8.94077,10,21.1,100.159,4.6
"Jul 28, 08:00 pm",0,0,21.1,0,5.2
"Jul 28, 09:00 pm",0,0,21.1,0,5.7
"Jul 28, 10:00 pm",0,0,21.1,0,5.2
"Jul 28, 11:00 pm",0,0,21.7,0,5.2
"Jul 29, 12:00 am",0,0,21.1,0,3.1
"Jul 29, 01:00 am",0,0,21.7,0,5.2
"Jul 29, 02:00 am",0,0,20.6,0,2.6
"Jul 29, 03:00 am",0,0,21.1,0,4.1
"Jul 29, 04:00 am",0,0,20.6,0,3.6
"Jul 29, 05:00 am",5.35261,6,20.6,96.4075,6.2
"Jul 29, 06:00 am",37.9018,43,21.1,83.5638,3.1
"Jul 29, 07:00 am",112.965,126,20.6,69.4921,3.1
"Jul 29, 08:00 am",316.581,328,21.1,55.3101,3.6
"Jul 29, 09:00 am",436.181,422,22.8,41.1145,0
"Jul 29, 10:00 am",863.724,788,25,27.0626,3.1
"Jul 29, 11:00 am",754.737,677,25.6,13.8067,4.6
"Jul 29, 12:00 pm",871.101,783,26.1,8.23172,5.7
"Jul 29, 01:00 pm",929.225,850,25.6,19.0878,6.7
"Jul 29, 02:00 pm",784.022,733,25.6,32.8508,6.7
"Jul 29, 03:00 pm",578.008,564,26.1,46.997,6.7
"Jul 29, 04:00 pm",345.979,372,25,61.2063,6.7
"Jul 29, 05:00 pm",227.886,300,24.4,75.3645,7.2
"Jul 29, 06:00 pm",56.5887,104,22.8,89.3718,5.2
"Jul 29, 07:00 pm",16.7053,20,22.2,100.105,3.6
"Jul 29, 08:00 pm",0,0,22.8,0,5.2
"Jul 29, 09:00 pm",0,0,21.7,0,4.1
"Jul 29, 10:00 pm",0,0,21.1,0,5.2
"Jul 29, 11:00 pm",0,0,21.1,0,3.6
"Jul 30, 12:00 am",0,0,20.6,0,4.6
"Jul 30, 01:00 am",0,0,20.6,0,3.6
"Jul 30, 02:00 am",0,0,20.6,0,6.2
"Jul 30, 03:00 am",0,0,19.4,0,2.6
"Jul 30, 04:00 am",0,0,20,0,3.1
"Jul 30, 05:00 am",15.2261,17,18.9,96.3378,3.1
"Jul 30, 06:00 am",63.6562,72,19.4,83.5937,3.1
"Jul 30, 07:00 am",285.853,319,20.6,69.5041,3.1
"Jul 30, 08:00 am",349.451,354,22.8,55.3035,1.5
"Jul 30, 09:00 am",620.515,589,23.9,41.0859,4.6
"Jul 30, 10:00 am",619.473,571,25,27.0011,5.7
"Jul 30, 11:00 am",924.614,836,25.6,13.6712,6.7
"Jul 30, 12:00 pm",1016.42,919,25.6,8.01092,7.7
"Jul 30, 01:00 pm",668.247,631,25.6,19.0111,8.8
"Jul 30, 02:00 pm",563.025,528,24.4,32.8247,8.2
"Jul 30, 03:00 pm",577.356,568,25,46.998,8.2
"Jul 30, 04:00 pm",371.596,394,24.4,61.2274,8.2
"Jul 30, 05:00 pm",203.099,259,24.4,75.4037,6.7
"Jul 30, 06:00 pm",51.5135,100,23.3,89.429,6.2
"Jul 30, 07:00 pm",13.4752,15,22.2,100.049,5.7
"Jul 30, 08:00 pm",0,0,21.7,0,4.6
"Jul 30, 09:00 pm",0,0,21.1,0,3.6
"Jul 30, 10:00 pm",0,0,20,0,1.5
"Jul 30, 11:00 pm",0,0,19.4,0,2.6
"Jul 31, 12:00 am",0,0,18.9,0,2.1
"Jul 31, 01:00 am",0,0,18.9,0,1.5
"Jul 31, 02:00 am",0,0,18.3,0,2.6
"Jul 31, 03:00 am",0,0,17.8,0,3.1
"Jul 31, 04:00 am",0,0,17.8,0,2.6
"Jul 31, 05:00 am",14.8447,36,17.2,96.2657,3.1
"Jul 31, 06:00 am",110.671,187,17.8,83.6222,3.1
"Jul 31, 07:00 am",275.655,308,20.6,69.5145,3.1
"Jul 31, 08:00 am",469.272,462,22.8,55.2952,4.1
"Jul 31, 09:00 am",391.056,400,24.4,41.0556,4.1
"Jul 31, 10:00 am",660.623,621,25,26.9381,5.7
"Jul 31, 11:00 am",575.563,551,25.6,13.534,5.7
"Jul 31, 12:00 pm",858.057,772,26.1,7.78777,6.2
"Jul 31, 01:00 pm",891.455,807,25,18.9377,5.7
"Jul 31, 02:00 pm",651.432,625,25.6,32.8019,4.1
"Jul 31, 03:00 pm",514.517,498,27.2,47.0021,2.6
"Jul 31, 04:00 pm",430.061,458,26.7,61.2517,5.2
"Jul 31, 05:00 pm",195.405,245,26.7,75.4462,5.7
"Jul 31, 06:00 pm",34.2185,115,26.1,89.4896,3.6
"Jul 31, 07:00 pm",12.5255,21,25,99.994,4.1
"Jul 31, 08:00 pm",0,0,23.9,0,4.1
"Jul 31, 09:00 pm",0,0,22.3,0,3.7
"Jul 31, 10:00 pm",0,0,20.7,0,3.4
"Jul 31, 11:00 pm",0,0,19.1,0,3
"Aug 1, 12:00 am",0,0,17.6,0,2.6
"Aug 1, 01:00 am",0,0,16,0,2.2
"Aug 1, 02:00 am",0,0,14.4,0,1.9
"Aug 1, 03:00 am",0,0,12.8,0,1.5
"Aug 1, 04:00 am",0,0,11.1,0,2.1
"Aug 1, 05:00 am",18.6869,22,11.1,96.2077,0
"Aug 1, 06:00 am",98.1118,132,13.9,83.6461,1.5
"Aug 1, 07:00 am",270.092,300,17.2,69.524,3.1
"Aug 1, 08:00 am",496.049,495,19.4,55.2899,2.6
"Aug 1, 09:00 am",631.488,600,21.1,41.0328,3.1
"Aug 1, 10:00 am",676.118,636,20.6,26.8894,5.2
"Aug 1, 11:00 am",791.572,735,22.2,13.4262,5.2
"Aug 1, 12:00 pm",938.18,851,23.3,7.60821,5.7
"Aug 1, 01:00 pm",900.943,826,23.3,18.8797,6.7
"Aug 1, 02:00 pm",783.822,736,23.9,32.7838,6.2
"Aug 1, 03:00 pm",591.934,582,23.9,47.0054,4.6
"Aug 1, 04:00 pm",417.252,443,23.9,61.271,5.7
"Aug 1, 05:00 pm",194.577,242,23.3,75.4799,5.2
"Aug 1, 06:00 pm",54.6055,93,22.2,89.5376,3.6
"Aug 1, 07:00 pm",13.4496,15,20,99.9486,1.5
"Aug 1, 08:00 pm",0,0,17.8,0,2.6
"Aug 1, 09:00 pm",0,0,17.8,0,2.1
"Aug 1, 10:00 pm",0,0,17.2,0,2.6
"Aug 1, 11:00 pm",0,0,16.1,0,2.1
"Aug 2, 12:00 am",0,0,12.8,0,3.1
"Aug 2, 01:00 am",0,0,14.4,0,3.6
"Aug 2, 02:00 am",0,0,13.3,0,2.6
"Aug 2, 03:00 am",0,0,12.8,0,1.5
"Aug 2, 04:00 am",0,0,11.7,0,2.1
"Aug 2, 05:00 am",14.9095,35,11.1,96.131,0
"Aug 2, 06:00 am",102.411,175,15.6,83.6719,0
"Aug 2, 07:00 am",327.944,369,18.3,69.5315,3.1
"Aug 2, 08:00 am",561.568,556,19.4,55.2788,3.1
"Aug 2, 09:00 am",507.631,489,21.1,40.9998,3.1
"Aug 2, 10:00 am",837.179,757,21.1,26.824,4.6
"Aug 2, 11:00 am",851.912,760,22.2,13.2866,3.6
"Aug 2, 12:00 pm",716.546,649,23.9,7.38182,4.1
"Aug 2, 01:00 pm",829.056,748,23.9,18.8129,4.6
"Aug 2, 02:00 pm",776.801,718,23.3,32.7673,3.6
"Aug 2, 03:00 pm",638.338,619,23.9,47.0156,2.6
"Aug 2, 04:00 pm",443.679,473,23.9,61.3012,3.1
"Aug 2, 05:00 pm",208.863,276,22.8,75.5284,3.6
"Aug 2, 06:00 pm",33.2962,126,21.7,89.6041,2.6
"Aug 2, 07:00 pm",9.40757,20,19.4,99.8925,2.6
"Aug 2, 08:00 pm",0,0,18.3,0,2.1
"Aug 2, 09:00 pm",0,0,17.2,0,2.6
"Aug 2, 10:00 pm",0,0,15.6,0,2.6
"Aug 2, 11:00 pm",0,0,13.3,0,2.1
"Aug 3, 12:00 am",0,0,12.8,0,3.1
"Aug 3, 01:00 am",0,0,11.7,0,3.1
"Aug 3, 02:00 am",0,0,11.7,0,2.6
"Aug 3, 03:00 am",0,0,11.1,0,2.6
"Aug 3, 04:00 am",0,0,11.1,0,2.6
"Aug 3, 05:00 am",20.3968,27,11.1,96.0518,3.1
"Aug 3, 06:00 am",90.0865,135,13.9,83.6962,3.1
"Aug 3, 07:00 am",282.071,312,17.8,69.5375,2.1
"Aug 3, 08:00 am",514.828,505,21.7,55.2661,2.6
"Aug 3, 09:00 am",747.224,694,23.3,40.9654,1.5
"Aug 3, 10:00 am",903.37,813,25,26.7574,2.6
"Aug 3, 11:00 am",952.274,852,25.6,13.1461,2.6
"Aug 3, 12:00 pm",944.417,841,26.7,7.15425,2.6
"Aug 3, 01:00 pm",968.438,872,26.7,18.7501,2.1
"Aug 3, 02:00 pm",712.115,665,27.2,32.7544,5.2
"Aug 3, 03:00 pm",612.421,592,26.7,47.0293,4.6
"Aug 3, 04:00 pm",425.965,448,26.7,61.3348,4.6
"Aug 3, 05:00 pm",215.584,273,26.1,75.5801,4.1
"Aug 3, 06:00 pm",45.0044,100,25,89.6738,3.6
"Aug 3, 07:00 pm",11.7731,14,22.8,99.8361,3.1
"Aug 3, 08:00 pm",0,0,21.7,0,3.1
"Aug 3, 09:00 pm",0,0,18.3,0,2.1
"Aug 3, 10:00 pm",0,0,16.7,0,2.6
"Aug 3, 11:00 pm",0,0,15.6,0,2.6
"Aug 4, 12:00 am",0,0,14.4,0,3.1
"Aug 4, 01:00 am",0,0,12.8,0,3.6
"Aug 4, 02:00 am",0,0,13.3,0,2.6
"Aug 4, 03:00 am",0,0,12.2,0,2.6
"Aug 4, 04:00 am",0,0,12.2,0,2.6
"Aug 4, 05:00 am",15.6362,32,12.2,95.9701,3.1
"Aug 4, 06:00 am",99.0999,165,15,83.7189,2.6
"Aug 4, 07:00 am",318.558,353,19.4,69.5419,2.6
"Aug 4, 08:00 am",555.915,545,22.2,55.2518,2.6
"Aug 4, 09:00 am",723.122,669,25,40.9295,2.1
"Aug 4, 10:00 am",760.668,684,26.7,26.6898,1.5
"Aug 4, 11:00 am",905.794,812,27.8,13.0049,2.6
"Aug 4, 12:00 pm",974.418,869,28.3,6.926,4.6
"Aug 4, 01:00 pm",905.841,822,28.9,18.6917,5.2
"Aug 4, 02:00 pm",796.796,740,28.3,32.7453,5.2
"Aug 4, 03:00 pm",643.488,622,28.9,47.0464,4.6
"Aug 4, 04:00 pm",442.099,466,28.3,61.3718,4.6
"Aug 4, 05:00 pm",227.067,296,27.2,75.6351,4.6
"Aug 4, 06:00 pm",32.6092,114,26.7,89.7468,3.1
"Aug 4, 07:00 pm",11.6929,19,23.9,99.7792,2.1
"Aug 4, 08:00 pm",0,0,21.7,0,2.6
"Aug 4, 09:00 pm",0,0,20.6,0,2.6
"Aug 4, 10:00 pm",0,0,19.4,0,3.1
"Aug 4, 11:00 pm",0,0,18.3,0,3.6
"Aug 5, 12:00 am",0,0,17.8,0,3.1
"Aug 5, 01:00 am",0,0,17.8,0,3.6
"Aug 5, 02:00 am",0,0,16.7,0,3.6
"Aug 5, 03:00 am",0,0,16.7,0,3.6
"Aug 5, 04:00 am",0,0,16.7,0,3.6
"Aug 5, 05:00 am",17.3202,25,17.2,95.886,4.1
"Aug 5, 06:00 am",96.5768,155,18.9,83.7401,4.6
"Aug 5, 07:00 am",297.394,327,21.1,69.5448,3.1
"Aug 5, 08:00 am",542.743,528,24.4,55.2362,4.6
"Aug 5, 09:00 am",674.289,622,27.2,40.8924,4.6
"Aug 5, 10:00 am",798.035,719,27.8,26.6214,8.2
"Aug 5, 11:00 am",828.207,744,27.8,12.8635,8.2
"Aug 5, 12:00 pm",758.692,699,27.8,6.69768,5.7
"Aug 5, 01:00 pm",798.224,717,30,18.6378,6.2
"Aug 5, 02:00 pm",624.723,582,29.4,32.7401,6.7
"Aug 5, 03:00 pm",546.53,529,27.2,47.0671,5.7
"Aug 5, 04:00 pm",249.254,270,27.8,61.4122,6.2
"Aug 5, 05:00 pm",78.0453,88,26.1,75.6935,5.2
"Aug 5, 06:00 pm",34.1388,39,25.6,89.823,4.6
"Aug 5, 07:00 pm",12.9363,14,23.9,99.722,3.6
"Aug 5, 08:00 pm",0,0,22.8,0,3.1
"Aug 5, 09:00 pm",0,0,22.8,0,3.1
"Aug 5, 10:00 pm",0,0,21.1,0,3.6
"Aug 5, 11:00 pm",0,0,20.6,0,3.1
