Location,TVA,,,,
Address,"1709 Alcoa Highway, Knoxville TN",,,,
Long. Lat,35.942,-83.952,,,
Opt. tilt,30.75 deg,accurate to 0.25 deg,,,
Opt. azimuth,179.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Oct 17, 10:00 pm",0,0,11.1,0,2.1
"Oct 17, 11:00 pm",0,0,10.6,0,0
"Oct 18, 12:00 am",0,0,8.9,0,1.5
"Oct 18, 01:00 am",0,0,7.2,0,2.1
"Oct 18, 02:00 am",0,0,6.1,0,1.5
"Oct 18, 03:00 am",0,0,6.7,0,1.5
"Oct 18, 04:00 am",0,0,5.6,0,0
"Oct 18, 05:00 am",0,0,6.7,0,0
"Oct 18, 06:00 am",0,0,5.6,82.178,1.5
"Oct 18, 07:00 am",95.6314,69,7.2,73.7667,2.6
"Oct 18, 08:00 am",339.817,240,10,59.2504,1.5
"Oct 18, 09:00 am",592.415,426,13.3,44.9377,0
"Oct 18, 10:00 am",788.485,575,15.6,31.2009,2.1
"Oct 18, 11:00 am",908.671,666,18.3,19.336,0
"Oct 18, 12:00 pm",940.369,690,19.4,14.8599,0
"Oct 18, 01:00 pm",880.928,645,20.6,22.6787,1.5
"Oct 18, 02:00 pm",735.251,535,20.6,35.4155,1.5
"Oct 18, 03:00 pm",514.397,372,21.1,49.3981,0
"Oct 18, 04:00 pm",261.37,183,20.6,63.8002,0
"Oct 18, 05:00 pm",41.8742,33,18.3,77.4732,1.5
"Oct 18, 06:00 pm",0,0,17.8,0,1.5
"Oct 18, 07:00 pm",0,0,13.3,0,2.1
"Oct 18, 08:00 pm",0,0,13.3,0,0
"Oct 18, 09:00 pm",0,0,12.8,0,0
"Oct 18, 10:00 pm",0,0,11.7,0,0
"Oct 18, 11:00 pm",0,0,10,0,0
"Oct 19, 12:00 am",0,0,9.4,0,2.1
"Oct 19, 01:00 am",0,0,8.3,0,0
"Oct 19, 02:00 am",0,0,8.9,0,0
"Oct 19, 03:00 am",0,0,8.9,0,0
"Oct 19, 04:00 am",0,0,7.2,0,2.1
"Oct 19, 05:00 am",0,0,7.2,0,0
"Oct 19, 06:00 am",0,0,7.2,82.0529,1.5
"Oct 19, 07:00 am",87.8887,65,8.9,73.77,0
"Oct 19, 08:00 am",323.844,230,11.7,59.2788,2.6
"Oct 19, 09:00 am",568.705,413,14.4,45.0011,2.1
"Oct 19, 10:00 am",769.499,562,17.2,31.3245,0
"Oct 19, 11:00 am",888.494,653,20,19.5797,0
"Oct 19, 12:00 pm",920.241,677,22.2,15.2249,0
"Oct 19, 01:00 pm",860.077,631,22.8,22.9466,2.1
"Oct 19, 02:00 pm",691.027,508,22.8,35.6015,0
"Oct 19, 03:00 pm",495.287,359,22.2,49.5386,1.5
"Oct 19, 04:00 pm",245.73,173,21.7,63.9115,2.1
"Oct 19, 05:00 pm",37.458,30,20.6,77.4072,0
"Oct 19, 06:00 pm",0,0,18.9,0,0
"Oct 19, 07:00 pm",0,0,16.1,0,1.5
"Oct 19, 08:00 pm",0,0,15,0,0
"Oct 19, 09:00 pm",0,0,15,0,2.1
"Oct 19, 10:00 pm",0,0,13.3,0,2.1
"Oct 19, 11:00 pm",0,0,12.8,0,1.5
"Oct 20, 12:00 am",0,0,12.8,0,2.1
"Oct 20, 01:00 am",0,0,12.8,0,1.5
"Oct 20, 02:00 am",0,0,12.2,0,2.6
"Oct 20, 03:00 am",0,0,11.7,0,3.1
"Oct 20, 04:00 am",0,0,11.7,0,1.5
"Oct 20, 05:00 am",0,0,10,0,2.1
"Oct 20, 06:00 am",1.68469,0,10,81.9296,1.5
"Oct 20, 07:00 am",23.3991,26,12.2,73.7761,4.6
"Oct 20, 08:00 am",74.3553,81,13.3,59.3107,4.1
"Oct 20, 09:00 am",161.935,156,19.4,45.0686,4.1
"Oct 20, 10:00 am",165.045,176,17.2,31.4527,9.8
"Oct 20, 11:00 am",189.276,201,13.3,19.8267,8.8
"Oct 20, 12:00 pm",196.106,208,12.8,15.587,5.2
"Oct 20, 01:00 pm",422.465,363,14.4,23.2134,9.3
"Oct 20, 02:00 pm",282.035,264,13.9,35.7864,5.7
"Oct 20, 03:00 pm",512.583,358,15,49.6775,6.7
"Oct 20, 04:00 pm",306.714,199,13.9,64.0208,5.7
"Oct 20, 05:00 pm",59.4303,34,12.2,77.3407,4.1
"Oct 20, 06:00 pm",0,0,10.6,0,3.6
"Oct 20, 07:00 pm",0,0,10,0,0
"Oct 20, 08:00 pm",0,0,7.2,0,1.5
"Oct 20, 09:00 pm",0,0,6.7,0,2.1
"Oct 20, 10:00 pm",0,0,5.6,0,1.5
"Oct 20, 11:00 pm",0,0,4.4,0,2.1
"Oct 21, 12:00 am",0,0,3.9,0,1.5
"Oct 21, 01:00 am",0,0,3.9,0,2.1
"Oct 21, 02:00 am",0,0,3.9,0,2.6
"Oct 21, 03:00 am",0,0,3.9,0,1.5
"Oct 21, 04:00 am",0,0,3.3,0,2.1
"Oct 21, 05:00 am",0,0,2.8,0,2.1
"Oct 21, 06:00 am",0.284985,0,3.9,81.8079,4.1
"Oct 21, 07:00 am",96.0382,59,5,73.7851,4.1
"Oct 21, 08:00 am",301.178,214,8.3,59.3461,5.2
"Oct 21, 09:00 am",304.028,252,9.4,45.1401,5.7
"Oct 21, 10:00 am",393.26,309,11.7,31.5854,5.7
"Oct 21, 11:00 am",509.269,399,13.9,20.0769,8.2
"Oct 21, 12:00 pm",240.923,230,13.9,15.9462,8.8
"Oct 21, 01:00 pm",310.246,289,14.4,23.4789,6.7
"Oct 21, 02:00 pm",327.034,283,13.9,35.9701,7.7
"Oct 21, 03:00 pm",525.651,364,15,49.8147,6.7
"Oct 21, 04:00 pm",278.509,178,14.4,64.1278,6.2
"Oct 21, 05:00 pm",55.8025,31,11.1,77.2739,3.1
"Oct 21, 06:00 pm",0,0,10,0,3.1
"Oct 21, 07:00 pm",0,0,8.9,0,2.6
"Oct 21, 08:00 pm",0,0,8.3,0,2.6
"Oct 21, 09:00 pm",0,0,8.3,0,2.6
"Oct 21, 10:00 pm",0,0,7.2,0,4.1
"Oct 21, 11:00 pm",0,0,7.2,0,2.6
"Oct 22, 12:00 am",0,0,7.8,0,2.6
"Oct 22, 01:00 am",0,0,6.7,0,2.6
"Oct 22, 02:00 am",0,0,6.1,0,1.5
"Oct 22, 03:00 am",0,0,3.9,0,0
"Oct 22, 04:00 am",0,0,3.9,0,0
"Oct 22, 05:00 am",0,0,2.8,0,0
"Oct 22, 06:00 am",0.144564,0,1.7,81.688,2.6
"Oct 22, 07:00 am",113.054,67,5,73.7969,0
"Oct 22, 08:00 am",346.547,227,8.3,59.3849,1.5
"Oct 22, 09:00 am",604.816,416,11.1,45.2156,0
"Oct 22, 10:00 am",777.959,547,13.9,31.7224,0
"Oct 22, 11:00 am",921.49,659,16.7,20.3299,0
"Oct 22, 12:00 pm",963.39,691,18.9,16.3024,2.1
"Oct 22, 01:00 pm",904.417,645,20,23.7429,0
"Oct 22, 02:00 pm",766.498,536,20.6,36.1525,0
"Oct 22, 03:00 pm",550.167,374,21.1,49.9501,0
"Oct 22, 04:00 pm",288.877,184,20.6,64.2325,0
"Oct 22, 05:00 pm",52.5689,29,17.8,77.2067,0
"Oct 22, 06:00 pm",0,0,15,0,2.1
"Oct 22, 07:00 pm",0,0,12.8,0,0
"Oct 22, 08:00 pm",0,0,12.2,0,0
"Oct 22, 09:00 pm",0,0,9.4,0,0
"Oct 22, 10:00 pm",0,0,7.2,0,0
"Oct 22, 11:00 pm",0,0,8.3,0,1.5
"Oct 23, 12:00 am",0,0,5.6,0,1.5
"Oct 23, 01:00 am",0,0,6.1,0,0
"Oct 23, 02:00 am",0,0,5,0,0
"Oct 23, 03:00 am",0,0,3.9,0,2.1
"Oct 23, 04:00 am",0,0,4.4,0,0
"Oct 23, 05:00 am",0,0,5,0,0
"Oct 23, 06:00 am",1.17284,0,3.9,81.5698,0
"Oct 23, 07:00 am",138.955,74,5,73.8117,0
"Oct 23, 08:00 am",406.379,257,8.3,59.4271,0
"Oct 23, 09:00 am",653.657,442,11.7,45.2949,0
"Oct 23, 10:00 am",842.846,586,15,31.8636,0
"Oct 23, 11:00 am",955.397,673,16.7,20.5854,0
"Oct 23, 12:00 pm",974.472,695,18.9,16.6554,1.5
"Oct 23, 01:00 pm",925.416,650,20.6,24.0052,1.5
"Oct 23, 02:00 pm",785.785,543,23.3,36.3333,5.2
"Oct 23, 03:00 pm",574.169,383,23.3,50.0836,3.1
"Oct 23, 04:00 pm",316.201,193,22.2,64.3349,3.1
"Oct 23, 05:00 pm",65.7156,31,18.9,77.139,2.1
"Oct 23, 06:00 pm",0,0,16.7,0,3.1
"Oct 23, 07:00 pm",0,0,15.6,0,5.2
"Oct 23, 08:00 pm",0,0,16.1,0,4.6
"Oct 23, 09:00 pm",0,0,16.7,0,4.1
"Oct 23, 10:00 pm",0,0,17.2,0,4.1
"Oct 23, 11:00 pm",0,0,17.2,0,4.6
"Oct 24, 12:00 am",0,0,17.2,0,4.1
"Oct 24, 01:00 am",0,0,12.8,0,2.1
"Oct 24, 02:00 am",0,0,12.2,0,1.5
"Oct 24, 03:00 am",0,0,11.7,0,1.5
"Oct 24, 04:00 am",0,0,11.7,0,1.5
"Oct 24, 05:00 am",0,0,11.7,0,2.1
"Oct 24, 06:00 am",0,0,12.2,81.4533,0
"Oct 24, 07:00 am",26.1267,29,12.8,73.8295,3.1
"Oct 24, 08:00 am",61.7671,68,15,59.4728,1.5
"Oct 24, 09:00 am",112.08,121,17.2,45.3781,2.1
"Oct 24, 10:00 am",152.445,163,18.9,32.0088,6.7
"Oct 24, 11:00 am",176.669,188,18.9,20.8431,8.2
"Oct 24, 12:00 pm",151.556,163,15.6,17.0052,6.7
"Oct 24, 01:00 pm",170.837,182,15,24.2656,4.6
"Oct 24, 02:00 pm",387.379,343,16.7,36.5124,4.6
"Oct 24, 03:00 pm",451.96,315,18.9,50.2149,5.7
"Oct 24, 04:00 pm",256.798,173,18.3,64.4347,4.1
"Oct 24, 05:00 pm",46.1066,25,15.6,77.0709,3.6
"Oct 24, 06:00 pm",0,0,15,0,1.5
"Oct 24, 07:00 pm",0,0,13.9,0,2.1
"Oct 24, 08:00 pm",0,0,11.7,0,3.1
"Oct 24, 09:00 pm",0,0,10,0,0
"Oct 24, 10:00 pm",0,0,7.8,0,0
"Oct 24, 11:00 pm",0,0,7.2,0,1.5
"Oct 25, 12:00 am",0,0,6.1,0,0
"Oct 25, 01:00 am",0,0,5,0,0
"Oct 25, 02:00 am",0,0,6.1,0,0
"Oct 25, 03:00 am",0,0,3.9,0,2.6
"Oct 25, 04:00 am",0,0,2.8,0,0
"Oct 25, 05:00 am",0,0,4.4,0,0
"Oct 25, 06:00 am",0.752967,0,2.2,81.3387,2.1
"Oct 25, 07:00 am",122.034,67,4.4,73.8501,1.5
"Oct 25, 08:00 am",370.533,239,8.9,59.5219,2.6
"Oct 25, 09:00 am",553.546,377,11.7,45.4651,3.1
"Oct 25, 10:00 am",684.12,474,13.9,32.1578,2.6
"Oct 25, 11:00 am",903.61,638,15,21.1028,1.5
"Oct 25, 12:00 pm",916.336,644,16.1,17.3516,2.1
"Oct 25, 01:00 pm",882.886,622,16.7,24.5238,2.1
"Oct 25, 02:00 pm",741.748,520,17.2,36.6897,1.5
"Oct 25, 03:00 pm",379.218,262,17.2,50.3441,2.1
"Oct 25, 04:00 pm",220.5,140,17.2,64.532,0
"Oct 25, 05:00 pm",58.1255,29,15,77.0024,0
"Oct 25, 06:00 pm",0,0,12.8,0,0
"Oct 25, 07:00 pm",0,0,11.1,0,2.1
"Oct 25, 08:00 pm",0,0,11.1,0,0
"Oct 25, 09:00 pm",0,0,8.3,0,0
"Oct 25, 10:00 pm",0,0,7.2,0,0
"Oct 25, 11:00 pm",0,0,7.8,0,0
"Oct 26, 12:00 am",0,0,8.3,0,0
"Oct 26, 01:00 am",0,0,7.2,0,0
"Oct 26, 02:00 am",0,0,7.2,0,0
"Oct 26, 03:00 am",0,0,7.8,0,0
"Oct 26, 04:00 am",0,0,8.3,0,1.5
"Oct 26, 05:00 am",0,0,8.3,0,1.5
"Oct 26, 06:00 am",0,0,6.7,81.2258,2.6
"Oct 26, 07:00 am",68.4056,50,8.9,73.8737,1.5
"Oct 26, 08:00 am",316.465,211,11.1,59.5744,2.6
"Oct 26, 09:00 am",517.575,369,12.8,45.5558,0
"Oct 26, 10:00 am",716.512,514,15.6,32.3105,0
"Oct 26, 11:00 am",834.894,606,17.8,21.364,2.1
"Oct 26, 12:00 pm",803.073,587,18.9,17.6945,0
"Oct 26, 01:00 pm",524.537,405,21.7,24.7798,0
"Oct 26, 02:00 pm",268.62,223,21.1,36.8649,2.6
"Oct 26, 03:00 pm",278.64,233,20,50.471,4.1
"Oct 26, 04:00 pm",109.737,101,18.9,64.6266,1.5
"Oct 26, 05:00 pm",16.6536,18,17.8,76.9334,2.1
"Oct 26, 06:00 pm",0,0,17.8,0,0
"Oct 26, 07:00 pm",0,0,15,0,0
"Oct 26, 08:00 pm",0,0,16.1,0,0
"Oct 26, 09:00 pm",0,0,13.9,0,2.1
"Oct 26, 10:00 pm",0,0,13.3,0,2.6
"Oct 26, 11:00 pm",0,0,12.8,0,2.1
"Oct 27, 12:00 am",0,0,11.7,0,2.6
"Oct 27, 01:00 am",0,0,11.7,0,1.5
"Oct 27, 02:00 am",0,0,11.1,0,2.1
"Oct 27, 03:00 am",0,0,10.6,0,0
"Oct 27, 04:00 am",0,0,10.6,0,1.5
"Oct 27, 05:00 am",0,0,10,0,1.5
"Oct 27, 06:00 am",0,0,10.6,81.1147,2.1
"Oct 27, 07:00 am",61.913,57,15.6,73.9002,2.6
"Oct 27, 08:00 am",119.904,111,16.1,59.6302,9.3
"Oct 27, 09:00 am",103.373,112,13.3,45.65,6.2
"Oct 27, 10:00 am",143.729,154,14.4,32.4668,6.2
"Oct 27, 11:00 am",167.947,179,14.4,21.6266,3.1
"Oct 27, 12:00 pm",174.778,186,14.4,18.0338,6.7
"Oct 27, 01:00 pm",162.127,173,15,25.0334,5.2
"Oct 27, 02:00 pm",131.167,141,14.4,37.0381,3.6
"Oct 27, 03:00 pm",87.1716,95,14.4,50.5955,2.6
"Oct 27, 04:00 pm",50.0011,55,13.9,64.7184,2.1
"Oct 27, 05:00 pm",11.6802,13,13.9,76.864,3.6
"Oct 27, 06:00 pm",0,0,13.3,0,1.5
"Oct 27, 07:00 pm",0,0,13.3,0,4.1
"Oct 27, 08:00 pm",0,0,13.3,0,3.1
"Oct 27, 09:00 pm",0,0,12.8,0,4.1
"Oct 27, 10:00 pm",0,0,12.2,0,3.1
"Oct 27, 11:00 pm",0,0,12.8,0,6.2
"Oct 28, 12:00 am",0,0,12.8,0,6.2
"Oct 28, 01:00 am",0,0,13.3,0,4.6
"Oct 28, 02:00 am",0,0,12.8,0,4.6
"Oct 28, 03:00 am",0,0,12.8,0,4.1
"Oct 28, 04:00 am",0,0,12.2,0,5.2
"Oct 28, 05:00 am",0,0,11.7,0,4.6
"Oct 28, 06:00 am",0,0,11.7,81.0054,5.2
"Oct 28, 07:00 am",16.1798,18,11.7,73.9296,5.2
"Oct 28, 08:00 am",71.5752,77,12.2,59.6894,7.7
"Oct 28, 09:00 am",154.886,126,12.8,45.7478,8.8
"Oct 28, 10:00 am",295.259,266,14.4,32.6264,9.8
"Oct 28, 11:00 am",260.746,222,15,21.8903,10.3
"Oct 28, 12:00 pm",414.043,346,15,18.3695,8.2
"Oct 28, 01:00 pm",692.246,507,15.6,25.2843,11.8
"Oct 28, 02:00 pm",380.048,295,15,37.2089,8.8
"Oct 28, 03:00 pm",177.034,150,15,50.7174,8.2
"Oct 28, 04:00 pm",264.527,155,13.9,64.8073,6.2
"Oct 28, 05:00 pm",53.6334,25,11.7,76.7941,2.6
"Oct 28, 06:00 pm",0,0,10.6,0,1.5
"Oct 28, 07:00 pm",0,0,10.2,0,1.8
"Oct 28, 08:00 pm",0,0,10,0,2.1
"Oct 28, 09:00 pm",0,0,7.8,0,4.1
"Oct 28, 10:00 pm",0,0,7.2,0,4.6
"Oct 28, 11:00 pm",0,0,5,0,3.6
"Oct 29, 12:00 am",0,0,5.6,0,2.6
"Oct 29, 01:00 am",0,0,5,0,2.6
"Oct 29, 02:00 am",0,0,5,0,2.1
"Oct 29, 03:00 am",0,0,2.2,0,2.1
"Oct 29, 04:00 am",0,0,3.9,0,3.1
"Oct 29, 05:00 am",0,0,2.2,0,0
"Oct 29, 06:00 am",0.632786,0,3.3,80.8978,2.1
"Oct 29, 07:00 am",130.122,60,4.4,73.962,0
"Oct 29, 08:00 am",387.913,235,8.3,59.7519,0
"Oct 29, 09:00 am",632.086,412,9.4,45.8491,2.1
"Oct 29, 10:00 am",653.147,443,11.1,32.7892,3.6
"Oct 29, 11:00 am",887.171,615,12.2,22.1548,1.5
"Oct 29, 12:00 pm",932.691,646,12.2,18.7014,2.6
"Oct 29, 01:00 pm",880.457,605,13.9,25.5325,2.6
"Oct 29, 02:00 pm",743.508,496,13.9,37.3773,2.6
"Oct 29, 03:00 pm",497.407,318,14.4,50.8367,2.1
"Oct 29, 04:00 pm",297.368,168,13.9,64.8933,0
"Oct 29, 05:00 pm",54.2866,22,12.8,76.7237,0
"Oct 29, 06:00 pm",0,0,10,0,0
"Oct 29, 07:00 pm",0,0,8.9,0,0
"Oct 29, 08:00 pm",0,0,7.8,0,1.5
"Oct 29, 09:00 pm",0,0,5.6,0,0
"Oct 29, 10:00 pm",0,0,5.6,0,2.1
"Oct 29, 11:00 pm",0,0,5.6,0,0
"Oct 30, 12:00 am",0,0,5,0,2.1
"Oct 30, 01:00 am",0,0,3.9,0,1.5
"Oct 30, 02:00 am",0,0,3.9,0,2.6
"Oct 30, 03:00 am",0,0,5,0,3.1
"Oct 30, 04:00 am",0,0,3.9,0,3.1
"Oct 30, 05:00 am",0,0,3.3,0,0
"Oct 30, 06:00 am",0,0,3.9,0,0
"Oct 30, 07:00 am",98.9078,50,5.6,73.9482,1.5
"Oct 30, 08:00 am",314.61,199,7.2,59.8176,2.1
"Oct 30, 09:00 am",497.611,338,8.9,45.9538,0
"Oct 30, 10:00 am",756.686,526,12.2,32.9551,1.5
"Oct 30, 11:00 am",458.745,376,13.3,22.4199,0
"Oct 30, 12:00 pm",962.103,659,15,19.0293,2.1
"Oct 30, 01:00 pm",848.53,606,16.1,25.7777,2.6
"Oct 30, 02:00 pm",495.303,419,16.1,37.5432,2.1
"Oct 30, 03:00 pm",367.411,256,15.6,50.9532,0
"Oct 30, 04:00 pm",225.685,141,14.4,64.9763,2.1
"Oct 30, 05:00 pm",24.9047,18,13.3,76.6529,1.5
"Oct 30, 06:00 pm",0,0,13.3,0,0
"Oct 30, 07:00 pm",0,0,12.2,0,0
"Oct 30, 08:00 pm",0,0,11.7,0,2.6
"Oct 30, 09:00 pm",0,0,12.2,0,1.5
"Oct 30, 10:00 pm",0,0,12.2,0,1.5
"Oct 30, 11:00 pm",0,0,11.1,0,1.5
"Oct 31, 12:00 am",0,0,11.1,0,0
"Oct 31, 01:00 am",0,0,11.1,0,0
"Oct 31, 02:00 am",0,0,10.6,0,1.5
"Oct 31, 03:00 am",0,0,10,0,2.1
"Oct 31, 04:00 am",0,0,10,0,0
"Oct 31, 05:00 am",0,0,9.4,0,2.1
"Oct 31, 06:00 am",0,0,10,0,2.1
"Oct 31, 07:00 am",22.5199,25,10,73.8724,0
"Oct 31, 08:00 am",53.2683,59,10,59.8866,3.6
"Oct 31, 09:00 am",125.985,121,11.1,46.0617,1.5
"Oct 31, 10:00 am",140.119,150,12.2,33.1237,2.1
"Oct 31, 11:00 am",164.36,175,12.2,22.6853,2.1
"Oct 31, 12:00 pm",171.201,182,12.2,19.3533,0
"Oct 31, 01:00 pm",157.534,168,12.8,26.0198,2.1
"Oct 31, 02:00 pm",127.555,137,12.8,37.7063,2.1
"Oct 31, 03:00 pm",68.7864,76,12.2,51.0669,3.1
"Oct 31, 04:00 pm",44.2877,49,12.2,65.0562,2.6
"Oct 31, 05:00 pm",8.97712,10,12.2,76.5816,3.1
"Oct 31, 06:00 pm",0,0,12.2,0,1.5
"Oct 31, 07:00 pm",0,0,12.2,0,2.6
"Oct 31, 08:00 pm",0,0,12.2,0,2.6
"Oct 31, 09:00 pm",0,0,13.3,0,2.6
"Oct 31, 10:00 pm",0,0,14.4,0,2.6
"Oct 31, 11:00 pm",0,0,15.5,0,2.6
"Nov 1, 12:00 am",0,0,16.7,0,2.6
"Nov 1, 01:00 am",0,0,17.8,0,2.6
"Nov 1, 02:00 am",0,0,18.9,0,2.6
"Nov 1, 03:00 am",0,0,20,0,2.6
"Nov 1, 04:00 am",0,0,19.4,0,2.2
"Nov 1, 05:00 am",0,0,18.9,0,1.9
"Nov 1, 06:00 am",0,0,18.3,0,1.5
"Nov 1, 07:00 am",79.877,48,20,73.8093,3.2
"Nov 1, 08:00 am",282.163,185,21.6,59.9533,5
"Nov 1, 09:00 am",522.919,353,23.3,46.1627,6.7
"Nov 1, 10:00 am",493.376,351,23.9,33.2777,7
"Nov 1, 11:00 am",346.1,310,24.4,22.9216,7.4
"Nov 1, 12:00 pm",591.968,462,25,19.6355,7.7
"Nov 1, 01:00 pm",435.947,358,24.3,26.2287,6.2
"Nov 1, 02:00 pm",314.018,256,23.5,37.8451,4.6
"Nov 1, 03:00 pm",264.18,210,22.8,51.1617,3.1
"Nov 1, 04:00 pm",92.0094,84,19.6,65.1208,3.8
"Nov 1, 05:00 pm",15.3681,17,16.5,76.5167,4.5
"Nov 1, 06:00 pm",0,0,13.3,0,5.2
"Nov 1, 07:00 pm",0,0,12.9,0,4.3
"Nov 1, 08:00 pm",0,0,12.6,0,3.5
"Nov 1, 09:00 pm",0,0,12.2,0,2.6
"Nov 1, 10:00 pm",0,0,12,0,2.6
"Nov 1, 11:00 pm",0,0,11.9,0,2.6
"Nov 2, 12:00 am",0,0,11.7,0,2.6
"Nov 2, 01:00 am",0,0,11.3,0,3.1
"Nov 2, 02:00 am",0,0,11,0,3.6
"Nov 2, 03:00 am",0,0,10.6,0,4.1
"Nov 2, 04:00 am",0,0,10.6,0,3.9
"Nov 2, 05:00 am",0,0,10.6,0,3.8
"Nov 2, 06:00 am",0,0,10.6,0,3.6
"Nov 2, 07:00 am",22.4468,23,11,73.7388,3.8
"Nov 2, 08:00 am",94.2206,97,11.3,60.0283,3.9
"Nov 2, 09:00 am",175.489,177,11.7,46.2766,4.1
"Nov 2, 10:00 am",221.481,225,11.9,33.4513,3.8
"Nov 2, 11:00 am",232.221,238,12,23.187,3.4
"Nov 2, 12:00 pm",250.765,255,12.2,19.9517,3.1
"Nov 2, 01:00 pm",256.853,260,12.6,26.4645,3.3
"Nov 2, 02:00 pm",222.692,225,12.9,38.0027,3.4
"Nov 2, 03:00 pm",185.112,184,13.3,51.2696,3.6
"Nov 2, 04:00 pm",151.531,117,12.2,65.1946,3.4
"Nov 2, 05:00 pm",34.2589,23,11.1,76.4445,3.3
"Nov 2, 06:00 pm",0,0,10,0,3.1
"Nov 2, 07:00 pm",0,0,9.4,0,3.1
"Nov 2, 08:00 pm",0,0,8.9,0,3.1
"Nov 2, 09:00 pm",0,0,8.3,0,3.1
"Nov 2, 10:00 pm",0,0,7.8,0,2.9
"Nov 2, 11:00 pm",0,0,7.2,0,2.8
"Nov 3, 12:00 am",0,0,6.7,0,2.6
"Nov 3, 01:00 am",0,0,6.5,0,1.7
"Nov 3, 02:00 am",0,0,6.3,0,0.9
"Nov 3, 03:00 am",0,0,6.1,0,0
"Nov 3, 04:00 am",0,0,5.2,0,0
"Nov 3, 05:00 am",0,0,4.2,0,0
"Nov 3, 06:00 am",0,0,3.3,0,0
"Nov 3, 07:00 am",86.3229,46,5.7,73.6711,0.5
"Nov 3, 08:00 am",341.904,204,8.2,60.1064,1
"Nov 3, 09:00 am",591.156,381,10.6,46.3936,1.5
"Nov 3, 10:00 am",787.588,526,11.7,33.6272,2.7
"Nov 3, 11:00 am",909.659,616,12.8,23.4521,4
"Nov 3, 12:00 pm",935.637,640,13.9,20.2636,5.2
"Nov 3, 01:00 pm",884.559,598,14.3,26.6968,4.5
"Nov 3, 02:00 pm",738.568,489,14.6,38.1572,3.8
"Nov 3, 03:00 pm",516.416,327,15,51.3744,3.1
"Nov 3, 04:00 pm",250.171,144,13.1,65.265,3.1
"Nov 3, 05:00 pm",33.9045,26,11.3,76.3719,3.1
"Nov 3, 06:00 pm",0,0,9.4,0,3.1
"Nov 3, 07:00 pm",0,0,7.9,0,2.1
"Nov 3, 08:00 pm",0,0,6.5,0,1
"Nov 3, 09:00 pm",0,0,5,0,0
"Nov 3, 10:00 pm",0,0,4.3,0,0.9
"Nov 3, 11:00 pm",0,0,3.5,0,1.7
"Nov 4, 12:00 am",0,0,2.8,0,2.6
"Nov 4, 01:00 am",0,0,2.6,0,1.7
"Nov 4, 02:00 am",0,0,2.4,0,0.9
"Nov 4, 03:00 am",0,0,2.2,0,0
"Nov 4, 04:00 am",0,0,1.8,0,0
"Nov 4, 05:00 am",0,0,1.5,0,0
"Nov 4, 06:00 am",0,0,1.1,0,0
"Nov 4, 07:00 am",136.326,57,3.3,73.6063,0.7
"Nov 4, 08:00 am",413.16,232,5.6,60.1875,1.4
"Nov 4, 09:00 am",657.808,412,7.8,46.5133,2.1
"Nov 4, 10:00 am",842.968,554,10,33.8053,2.6
"Nov 4, 11:00 am",955.408,641,12.2,23.7166,3.1
"Nov 4, 12:00 pm",986.849,665,14.4,20.5711,3.6
"Nov 4, 01:00 pm",927.942,620,15,26.9255,3.8
"Nov 4, 02:00 pm",788.226,513,15.5,38.3085,3.9
"Nov 4, 03:00 pm",577.62,354,16.1,51.476,4.1
"Nov 4, 04:00 pm",315.432,166,14.3,65.332,3.9
"Nov 4, 05:00 pm",65.3016,33,12.4,76.2988,3.8
"Nov 4, 06:00 pm",0,0,10.6,0,3.6
"Nov 4, 07:00 pm",0,0,8.7,0,3.1
"Nov 4, 08:00 pm",0,0,6.9,0,2.6
"Nov 4, 09:00 pm",0,0,5,0,2.1
"Nov 4, 10:00 pm",0,0,5,0,2.1
"Nov 4, 11:00 pm",0,0,5,0,2.1
"Nov 5, 12:00 am",0,0,5,0,2.1
"Nov 5, 01:00 am",0,0,3.9,0,1.4
"Nov 5, 02:00 am",0,0,2.8,0,0.7
"Nov 5, 03:00 am",0,0,1.7,0,0
"Nov 5, 04:00 am",0,0,1.9,0,0
"Nov 5, 05:00 am",0,0,2,0,0
"Nov 5, 06:00 am",0,0,2.2,0,0
"Nov 5, 07:00 am",90.6262,45,4.4,73.5443,0.7
"Nov 5, 08:00 am",349.163,200,6.7,60.2716,1.4
"Nov 5, 09:00 am",626.286,392,8.9,46.6359,2.1
"Nov 5, 10:00 am",806.14,527,11.1,33.9854,1.9
"Nov 5, 11:00 am",923.916,621,13.4,23.9802,1.7
"Nov 5, 12:00 pm",951.128,643,15.6,20.8741,1.5
"Nov 5, 01:00 pm",900.672,598,16.5,27.1502,1
"Nov 5, 02:00 pm",709.296,462,17.4,38.4565,0.5
"Nov 5, 03:00 pm",520.646,321,18.3,51.5742,0
"Nov 5, 04:00 pm",250.352,143,16.6,65.3956,0.5
"Nov 5, 05:00 pm",46.6757,26,15,76.2253,1
"Nov 5, 06:00 pm",0,0,13.3,0,1.5
"Nov 5, 07:00 pm",0,0,12,0,1
"Nov 5, 08:00 pm",0,0,10.7,0,0.5
"Nov 5, 09:00 pm",0,0,9.4,0,0
"Nov 5, 10:00 pm",0,0,8.5,0,0.7
"Nov 5, 11:00 pm",0,0,7.6,0,1.4
