Location,TVA,,,,
Address,"1709 Alcoa Highway, Knoxville TN",,,,
Long. Lat,35.942,-83.952,,,
Opt. tilt,30.75 deg,accurate to 0.25 deg,,,
Opt. azimuth,179.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Jul 6, 02:00 pm",891.015,905,32.2,31.7807,4.1
"Jul 6, 03:00 pm",711.402,747,32.8,44.5457,2.1
"Jul 6, 04:00 pm",474.333,530,32.8,58.0555,3.6
"Jul 6, 05:00 pm",287.228,366,31.7,71.8297,4.1
"Jul 6, 06:00 pm",86.9569,170,31.7,85.6469,3.6
"Jul 6, 07:00 pm",18.6778,35,27.2,98.2376,4.1
"Jul 6, 08:00 pm",0,0,25,0,3.6
"Jul 6, 09:00 pm",0,0,24.4,0,3.1
"Jul 6, 10:00 pm",0,0,23.3,0,2.6
"Jul 6, 11:00 pm",0,0,21.1,0,2.6
"Jul 7, 12:00 am",0,0,21.1,0,1.5
"Jul 7, 01:00 am",0,0,18.9,0,0
"Jul 7, 02:00 am",0,0,17.8,0,2.6
"Jul 7, 03:00 am",0,0,17.2,0,0
"Jul 7, 04:00 am",0,0,16.1,0,2.1
"Jul 7, 05:00 am",11.7217,13,16.1,100.353,2.1
"Jul 7, 06:00 am",58.4555,87,18.9,90.3645,0
"Jul 7, 07:00 am",195.035,253,22.2,76.5704,1.5
"Jul 7, 08:00 am",404.859,464,26.7,62.754,2.1
"Jul 7, 09:00 am",619.242,659,28.3,49.1087,2.6
"Jul 7, 10:00 am",766.303,784,30,35.9813,3.6
"Jul 7, 11:00 am",833.571,837,31.7,24.357,4.6
"Jul 7, 12:00 pm",855.87,858,32.8,17.6292,3.1
"Jul 7, 01:00 pm",911.399,912,33.9,21.1651,3.1
"Jul 7, 02:00 pm",783.062,794,34.4,31.6952,2.1
"Jul 7, 03:00 pm",663.551,695,35,44.4792,4.1
"Jul 7, 04:00 pm",455.217,506,35,58.0031,5.2
"Jul 7, 05:00 pm",256.777,310,34.4,71.7891,3.6
"Jul 7, 06:00 pm",102.304,147,33.3,85.6173,3.6
"Jul 7, 07:00 pm",27.5739,32,30,98.1929,3.6
"Jul 7, 08:00 pm",0,0,27.2,0,3.6
"Jul 7, 09:00 pm",0,0,26.1,0,3.1
"Jul 7, 10:00 pm",0,0,24.4,0,2.6
"Jul 7, 11:00 pm",0,0,22.8,0,2.6
"Jul 8, 12:00 am",0,0,21.1,0,2.6
"Jul 8, 01:00 am",0,0,20.6,0,3.6
"Jul 8, 02:00 am",0,0,21.7,0,3.1
"Jul 8, 03:00 am",0,0,21.7,0,3.1
"Jul 8, 04:00 am",0,0,20,0,2.6
"Jul 8, 05:00 am",10.7037,15,18.9,100.342,1.5
"Jul 8, 06:00 am",37.2346,115,22.2,90.4109,3.1
"Jul 8, 07:00 am",212.799,307,25.6,76.6061,2.6
"Jul 8, 08:00 am",440.707,515,29.4,62.7776,2.1
"Jul 8, 09:00 am",661.704,707,31.1,49.117,3.6
"Jul 8, 10:00 am",838.342,858,33.9,35.9673,1.5
"Jul 8, 11:00 am",948.536,959,35.6,24.3048,3.6
"Jul 8, 12:00 pm",995.948,1001,36.1,17.5209,2.6
"Jul 8, 01:00 pm",985.063,983,36.7,21.0513,3.6
"Jul 8, 02:00 pm",826.913,835,38.3,31.608,3.1
"Jul 8, 03:00 pm",662.547,691,37.8,44.4123,4.1
"Jul 8, 04:00 pm",512.312,571,37.8,57.9514,0
"Jul 8, 05:00 pm",294.266,375,37.2,71.7497,2.1
"Jul 8, 06:00 pm",99.0295,175,35.6,85.5897,2.6
"Jul 8, 07:00 pm",21.362,36,32.2,98.1473,3.6
"Jul 8, 08:00 pm",0,0,28.9,0,3.1
"Jul 8, 09:00 pm",0,0,27.8,0,2.6
"Jul 8, 10:00 pm",0,0,25.6,0,2.1
"Jul 8, 11:00 pm",0,0,23.9,0,0
"Jul 9, 12:00 am",0,0,22.8,0,2.1
"Jul 9, 01:00 am",0,0,22.2,0,1.5
"Jul 9, 02:00 am",0,0,21.1,0,0
"Jul 9, 03:00 am",0,0,20.6,0,2.6
"Jul 9, 04:00 am",0,0,20.6,0,2.1
"Jul 9, 05:00 am",10.9357,16,20,100.328,2.1
"Jul 9, 06:00 am",34.7589,116,21.1,90.4564,1.5
"Jul 9, 07:00 am",214.433,306,25,76.6404,3.1
"Jul 9, 08:00 am",441.622,514,28.9,62.7991,4.6
"Jul 9, 09:00 am",658.76,702,31.1,49.1226,3.1
"Jul 9, 10:00 am",742.685,755,33.3,35.9497,2.1
"Jul 9, 11:00 am",825.303,819,34.4,24.2476,2.1
"Jul 9, 12:00 pm",926.208,914,36.1,17.4061,2.6
"Jul 9, 01:00 pm",879.792,871,37.2,20.9334,3.6
"Jul 9, 02:00 pm",804.04,810,37.8,31.5191,1.5
"Jul 9, 03:00 pm",605.468,631,35,44.3454,6.7
"Jul 9, 04:00 pm",466.567,516,35,57.9003,6.7
"Jul 9, 05:00 pm",240.049,297,34.4,71.7118,4.1
"Jul 9, 06:00 pm",87.8419,132,32.2,85.5639,2.6
"Jul 9, 07:00 pm",20.6393,24,30.6,98.1007,3.1
"Jul 9, 08:00 pm",0,0,29.4,0,4.6
"Jul 9, 09:00 pm",0,0,27.8,0,1.5
"Jul 9, 10:00 pm",0,0,25,0,0
"Jul 9, 11:00 pm",0,0,25.6,0,3.1
"Jul 10, 12:00 am",0,0,23.3,0,0
"Jul 10, 01:00 am",0,0,22.8,0,2.6
"Jul 10, 02:00 am",0,0,21.7,0,2.1
"Jul 10, 03:00 am",0,0,21.1,0,3.1
"Jul 10, 04:00 am",0,0,21.7,0,0
"Jul 10, 05:00 am",4.49162,5,21.7,100.313,2.1
"Jul 10, 06:00 am",38.2693,48,23.3,90.5009,2.6
"Jul 10, 07:00 am",200.082,263,25.6,76.6732,3.6
"Jul 10, 08:00 am",254.314,284,27.8,62.8186,2.6
"Jul 10, 09:00 am",595.455,631,31.1,49.1254,5.7
"Jul 10, 10:00 am",671.304,682,32.2,35.9285,4.1
"Jul 10, 11:00 am",941.225,937,33.9,24.1854,6.2
"Jul 10, 12:00 pm",908.252,896,35,17.285,7.2
"Jul 10, 01:00 pm",912.936,903,36.7,20.8114,2.6
"Jul 10, 02:00 pm",696.683,702,36.7,31.4289,3.1
"Jul 10, 03:00 pm",637.49,664,35.6,44.2783,6.2
"Jul 10, 04:00 pm",295.726,324,35.6,57.85,4.6
"Jul 10, 05:00 pm",278.028,352,35,71.6753,5.2
"Jul 10, 06:00 pm",88.6507,165,31.1,85.5402,8.2
"Jul 10, 07:00 pm",22.9329,31,28.9,98.0533,4.6
"Jul 10, 08:00 pm",0,0,27.2,0,2.6
"Jul 10, 09:00 pm",0,0,26.7,0,2.1
"Jul 10, 10:00 pm",0,0,27.2,0,4.1
"Jul 10, 11:00 pm",0,0,27.2,0,6.2
"Jul 11, 12:00 am",0,0,26.1,0,4.1
"Jul 11, 01:00 am",0,0,25.6,0,4.1
"Jul 11, 02:00 am",0,0,24.4,0,4.1
"Jul 11, 03:00 am",0,0,23.9,0,3.1
"Jul 11, 04:00 am",0,0,23.9,0,5.7
"Jul 11, 05:00 am",9.16022,10,22.8,100.295,3.1
"Jul 11, 06:00 am",48.6144,71,23.9,90.5445,3.1
"Jul 11, 07:00 am",148.316,190,26.7,76.7044,4.6
"Jul 11, 08:00 am",343.312,388,27.2,62.8359,7.2
"Jul 11, 09:00 am",543.962,575,29.4,49.1255,7.7
"Jul 11, 10:00 am",634.063,642,29.4,35.9037,6.2
"Jul 11, 11:00 am",812.747,809,32.8,24.1183,6.2
"Jul 11, 12:00 pm",620.93,620,32.8,17.1575,5.7
"Jul 11, 01:00 pm",308.229,333,32.2,20.6854,5.7
"Jul 11, 02:00 pm",345.056,373,30.6,31.3372,8.2
"Jul 11, 03:00 pm",286.229,307,32.8,44.2113,5.7
"Jul 11, 04:00 pm",311.876,341,33.3,57.8007,5.2
"Jul 11, 05:00 pm",182.124,210,30,71.6404,6.7
"Jul 11, 06:00 pm",56.0127,69,29.4,85.5185,7.2
"Jul 11, 07:00 pm",18.9594,21,28.3,98.005,6.2
"Jul 11, 08:00 pm",0,0,27.8,0,4.1
"Jul 11, 09:00 pm",0,0,27.8,0,6.7
"Jul 11, 10:00 pm",0,0,26.1,0,6.2
"Jul 11, 11:00 pm",0,0,25,0,4.1
"Jul 12, 12:00 am",0,0,21.7,0,4.1
"Jul 12, 01:00 am",0,0,21.7,0,3.6
"Jul 12, 02:00 am",0,0,21.1,0,2.6
"Jul 12, 03:00 am",0,0,21.7,0,3.6
"Jul 12, 04:00 am",0,0,21.7,0,3.6
"Jul 12, 05:00 am",7.19759,8,22.2,100.274,4.1
"Jul 12, 06:00 am",35.2306,39,22.8,90.5869,4.1
"Jul 12, 07:00 am",120.177,136,23.3,76.734,5.7
"Jul 12, 08:00 am",176.41,196,23.9,62.8511,7.2
"Jul 12, 09:00 am",183.364,201,23.3,49.1229,5.7
"Jul 12, 10:00 am",322.818,350,23.9,35.8752,5.2
"Jul 12, 11:00 am",707.779,712,26.1,24.0463,5.7
"Jul 12, 12:00 pm",425.413,441,28.3,17.0236,8.2
"Jul 12, 01:00 pm",576.225,586,30,20.5555,6.2
"Jul 12, 02:00 pm",415.455,437,29.4,31.2444,6.7
"Jul 12, 03:00 pm",437.344,461,29.4,44.1445,5.7
"Jul 12, 04:00 pm",377.638,414,29.4,57.7523,5.2
"Jul 12, 05:00 pm",90.987,101,28.3,71.607,4.1
"Jul 12, 06:00 pm",42.7057,47,27.8,85.499,3.1
"Jul 12, 07:00 pm",21.4038,24,26.7,97.956,2.6
"Jul 12, 08:00 pm",0,0,26.1,0,0
"Jul 12, 09:00 pm",0,0,25,0,3.1
"Jul 12, 10:00 pm",0,0,25,0,3.6
"Jul 12, 11:00 pm",0,0,23.9,0,3.1
"Jul 13, 12:00 am",0,0,23.3,0,3.6
"Jul 13, 01:00 am",0,0,23.3,0,2.1
"Jul 13, 02:00 am",0,0,22.8,0,1.5
"Jul 13, 03:00 am",0,0,22.8,0,2.1
"Jul 13, 04:00 am",0,0,22.2,0,1.5
"Jul 13, 05:00 am",5.39297,6,22.8,100.251,2.1
"Jul 13, 06:00 am",57.7228,68,22.8,90.6282,1.5
"Jul 13, 07:00 am",66.7514,74,22.8,76.7619,5.2
"Jul 13, 08:00 am",108.677,120,22.8,62.8641,1.5
"Jul 13, 09:00 am",284.454,312,23.3,49.1174,2.1
"Jul 13, 10:00 am",202.279,221,23.3,35.8432,2.6
"Jul 13, 11:00 am",238.525,259,23.3,23.9694,3.6
"Jul 13, 12:00 pm",247.479,268,22.8,16.8835,3.1
"Jul 13, 01:00 pm",265.027,287,22.8,20.4219,4.1
"Jul 13, 02:00 pm",381.516,412,23.3,31.1506,3.1
"Jul 13, 03:00 pm",192.386,210,23.9,44.078,2.6
"Jul 13, 04:00 pm",141.978,156,23.9,57.7051,2.6
"Jul 13, 05:00 pm",106.508,118,23.3,71.5754,5.2
"Jul 13, 06:00 pm",72.0282,82,23.3,85.4817,3.1
"Jul 13, 07:00 pm",22.1802,25,23.9,97.9062,4.1
"Jul 13, 08:00 pm",0,0,23.3,0,4.6
"Jul 13, 09:00 pm",0,0,23.3,0,3.1
"Jul 13, 10:00 pm",0,0,23.9,0,5.2
"Jul 13, 11:00 pm",0,0,23.9,0,4.6
"Jul 14, 12:00 am",0,0,23.9,0,4.6
"Jul 14, 01:00 am",0,0,23.9,0,4.6
"Jul 14, 02:00 am",0,0,23.9,0,3.6
"Jul 14, 03:00 am",0,0,23.3,0,3.6
"Jul 14, 04:00 am",0,0,23.3,0,3.6
"Jul 14, 05:00 am",9.91258,11,23.3,100.226,4.6
"Jul 14, 06:00 am",50.3397,58,23.9,90.6683,4.1
"Jul 14, 07:00 am",130.659,148,25,76.7882,3.6
"Jul 14, 08:00 am",200.122,223,25.6,62.8749,5.2
"Jul 14, 09:00 am",310.589,339,26.7,49.1092,5.2
"Jul 14, 10:00 am",360.828,382,28.3,35.8077,4.1
"Jul 14, 11:00 am",833.63,828,30.6,23.8877,3.1
"Jul 14, 12:00 pm",676.383,673,30.6,16.7371,2.6
"Jul 14, 01:00 pm",603.826,603,31.7,20.2848,5.2
"Jul 14, 02:00 pm",724.156,727,32.2,31.0558,5.2
"Jul 14, 03:00 pm",632.14,655,32.8,44.0119,3.1
"Jul 14, 04:00 pm",476.874,524,32.8,57.659,2.1
"Jul 14, 05:00 pm",275.682,346,32.8,71.5455,3.1
"Jul 14, 06:00 pm",88.7149,150,30.6,85.4666,3.1
"Jul 14, 07:00 pm",14.6745,17,28.9,97.8556,3.1
"Jul 14, 08:00 pm",0,0,26.7,0,2.6
"Jul 14, 09:00 pm",0,0,26.1,0,0
"Jul 14, 10:00 pm",0,0,25,0,2.1
"Jul 14, 11:00 pm",0,0,24.4,0,2.1
"Jul 15, 12:00 am",0,0,23.9,0,1.5
"Jul 15, 01:00 am",0,0,23.3,0,1.5
"Jul 15, 02:00 am",0,0,22.8,0,2.1
"Jul 15, 03:00 am",0,0,22.8,0,2.6
"Jul 15, 04:00 am",0,0,22.8,0,0
"Jul 15, 05:00 am",9.29703,10,22.2,100.198,2.1
"Jul 15, 06:00 am",50.9925,97,23.9,90.7071,2.6
"Jul 15, 07:00 am",200.324,266,26.1,76.8127,2.6
"Jul 15, 08:00 am",333.214,376,28.9,62.8835,3.1
"Jul 15, 09:00 am",597.424,629,30.6,49.0981,2.1
"Jul 15, 10:00 am",773.126,779,32.2,35.7686,3.1
"Jul 15, 11:00 am",789.437,781,33.3,23.8013,2.1
"Jul 15, 12:00 pm",917.412,902,34.4,16.5846,3.6
"Jul 15, 01:00 pm",913.08,898,35,20.1441,4.1
"Jul 15, 02:00 pm",814.953,814,35,30.9603,1.5
"Jul 15, 03:00 pm",607.894,628,35,43.9463,2.6
"Jul 15, 04:00 pm",499.01,548,35.6,57.6142,3.1
"Jul 15, 05:00 pm",254.603,320,34.4,71.5175,2.1
"Jul 15, 06:00 pm",86.0977,161,33.9,85.4538,2.6
"Jul 15, 07:00 pm",20.6043,27,31.7,97.8044,1.5
"Jul 15, 08:00 pm",0,0,29.4,0,1.5
"Jul 15, 09:00 pm",0,0,28.3,0,2.1
"Jul 15, 10:00 pm",0,0,27.8,0,2.6
"Jul 15, 11:00 pm",0,0,26.7,0,2.1
"Jul 16, 12:00 am",0,0,26.1,0,2.1
"Jul 16, 01:00 am",0,0,26.7,0,0
"Jul 16, 02:00 am",0,0,25,0,0
"Jul 16, 03:00 am",0,0,24.4,0,0
"Jul 16, 04:00 am",0,0,24.4,0,1.5
"Jul 16, 05:00 am",9.29703,14,24.4,100.167,2.6
"Jul 16, 06:00 am",28.5499,111,25.6,90.7446,0
"Jul 16, 07:00 am",210.831,304,28.9,76.8354,0
"Jul 16, 08:00 am",435.76,504,30.6,62.8898,0
"Jul 16, 09:00 am",648.983,689,32.8,49.0843,0
"Jul 16, 10:00 am",819.918,834,33.3,35.726,2.1
"Jul 16, 11:00 am",904.869,904,33.9,23.7102,0
"Jul 16, 12:00 pm",919.047,903,36.1,16.4259,0
"Jul 16, 01:00 pm",896.208,884,35,20.0002,2.1
"Jul 16, 02:00 pm",737.916,748,33.9,30.8642,5.2
"Jul 16, 03:00 pm",480.701,494,35,43.8814,5.2
"Jul 16, 04:00 pm",138.94,153,26.7,57.5708,6.2
"Jul 16, 05:00 pm",70.3666,78,27.2,71.4913,2.6
"Jul 16, 06:00 pm",74.4603,85,26.1,85.4433,1.5
"Jul 16, 07:00 pm",13.5157,15,25.6,97.7525,5.2
"Jul 16, 08:00 pm",0,0,25,0,1.5
"Jul 16, 09:00 pm",0,0,25,0,2.1
"Jul 16, 10:00 pm",0,0,23.9,0,2.6
"Jul 16, 11:00 pm",0,0,23.9,0,2.1
"Jul 17, 12:00 am",0,0,23.3,0,4.6
"Jul 17, 01:00 am",0,0,22.8,0,2.6
"Jul 17, 02:00 am",0,0,22.2,0,0
"Jul 17, 03:00 am",0,0,22.8,0,1.5
"Jul 17, 04:00 am",0,0,22.2,0,3.1
"Jul 17, 05:00 am",6.50792,7,21.7,100.134,1.5
"Jul 17, 06:00 am",41.1092,52,22.8,90.7807,3.1
"Jul 17, 07:00 am",192.761,257,24.4,76.8563,2.6
"Jul 17, 08:00 am",415.438,471,27.2,62.8938,2.6
"Jul 17, 09:00 am",631.807,663,29.4,49.0677,2.6
"Jul 17, 10:00 am",805.697,810,30.6,35.68,3.1
"Jul 17, 11:00 am",936.096,922,32.8,23.6145,2.1
"Jul 17, 12:00 pm",897.404,880,32.8,16.261,2.6
"Jul 17, 01:00 pm",716.836,714,33.9,19.8531,2.1
"Jul 17, 02:00 pm",823.058,822,34.4,30.7676,3.6
"Jul 17, 03:00 pm",662.559,682,34.4,43.8172,3.6
"Jul 17, 04:00 pm",501.744,550,34.4,57.5289,3.1
"Jul 17, 05:00 pm",289.479,357,33.9,71.4672,2.6
"Jul 17, 06:00 pm",100.41,150,32.2,85.4353,4.6
"Jul 17, 07:00 pm",23.412,28,30,97.6999,3.1
"Jul 17, 08:00 pm",0,0,28.9,0,2.6
"Jul 17, 09:00 pm",0,0,27.2,0,2.1
"Jul 17, 10:00 pm",0,0,27.2,0,2.6
"Jul 17, 11:00 pm",0,0,27.8,0,2.6
"Jul 18, 12:00 am",0,0,27.8,0,3.6
"Jul 18, 01:00 am",0,0,25,0,4.6
"Jul 18, 02:00 am",0,0,23.3,0,5.7
"Jul 18, 03:00 am",0,0,22.2,0,3.1
"Jul 18, 04:00 am",0,0,22.8,0,2.6
"Jul 18, 05:00 am",8.36733,9,22.8,100.099,3.1
"Jul 18, 06:00 am",52.5453,70,22.8,90.8153,2.1
"Jul 18, 07:00 am",190.284,253,24.4,76.8753,1.5
"Jul 18, 08:00 am",398.394,451,26.7,62.8955,3.6
"Jul 18, 09:00 am",630.255,659,28.9,49.0484,4.1
"Jul 18, 10:00 am",810.105,813,31.1,35.6305,6.2
"Jul 18, 11:00 am",751.177,740,31.1,23.5142,6.7
"Jul 18, 12:00 pm",896.223,876,32.8,16.0901,6.2
"Jul 18, 01:00 pm",862.206,846,33.3,19.703,6.2
"Jul 18, 02:00 pm",440.39,452,34.4,30.6707,5.2
"Jul 18, 03:00 pm",391.145,417,33.3,43.754,5.2
"Jul 18, 04:00 pm",387.071,421,32.2,57.4886,5.2
"Jul 18, 05:00 pm",263.515,317,32.8,71.4451,4.1
"Jul 18, 06:00 pm",70.6909,83,31.7,85.4297,2.6
"Jul 18, 07:00 pm",18.919,21,29.4,97.6468,4.1
"Jul 18, 08:00 pm",0,0,27.2,0,4.1
"Jul 18, 09:00 pm",0,0,25.6,0,4.1
"Jul 18, 10:00 pm",0,0,25,0,2.6
"Jul 18, 11:00 pm",0,0,24.4,0,3.1
"Jul 19, 12:00 am",0,0,24.4,0,1.5
"Jul 19, 01:00 am",0,0,23.9,0,3.1
"Jul 19, 02:00 am",0,0,23.3,0,2.1
"Jul 19, 03:00 am",0,0,22.8,0,2.6
"Jul 19, 04:00 am",0,0,23.3,0,2.1
"Jul 19, 05:00 am",6.50792,10,23.3,100.061,2.1
"Jul 19, 06:00 am",34.829,89,25.6,90.8484,3.1
"Jul 19, 07:00 am",173.934,237,27.2,76.8924,5.7
"Jul 19, 08:00 am",396.255,447,27.8,62.895,5.7
"Jul 19, 09:00 am",678.489,710,29.4,49.0262,7.7
"Jul 19, 10:00 am",794.604,798,31.1,35.5776,6.7
"Jul 19, 11:00 am",789.572,772,31.1,23.4094,6.7
"Jul 19, 12:00 pm",903.724,881,32.2,15.9132,7.2
"Jul 19, 01:00 pm",783.991,765,32.8,19.55,7.2
"Jul 19, 02:00 pm",680.419,673,32.8,30.5737,7.7
"Jul 19, 03:00 pm",613.354,627,33.3,43.6917,6.7
"Jul 19, 04:00 pm",486.569,533,32.8,57.4499,7.2
"Jul 19, 05:00 pm",290.873,364,32.2,71.4251,5.2
"Jul 19, 06:00 pm",81.4021,163,31.7,85.4266,5.7
"Jul 19, 07:00 pm",14.7894,31,27.8,97.5932,4.1
"Jul 19, 08:00 pm",0,0,26.1,0,2.6
"Jul 19, 09:00 pm",0,0,25,0,3.1
"Jul 19, 10:00 pm",0,0,25,0,2.1
"Jul 19, 11:00 pm",0,0,23.9,0,3.1
"Jul 20, 12:00 am",0,0,25,0,3.6
"Jul 20, 01:00 am",0,0,23.9,0,5.2
"Jul 20, 02:00 am",0,0,23.9,0,4.1
"Jul 20, 03:00 am",0,0,23.3,0,4.1
"Jul 20, 04:00 am",0,0,23.3,0,3.6
"Jul 20, 05:00 am",3.71881,5,23.3,100.02,3.6
"Jul 20, 06:00 am",40.7077,74,25.6,90.88,4.1
"Jul 20, 07:00 am",185.697,234,27.8,76.9076,6.2
"Jul 20, 08:00 am",368.63,414,28.3,62.8921,8.2
"Jul 20, 09:00 am",488.567,507,29.4,49.0014,7.7
"Jul 20, 10:00 am",744.105,747,31.1,35.5214,8.2
"Jul 20, 11:00 am",730.776,716,32.2,23.3002,8.8
"Jul 20, 12:00 pm",662.175,653,31.1,15.7304,6.2
"Jul 20, 01:00 pm",458.114,443,30,19.3944,7.2
"Jul 20, 02:00 pm",434.861,444,31.7,30.4767,6.2
"Jul 20, 03:00 pm",446.597,468,31.7,43.6306,7.2
"Jul 20, 04:00 pm",484.94,529,32.8,57.4129,6.7
"Jul 20, 05:00 pm",273.722,339,32.2,71.4073,5.2
"Jul 20, 06:00 pm",83.9198,126,30.6,85.426,5.2
"Jul 20, 07:00 pm",25.0836,30,27.8,97.539,3.1
"Jul 20, 08:00 pm",0,0,26.7,0,3.1
"Jul 20, 09:00 pm",0,0,25.6,0,3.6
"Jul 20, 10:00 pm",0,0,26.1,0,3.6
"Jul 20, 11:00 pm",0,0,27.8,0,4.6
"Jul 21, 12:00 am",0,0,27.2,0,4.1
"Jul 21, 01:00 am",0,0,27.2,0,3.6
"Jul 21, 02:00 am",0,0,26.1,0,3.6
"Jul 21, 03:00 am",0,0,23.9,0,4.6
"Jul 21, 04:00 am",0,0,23.3,0,2.6
"Jul 21, 05:00 am",2.78911,3,23.3,99.9764,2.6
"Jul 21, 06:00 am",24.3469,27,23.9,90.9099,3.1
"Jul 21, 07:00 am",107.751,121,24.4,76.9209,3.6
"Jul 21, 08:00 am",185.291,206,25,62.8869,6.7
"Jul 21, 09:00 am",259.483,284,25,48.9737,5.2
"Jul 21, 10:00 am",179.207,196,21.7,35.4619,3.6
"Jul 21, 11:00 am",204.201,222,21.7,23.1868,2.6
"Jul 21, 12:00 pm",243.042,263,21.7,15.5416,2.6
"Jul 21, 01:00 pm",237.186,257,21.7,19.2362,3.1
"Jul 21, 02:00 pm",223.339,243,21.7,30.3798,3.1
"Jul 21, 03:00 pm",187.068,205,20.6,43.5707,0
"Jul 21, 04:00 pm",241.093,266,21.1,57.3778,0
"Jul 21, 05:00 pm",172.103,194,21.7,71.3917,2.6
"Jul 21, 06:00 pm",78.9786,91,21.7,85.428,2.1
"Jul 21, 07:00 pm",23.5558,27,21.1,97.4842,1.5
"Jul 21, 08:00 pm",0,0,20.6,0,2.1
"Jul 21, 09:00 pm",0,0,20.6,0,1.5
"Jul 21, 10:00 pm",0,0,20.6,0,0
"Jul 21, 11:00 pm",0,0,20.6,0,0
"Jul 22, 12:00 am",0,0,20,0,0
"Jul 22, 01:00 am",0,0,19.4,0,2.1
"Jul 22, 02:00 am",0,0,20,0,0
"Jul 22, 03:00 am",0,0,20.6,0,0
"Jul 22, 04:00 am",0,0,20.6,0,2.1
"Jul 22, 05:00 am",5.57822,8,20,99.9303,2.1
"Jul 22, 06:00 am",31.5023,37,20,90.9382,2.1
"Jul 22, 07:00 am",85.4026,96,21.1,76.9321,2.1
"Jul 22, 08:00 am",159.203,176,22.2,62.8794,2.1
"Jul 22, 09:00 am",456.588,483,23.3,48.9434,2.6
"Jul 22, 10:00 am",439.75,452,25.6,35.3992,2.1
"Jul 22, 11:00 am",414.961,430,26.7,23.069,1.5
"Jul 22, 12:00 pm",894.574,867,27.8,15.347,2.6
"Jul 22, 01:00 pm",918.237,904,28.9,19.0757,2.1
"Jul 22, 02:00 pm",837.934,837,29.4,30.2834,2.1
"Jul 22, 03:00 pm",713.451,735,29.4,43.5122,3.1
"Jul 22, 04:00 pm",502.368,550,29.4,57.3446,2.1
"Jul 22, 05:00 pm",241.325,295,27.8,71.3784,3.1
"Jul 22, 06:00 pm",73.3656,96,27.2,85.4326,2.6
"Jul 22, 07:00 pm",17.1745,20,26.1,97.4291,2.6
"Jul 22, 08:00 pm",0,0,24.4,0,1.5
"Jul 22, 09:00 pm",0,0,23.9,0,1.5
"Jul 22, 10:00 pm",0,0,24.4,0,5.2
"Jul 22, 11:00 pm",0,0,21.7,0,4.6
"Jul 23, 12:00 am",0,0,21.1,0,0
"Jul 23, 01:00 am",0,0,21.1,0,1.5
"Jul 23, 02:00 am",0,0,20.6,0,2.1
"Jul 23, 03:00 am",0,0,20,0,1.5
"Jul 23, 04:00 am",0,0,19.4,0,2.1
"Jul 23, 05:00 am",3.71881,4,19.4,99.8816,2.1
"Jul 23, 06:00 am",46.0168,55,20,90.9648,0
"Jul 23, 07:00 am",131.14,152,21.7,76.9413,0
"Jul 23, 08:00 am",260.241,286,23.9,62.8695,0
"Jul 23, 09:00 am",423.21,447,25.6,48.9104,0
"Jul 23, 10:00 am",496.899,510,26.7,35.3333,2.1
"Jul 23, 11:00 am",662.18,657,27.2,22.9472,3.1
"Jul 23, 12:00 pm",901.017,872,27.8,15.1466,3.6
"Jul 23, 01:00 pm",936.577,908,28.9,18.9131,2.6
"Jul 23, 02:00 pm",747.542,740,29.4,30.1874,3.1
"Jul 23, 03:00 pm",581.785,600,26.1,43.4552,4.6
"Jul 23, 04:00 pm",513.686,558,28.9,57.3133,4.1
"Jul 23, 05:00 pm",285.806,353,28.3,71.3675,3.1
"Jul 23, 06:00 pm",85.1956,152,27.2,85.4399,2.6
"Jul 23, 07:00 pm",17.4045,23,25,97.3734,3.6
"Jul 23, 08:00 pm",0,0,23.3,0,2.1
"Jul 23, 09:00 pm",0,0,22.2,0,2.1
"Jul 23, 10:00 pm",0,0,21.1,0,2.6
"Jul 23, 11:00 pm",0,0,21.1,0,0
"Jul 24, 12:00 am",0,0,20.6,0,2.1
"Jul 24, 01:00 am",0,0,20,0,2.1
"Jul 24, 02:00 am",0,0,19.4,0,0
"Jul 24, 03:00 am",0,0,19.4,0,2.6
"Jul 24, 04:00 am",0,0,18.3,0,1.5
"Jul 24, 05:00 am",5.57822,8,18.3,99.8302,0
"Jul 24, 06:00 am",46.685,56,20,90.9896,1.5
"Jul 24, 07:00 am",202.011,282,22.2,76.9485,1.5
"Jul 24, 08:00 am",434.183,491,24.4,62.8573,1.5
"Jul 24, 09:00 am",656.624,685,26.7,48.8747,1.5
"Jul 24, 10:00 am",839.949,837,28.9,35.2643,2.1
"Jul 24, 11:00 am",904.845,879,28.3,22.8213,4.1
"Jul 24, 12:00 pm",997.94,969,28.3,14.9405,4.6
"Jul 24, 01:00 pm",849.15,833,30,18.7486,4.6
"Jul 24, 02:00 pm",847.711,844,30,30.0921,4.1
"Jul 24, 03:00 pm",693.759,712,30.6,43.3997,3.6
"Jul 24, 04:00 pm",488.454,527,30,57.2842,4.1
"Jul 24, 05:00 pm",283.49,355,29.4,71.359,2.6
"Jul 24, 06:00 pm",78.2517,162,27.8,85.4499,2.6
"Jul 24, 07:00 pm",16.4264,34,25.6,97.3174,2.1
"Jul 24, 08:00 pm",0,0,22.8,0,1.5
"Jul 24, 09:00 pm",0,0,21.7,0,1.5
